Gene;OverallAverageExpression;case_avg;control_avg
ACAT1;1,95258629808570e-01;0,140372828392785948;2,77588064974442e-01
ACAT2;1,02645289787551e-01;0,084806426998855294;1,29403822222361e-01
ACBD3;7,01288394603818e-02;0,087118078361965695;4,46447542036213e-02
ACBD4;2,05630521992706e-02;0,017564131502355300;2,50614732975416e-02
ACBD5;3,64612823215886e-02;0,037858818259825691;3,43649597490631e-02
ACBD6;5,76041046896202e-02;0,056611058186917383;5,90936877065762e-02
ACCS;8,33207705928849e-03;0,007314635997260344;9,85825224104056e-03
ACD;4,22733933532912e-02;0,040037157071071056;4,56277776432812e-02
ACE;1,63251137365178e-02;0,018073381840114238;1,37026882316547e-02
ACE2;1,01446788095078e-02;0,009709751600903548;1,07970754312024e-02
ACER3;3,91976430871393e-02;0,041587412803207893;3,56129565958193e-02
ACHE;1,87242187775450e-02;0,017004438693000869;2,13039118733503e-02
ACIN1;8,00095558273210e-02;0,084275928533215264;7,36099397877825e-02
ACKR3;3,37077918064208e-03;0,002776479582081468;4,26223651581236e-03
ACKR4;2,01062301752047e-03;0,002416721951462622;1,40146919284285e-03
ACLY;4,37366566960859e-02;0,051148542974782614;3,26187282865847e-02
ACN9;8,79000489950216e-02;0,080640748428724651;9,87890967980231e-02
ACO1;4,26657358490514e-02;0,043516924979197506;4,13889407855451e-02
ACO2;1,86226079808169e-01;0,147100102614425521;2,44915568156378e-01
ACOT11;4,39979318089630e-02;0,035434252765410949;5,68435647488275e-02
ACOT13;1,46837742304482e-01;0,116518655379761402;1,92316777626346e-01
ACOT2;1,81884136149640e-02;0,011047110990612785;2,89004629290936e-02
ACOT4;1,31923205951686e-02;0,007513693512505788;2,17103370616059e-02
ACOT7;8,45864619540022e-02;0,072927121924263594;1,02075627718086e-01
ACOT8;8,64440955718657e-02;0,066444568908641297;1,16443652675801e-01
ACOT9;4,66203901601693e-02;0,049624906153193538;4,21135760430053e-02
ACOX1;8,38656364464152e-02;0,061367534454876325;1,17613089913222e-01
ACOX2;8,72274111558133e-03;0,005588930525928845;1,34234988545167e-02
ACOX3;1,69505871179313e-02;0,015537885394569028;1,90696585706955e-02
ACP1;2,90718207753890e-01;0,272206650039759246;3,18485791561212e-01
ACP2;5,48195087175814e-02;0,048792521141543033;6,38600705767050e-02
ACP5;1,46803620315112e-01;0,139706013722710187;1,57450124997724e-01
ACP6;2,25626964477560e-02;0,019478924010706149;2,71883962894893e-02
ACPL2;6,18680266930168e-03;0,006600896688849888;5,56565610943447e-03
ACRBP;2,06464443083565e-03;0,001891897152316837;2,32376765578698e-03
ACSF2;4,94990739977932e-02;0,024708601543722952;8,66851137747723e-02
ACSF3;5,37251980965607e-02;0,048248878738623095;6,19397502739346e-02
ACSL1;1,22442234380115e-02;0,014773129444802972;8,45083065233465e-03
