id_gene,ensembl,gene_name,hgnc_symbol,protein_id
2122,ENSG00000177707,NECTIN3,NECTIN3,2070
2123,ENSG00000143217,NECTIN4,NECTIN4,1885
2124,ENSG00000172260,NEGR1,NEGR1,1640
2125,ENSG00000184613,NELL2,NELL2,1913
2126,ENSG00000067141,NEO1,NEO1,1824
2127,ENSG00000171208,NETO2,NETO2,1747
2128,ENSG00000163531,NFASC,NFASC,210
2129,ENSG00000134259,NGF,NGF,304
2130,ENSG00000064300,NGFR,NGFR,489
2131,ENSG00000116962,NID1,NID1,652
2132,ENSG00000087303,NID2,NID2,1408
2133,ENSG00000145506,NKD2,NKD2,1838
2134,ENSG00000276920,NKD2,NKD2,1838
2135,ENSG00000169760,NLGN1,NLGN1,1723
2136,ENSG00000283859,NLGN2,NLGN2,1761
2137,ENSG00000169992,NLGN2,NLGN2,1761
2138,ENSG00000196338,NLGN3,NLGN3,2114
2139,ENSG00000146938,NLGN4X,NLGN4X,1712
2140,ENSG00000197696,NMB,NMB,518
2141,ENSG00000135577,NMBR,NMBR,881
2142,ENSG00000204640,NMS,NMS,1532
2143,ENSG00000109255,NMU,NMU,1097
2144,ENSG00000171596,NMUR1,NMUR1,2025
2145,ENSG00000132911,NMUR2,NMUR2,1976
2146,ENSG00000156574,NODAL,NODAL,1904
2147,ENSG00000183691,NOG,NOG,1361
2148,ENSG00000148400,NOTCH1,NOTCH1,1075
2149,ENSG00000134250,NOTCH2,NOTCH2,1295
2150,ENSG00000074181,NOTCH3,NOTCH3,2210
2151,ENSG00000232339,NOTCH4,NOTCH4,1915
2152,ENSG00000238196,NOTCH4,NOTCH4,1915
2153,ENSG00000223355,NOTCH4,NOTCH4,1915
2154,ENSG00000234876,NOTCH4,NOTCH4,1915
2155,ENSG00000206312,NOTCH4,NOTCH4,1915
2156,ENSG00000235396,NOTCH4,NOTCH4,1915
2157,ENSG00000204301,NOTCH4,NOTCH4,1915
2158,ENSG00000185269,NOTUM,NOTUM,1572
2159,ENSG00000183979,NPB,NPB,1764
2160,ENSG00000288611,NPBWR1,NPBWR1,1091
2161,ENSG00000183729,NPBWR1,NPBWR1,1091
2162,ENSG00000125522,NPBWR2,NPBWR2,1092
2163,ENSG00000277339,NPBWR2,NPBWR2,1092
2164,ENSG00000139574,NPFF,NPFF,80
2165,ENSG00000148734,NPFFR1,NPFFR1,1977
2166,ENSG00000056291,NPFFR2,NPFFR2,2272
2167,ENSG00000168743,NPNT,NPNT,1607
2168,ENSG00000175206,NPPA,NPPA,306
2169,ENSG00000120937,NPPB,NPPB,695
2170,ENSG00000163273,NPPC,NPPC,816
2171,ENSG00000169418,NPR1,NPR1,676
2172,ENSG00000159899,NPR2,NPR2,751
2173,ENSG00000113389,NPR3,NPR3,700
2174,ENSG00000214285,NPS,NPS,541
2175,ENSG00000187258,NPSR1,NPSR1,1621
2176,ENSG00000156642,NPTN,NPTN,2279
2177,ENSG00000171246,NPTX1,NPTX1,1472
2178,ENSG00000106236,NPTX2,NPTX2,1084
2179,ENSG00000221890,NPTXR,NPTXR,244
