Gene;OverallAverageExpression;case_avg;control_avg
TRIOBP;8,66256101953235e-02;8,60571196187474e-02;8,71027518076039e-02
H1F0;1,25086067424760e-01;2,05968180382520e-01;5,72006470300216e-02
GCAT;1,24051890907809e-02;1,33657349804637e-02;1,15989903016418e-02
GALR3;1,05137418549051e-03;1,04896372983526e-03;1,05339731260125e-03
ANKRD54;3,44559032391252e-02;4,20727447296959e-02;2,80629880721151e-02
EIF3L;3,59057445842910e-01;3,38995698110115e-01;3,75895534375603e-01
AL022311.1;4,26052800618266e-02;4,32524564362030e-02;4,20620964253280e-02
MICALL1;1,28958280220239e-02;1,55159015447827e-02;1,06967658801818e-02
POLR2F;1,65738374160031e-01;1,91049365779269e-01;1,44494526245511e-01
PICK1;3,04455939136529e-02;3,90821689132550e-02;2,31968030107140e-02
PLA2G6;1,02460865908100e-02;1,27126469074810e-02;8,17587010037744e-03
AL022322.2;6,10720502640826e-03;6,10620549987812e-03;6,10804394216124e-03
MAFF;8,44556365412555e-02;1,06363812816708e-01;6,60678162661120e-02
TMEM184B;1,85867868526483e-02;2,29563683225530e-02;1,49193396979424e-02
CSNK1E;9,25057250344825e-02;1,23465015957226e-01;6,65211852820273e-02
KDELR3;2,07315056439873e-03;2,90790244722361e-03;1,37253233845722e-03
DDX17;5,38196354753291e-01;5,31550716333582e-01;5,43774126418938e-01
DMC1;3,45041263591309e-03;4,41413336055537e-03;2,64154916606741e-03
FAM227A;1,65519549333671e-03;1,80276566269486e-03;1,53133791076055e-03
CBY1;9,33791955640815e-03;9,71772229800497e-03;9,01914612384662e-03
AL021707.2;9,17102529122590e-04;1,19731184342528e-03;6,81919168990861e-04
TOMM22;2,37073815092521e-01;2,16298679794414e-01;2,54510659184442e-01
JOSD1;1,70487741708608e-01;2,15734931009082e-01;1,32511181069704e-01
GTPBP1;6,29280223902053e-02;8,37178538804797e-02;4,54788435910546e-02
AL021707.5;1,62371288120824e-03;2,32737776919885e-03;1,03311769283568e-03
SUN2;2,17925171600149e-01;2,50177389593154e-01;1,90855461165392e-01
AL021707.1;3,96427854672848e-03;5,32807818614212e-03;2,81962358569725e-03
AL021707.6;6,50561757786939e-03;9,14463833710133e-03;4,29065277144224e-03
AL021707.7;3,27064978110380e-03;2,93823458166292e-03;3,54965022674535e-03
DNAL4;1,21016975389452e-02;1,05518163130477e-02;1,34025332210807e-02
NPTXR;2,11205161126003e-03;2,56196497104325e-03;1,73443341542922e-03
CBX6;1,51313807915399e-01;1,57272892179087e-01;1,46312270175906e-01
APOBEC3A;1,59616415129510e-01;1,96400730827011e-01;1,28742855528492e-01
APOBEC3B;8,74053134178475e-03;9,60028522709313e-03;8,01892860657121e-03
APOBEC3C;1,36550029186791e-01;1,56706583664316e-01;1,19632368107254e-01
APOBEC3D;1,62196201263703e-02;1,97376667494598e-02;1,32668773598522e-02
APOBEC3F;1,73540785071573e-02;1,91446795352379e-02;1,58512035314011e-02
APOBEC3G;1,17251147203258e-01;1,26334677797552e-01;1,09627220595601e-01
APOBEC3H;1,40559758657357e-02;2,23173585937034e-02;7,12208876732606e-03
CBX7;3,24502553183541e-02;3,13748585625251e-02;3,33528499488717e-02
AL031846.2;1,70735185481145e-02;1,04269734721444e-02;2,26520511822762e-02
PDGFB;2,39973218080639e-03;1,65367460078401e-03;3,02590811274514e-03
RPL3;1,34375977332349e+00;1,27363711898182e+00;1,40261463869607e+00
SYNGR1;1,20979350727545e-01;1,38581976708128e-01;1,06205235400374e-01
TAB1;1,74999779866262e-02;1,73880357265187e-02;1,75939325967301e-02
MGAT3;3,18657591474246e-03;4,24492206168635e-03;2,29829208434896e-03
MIEF1;4,77020310085508e-02;4,94149925417046e-02;4,62643198812601e-02
ATF4;3,45102846993615e-01;4,29887332625321e-01;2,73942113926888e-01
RPS19BP1;2,25327732768939e-01;2,32145864636677e-01;2,19605185085376e-01
GRAP2;3,04763149311777e-02;2,84914526704427e-02;3,21422359125697e-02
Z82206.1;7,57064139808098e-03;6,94404269173059e-03;8,09655392736432e-03
FAM83F;1,75161194437902e-03;2,65457314565728e-03;9,93744741021883e-04
Z83847.1;1,97464365187752e-03;2,62470605286911e-03;1,42903773531135e-03
TNRC6B;3,03143716551789e-01;2,86611806714195e-01;3,17019165748315e-01
ADSL;8,92810035061062e-02;8,53785800565340e-02;9,25563587947452e-02
SGSM3;6,36311443434397e-02;6,95680041398829e-02;5,86482598913899e-02
AL022238.2;4,22620722049074e-03;2,94517450340078e-03;5,30139481585540e-03
MRTFA;5,28331984596279e-02;5,67588430899064e-02;4,95383533288389e-02
MRTFA-AS1;1,57946159415919e-03;1,23779496296277e-03;1,86622688805966e-03
SLC25A17;1,48810152910273e-02;1,54044400587414e-02;1,44416980043999e-02
ST13;3,89363908954986e-01;4,19384907057657e-01;3,64166890697886e-01
XPNPEP3;4,08592424806423e-02;4,21756817198881e-02;3,97543377259036e-02
DNAJB7;3,21718552664303e-03;3,35428889704113e-03;3,10211286599344e-03
RBX1;3,67972561927103e-01;3,75858389158264e-01;3,61353883492883e-01
EP300;2,41711866950850e-01;2,78302281229711e-01;2,11001051358837e-01
L3MBTL2;3,51365420214486e-02;3,44435788594823e-02;3,57181551105219e-02
AL035681.1;4,09170318368433e-03;4,71600620207086e-03;3,56771745548004e-03
RANGAP1;5,43528010366244e-02;6,97740964940668e-02;4,14095050855570e-02
ZC3H7B;2,95550641797954e-02;3,57997508935889e-02;2,43138165504128e-02
TEF;2,82472937131496e-03;2,59163630089024e-03;3,02036744873692e-03
TOB2;4,70742969336721e-02;4,85511964403092e-02;4,58347157676706e-02
PHF5A;6,38484758887378e-02;7,40072343030258e-02;5,53220964406306e-02
ACO2;9,41224723065971e-02;1,08947216304071e-01;8,16798698360298e-02
POLR3H;2,53268949022786e-02;2,36208891094841e-02;2,67587679852704e-02
PMM1;4,87612799775481e-02;5,23778192161258e-02;4,57258710644163e-02
DESI1;8,03407471455814e-02;9,72596371752194e-02;6,61405003880053e-02
XRCC6;2,89038224708867e-01;3,16250438073841e-01;2,66198656396434e-01
SNU13;4,08061395640571e-01;4,47532635867391e-01;3,74932664969318e-01
MEI1;3,41459993708806e-02;4,06556118926463e-02;2,86823960290921e-02
CCDC134;4,01142201855127e-03;4,35428748259320e-03;3,72365052848797e-03
SREBF2-AS1;3,80181559285214e-02;4,05568231614084e-02;3,58874191556469e-02
SREBF2;4,77011971881466e-02;6,19342533593759e-02;3,57552060863756e-02
SHISA8;2,80975796454174e-03;2,20706717815635e-03;3,31560426238975e-03
TNFRSF13C;4,96941430022973e-02;3,99579411350267e-02;5,78658651870636e-02
CENPM;2,91334613858803e-02;2,67771056029174e-02;3,11111817628139e-02
WBP2NL;5,37412918211845e-03;4,99042757205270e-03;5,69617498622664e-03
NAGA;7,32634080273001e-02;7,40477075297450e-02;7,26051351472796e-02
PHETA2;3,92291450380976e-03;4,16732642084932e-03;3,71777636966656e-03
SMDT1;3,72229306383195e-01;3,32694348650387e-01;4,05411515994627e-01
NDUFA6;2,82234743830220e-01;3,23843681890183e-01;2,47311815273019e-01
AL021878.2;5,03913346241246e-03;4,35699236353305e-03;5,61166345170863e-03
NDUFA6-DT;7,69413732031088e-03;7,17059044557892e-03;8,13355709296310e-03
TCF20;3,62376980576193e-02;4,16331614838166e-02;3,17092146943925e-02
LINC01315;3,39534696976423e-03;1,30350830429576e-03;5,15105465358127e-03
NFAM1;5,82150779647847e-02;5,69681283672645e-02;5,92616591499586e-02
RRP7A;1,28117881420523e-01;1,25330199121055e-01;1,30457619811448e-01
SERHL2;3,56152127923694e-03;4,37077168864330e-03;2,88230677508748e-03
POLDIP3;7,10225580550254e-02;8,00240186418311e-02;6,34675138832552e-02
Z93241.1;7,63153085161637e-02;7,90769031742537e-02;7,39974658255033e-02
CYB5R3;1,11469197958356e-01;1,47166623512899e-01;8,15078795387249e-02
ATP5MGL;6,04750880950125e-03;6,14234547862536e-03;5,96791114671901e-03
A4GALT;1,12354088919219e-02;1,77333854335712e-02;5,78157178117050e-03
ARFGAP3;1,49154850622499e-01;1,47412045079585e-01;1,50617610219405e-01
PACSIN2;6,69044321633964e-02;7,28574634299644e-02;6,19079747839379e-02
TTLL1;9,92380899271759e-03;1,07696930788540e-02;9,21384736223223e-03
BIK;8,01124394478484e-03;1,09096034930598e-02;5,57861268436631e-03
MCAT;1,89854345096339e-02;2,05370250883405e-02;1,76831641452207e-02
TSPO;7,27834306500585e-01;7,22417037193108e-01;7,32381091826553e-01
TTLL12;2,54719865444899e-02;2,99439215844484e-02;2,17186326932609e-02
SCUBE1;8,75001152980488e-03;1,86130391528226e-02;4,71842821438484e-04
SAMM50;6,91324413266973e-02;6,19653539603959e-02;7,51478719463362e-02
PARVB;8,92214769593375e-02;8,81877759213858e-02;9,00890758258566e-02
AL033543.1;6,69986397150573e-03;6,67485139548842e-03;6,72085735528364e-03
AL031595.3;2,15248864839396e-02;1,87282118638320e-02;2,38721722477581e-02
PARVG;2,06733285565792e-01;2,19142897858989e-01;1,96317734875377e-01
AL031595.2;6,91833565648430e-03;5,64201341782699e-03;7,98956968539320e-03
RTL6;1,37766773247396e-02;1,90615250333561e-02;9,34103518704017e-03
PRR5;4,64899275892166e-02;4,78676329482230e-02;4,53336013749758e-02
ARHGAP8;5,80533472986184e-03;9,16401106124604e-03;2,98635354368844e-03
NUP50-DT;1,80423073432791e-02;1,53382403431057e-02;2,03118663145956e-02
NUP50;1,39706527660245e-01;1,61909993141214e-01;1,21070867274086e-01
KIAA0930;1,02512692278557e-01;1,02144800822263e-01;1,02821468412821e-01
UPK3A;2,74422514211167e-02;1,86723028593761e-02;3,48029845076140e-02
FAM118A;6,71161897835029e-02;7,90955575817911e-02;5,70617489521327e-02
RIBC2;2,20179055871190e-03;1,57756991201602e-03;2,72570715127366e-03
Z95331.1;1,91183064742997e-02;2,03140482341857e-02;1,81147047002487e-02
ATXN10;1,17834922681192e-01;1,17286619965171e-01;1,18295120356791e-01
BX537318.1;5,53330456041011e-03;7,94000715047709e-03;3,51332744659351e-03
LINC00899;6,92502475840479e-03;1,11996464578103e-02;3,33727858708303e-03
PRR34;2,94781280773355e-03;3,80566846569411e-03;2,22780327968040e-03
PRR34-AS1;4,69193487664650e-02;5,64301743389618e-02;3,89367878678995e-02
MIRLET7BHG;9,75079692910743e-03;1,16372119854414e-02;8,16750398020693e-03
PPARA;2,64499995422173e-02;2,19045818231830e-02;3,02650283717372e-02
CDPF1;9,47135816696269e-03;9,27179414838838e-03;9,63885487051264e-03
TTC38;4,26399085553939e-02;5,18882470232060e-02;3,48776565335142e-02
GTSE1;1,71865188351173e-02;2,04115559585389e-02;1,44797027925338e-02
TRMU;3,53221009417848e-02;3,99275534514941e-02;3,14566841234470e-02
CELSR1;2,42488304616152e-03;2,94311566331927e-03;1,98992359973370e-03
GRAMD4;2,54131454245257e-02;2,38819546759251e-02;2,66982939434271e-02
CERK;7,54193123690068e-02;7,38436431785571e-02;7,67417922287080e-02
AL118516.1;9,29037272759856e-02;9,24159659285587e-02;9,33131117852610e-02
TBC1D22A;8,67538121916228e-02;7,48552843931685e-02;9,67404029486965e-02
C22orf34;1,66183573478877e-02;1,21437737182766e-02;2,03739341952210e-02
Z97192.1;9,34264823475543e-03;3,56975813635587e-03;1,41879107642735e-02
Z97192.2;1,85035786770946e-03;8,18490328857581e-04;2,71641785433750e-03
Z97192.3;3,15905899336686e-02;2,36624738839833e-02;3,82447619290545e-02
BRD1;1,35943779707800e-01;1,63095885011356e-01;1,13154660881283e-01
Z98885.3;2,07472434175502e-02;2,43745949295650e-02;1,77027596212229e-02
ZBED4;5,02452420453928e-02;5,85843974391316e-02;4,32460793264779e-02
ALG12;1,94907253800374e-02;2,34597525413585e-02;1,61594687207915e-02
CRELD2;7,61303930176851e-02;8,14113786879628e-02;7,16979923395200e-02
BX539320.1;2,08601121108097e-03;2,29056880461594e-03;1,91432333443871e-03
PIM3;2,48602487589668e-01;3,61439315314284e-01;1,53897055127801e-01
MLC1;1,85807283049031e-02;2,13586875601628e-02;1,62491505927673e-02
PANX2;1,25862337200007e-02;1,49824982237505e-02;1,05750174292122e-02
TRABD;2,00224484238200e-01;2,29272667202621e-01;1,75843962511809e-01
AL022328.3;5,39205303163234e-03;5,16706657136112e-03;5,58088712461175e-03
AL022328.4;1,00522164909090e-02;9,80551166810615e-03;1,02592790909938e-02
SELENOO;5,52506578477450e-02;6,02658950200358e-02;5,10413033765274e-02
TUBGCP6;3,17655132836045e-02;4,01726314026116e-02;2,47093085561751e-02
HDAC10;4,31645811508657e-02;5,02367941019297e-02;3,72287798748181e-02
MAPK12;8,41325222986434e-03;1,47826597799620e-02;3,06732476343407e-03
MAPK11;3,48402433172866e-03;4,87062873548152e-03;2,32022903227700e-03
PLXNB2;1,03295173515319e-01;1,18659075544411e-01;9,04000486229562e-02
DENND6B;4,42064177742196e-02;3,86858524425094e-02;4,88399008108891e-02
PPP6R2;1,27118992673493e-01;1,47495018361617e-01;1,10017126522511e-01
SBF1;3,29524140664633e-02;3,75254514267120e-02;2,91142037090824e-02
LMF2;6,31524046192189e-02;8,32180042675721e-02;4,63110831231749e-02
NCAPH2;4,28327218488441e-02;5,43935678079605e-02;3,31295518974940e-02
SCO2;2,42388389156527e-01;3,24065998429402e-01;1,73835298249741e-01
TYMP;4,53624724485978e-01;5,02532121639448e-01;4,12576103291948e-01
ODF3B;1,59831005989871e-01;2,15685376471786e-01;1,12951698781014e-01
U62317.4;3,07792441974830e-02;4,66571995788857e-02;1,74526675706043e-02
U62317.1;8,54844447170145e-03;1,56281047072112e-02;2,60639259194298e-03
KLHDC7B;5,50617847113219e-02;1,06401007223994e-01;1,19721005331662e-02
CPT1B;9,82515420171070e-03;1,46057081847771e-02;5,81277241552156e-03
CHKB;7,47488543512422e-02;7,73523276264302e-02;7,25637250153542e-02
CHKB-DT;1,07112389064308e-02;8,34694528759797e-03;1,26956216133327e-02
ARSA;4,54568252316965e-02;5,86377419985819e-02;3,43939085596830e-02
SHANK3;2,93870767899586e-03;5,06724505206718e-03;1,15219828757674e-03
RABL2B;2,85166314111374e-02;3,05826152871192e-02;2,67826239919318e-02
PLCXD1;3,85950019176853e-02;4,15150871672525e-02;3,61441359906431e-02
GTPBP6;9,70512146993387e-02;8,43518532455545e-02;1,07709955668249e-01
LINC00685;3,08809615096950e-02;3,08344511494573e-02;3,09199982663027e-02
PPP2R3B;1,83640180352420e-02;1,88966150252013e-02;1,79170023819388e-02
CRLF2;1,23385194350529e-03;1,77698447498201e-03;7,77993671743630e-04
CSF2RA;9,91253317059755e-02;9,06993008076896e-02;1,06197410177614e-01
IL3RA;3,06533192510619e-02;2,99359802078809e-02;3,12553913375977e-02
SLC25A6;7,98420763317292e-01;7,96320033246763e-01;8,00183933674230e-01
LINC00106;1,72969616206436e-03;1,85219642796245e-03;1,62688007894221e-03
ASMTL-AS1;5,18594352472154e-03;7,18902936394171e-03;3,50472725440446e-03
ASMTL;5,48864320071914e-02;6,83168770756786e-02;4,36140829522297e-02
P2RY8;1,03146911584700e-01;1,25363920173723e-01;8,44998842899637e-02
AKAP17A;1,43900017793698e-01;1,67779953975094e-01;1,23857273515736e-01
AL683807.1;3,12450367646453e-03;3,28178711731516e-03;2,99249361746851e-03
DHRSX;4,05143617718642e-02;5,04805828388323e-02;3,21495814497753e-02
DHRSX-IT1;3,29041780233351e-03;2,18729943558989e-03;4,21627954522168e-03
ZBED1;5,42866101028371e-02;4,79843833392947e-02;5,95761518521914e-02
CD99;5,21905041836979e-01;6,08710752475851e-01;4,49047868057884e-01
ARSD;4,07147247388918e-02;4,44684834743736e-02;3,75641456986077e-02
PRKX;1,15102280474169e-01;1,22725674135267e-01;1,08703865984323e-01
BX890604.2;3,40837111929182e-02;4,20655203806611e-02;2,73844738411010e-02
BX842570.1;4,88447003230793e-03;5,44504380825687e-03;4,41397309484000e-03
PUDP;1,75540254467871e-02;1,22403038954662e-02;2,20139017801413e-02
STS;1,41969215215263e-02;1,84545373821020e-02;1,06234485742328e-02
PNPLA4;2,30917745485381e-02;1,90753730587257e-02;2,64627931043016e-02
AC079142.1;2,15795464295325e-03;2,32828631174604e-03;2,01499303475967e-03
TBL1X;7,23987264798882e-02;6,35651923966979e-02;7,98128277302079e-02
WWC3;4,56100728966569e-02;4,80139554170210e-02;4,35924627044045e-02
CLCN4;6,85435275975696e-03;5,15961965393919e-03;8,27676452841840e-03
AC073529.1;1,35648874310192e-03;1,58559081297225e-03;1,16420036489679e-03
HCCS;4,47465799485096e-02;4,59412674816190e-02;4,37438630008472e-02
ARHGAP6;7,03723979018293e-03;1,09329599949275e-02;3,76751062302479e-03
MSL3;1,51806138606897e-01;1,52091787896385e-01;1,51566389404098e-01
PRPS2;4,72196505782737e-02;5,35856959380349e-02;4,18765450423803e-02
TLR7;1,19992322241275e-02;7,76584854848674e-03;1,55523667801347e-02
TLR8;3,88550525839493e-02;4,21269224399304e-02;3,61089292134316e-02
TMSB4X;1,50264865231369e+00;1,47642893028013e+00;1,52465520960790e+00
TCEANC;9,30493844534017e-03;9,56506022667411e-03;9,08661481562856e-03
RAB9A;8,73555197411024e-02;9,88931016701819e-02;7,76718755959087e-02
TRAPPC2;6,44148630988799e-02;6,93583102270928e-02;6,02657629551539e-02
OFD1;1,43908530131231e-01;1,42238620815275e-01;1,45310106966816e-01
GPM6B;2,08938312259182e-02;1,31945199814955e-02;2,73559643411911e-02
GEMIN8;1,21999886103483e-02;1,33648646238242e-02;1,12222928629108e-02
FANCB;2,03030666827329e-02;2,52776876641527e-02;1,61278019143095e-02
MOSPD2;4,62364601436574e-02;4,65338640092558e-02;4,59868451706446e-02
ASB9;2,93463737990653e-03;2,18898539159783e-03;3,56047289338952e-03
PIGA;4,84748711624229e-02;7,43727335053242e-02;2,67384549366118e-02
PIR;5,42763860120555e-03;4,94779992175089e-03;5,83037351112867e-03
CA5B;6,20587166208012e-02;6,77363670531906e-02;5,72933899946482e-02
ZRSR2;8,86552763190799e-02;1,02571614867027e-01;7,69751104809757e-02
AP1S2;4,08780128091336e-01;3,53357767806666e-01;4,55296843463972e-01
CTPS2;9,66561480989747e-03;1,22179822256848e-02;7,52337929346080e-03
SYAP1;2,45726400114545e-01;2,79070121945316e-01;2,17740576163713e-01
TXLNG;6,55900938970848e-02;7,32759429542520e-02;5,91392597725016e-02
RBBP7;1,74092424580806e-01;1,88204168205449e-01;1,62248252693730e-01
REPS2;1,45371031983141e-02;1,57692923879300e-02;1,35029106174822e-02
NHS;7,67901893964115e-03;7,48899876597342e-03;7,83850536873149e-03
SCML1;3,24236697153655e-02;3,45878590256342e-02;3,06072371845028e-02
SCML2;1,01800122561291e-02;1,32060211031657e-02;7,64024326163510e-03
CDKL5;7,72723437560541e-03;6,18132201595877e-03;9,02473893613589e-03
PHKA2;3,35252961050473e-02;3,72693946892092e-02;3,03828249567240e-02
PDHA1;9,62528658318887e-02;1,08756306985195e-01;8,57585633460426e-02
SH3KBP1;3,11256570885301e-01;3,05693852625621e-01;3,15925433428408e-01
BCLAF3;2,81352455062408e-02;2,86823782676284e-02;2,76760297889421e-02
MAP7D2;1,42294155748020e-03;1,53990651527023e-03;1,32477133120067e-03
EIF1AX;3,70843918740569e-01;3,92293191359540e-01;3,52841262335430e-01
RPS6KA3;1,75883121698953e-01;1,74940613445965e-01;1,76674181262555e-01
CNKSR2;8,44961863489117e-03;6,83777445324096e-03;9,80246064013506e-03
MBTPS2;1,37420369437907e-02;1,35554238085524e-02;1,38986638007504e-02
YY2;6,96721753513797e-03;5,67870947646887e-03;8,04867928293432e-03
SMS;1,76784326789010e-01;1,80029173007181e-01;1,74060884712864e-01
PHEX;2,19855461117148e-03;5,53986191609756e-04;3,57886249937123e-03
PRDX4;9,40570673101610e-02;9,15245463263144e-02;9,61826454554391e-02
ACOT9;7,93706465290823e-02;7,20228456544580e-02;8,55377523712751e-02
SAT1;8,50280610392299e-01;9,72742892149020e-01;7,47496407859217e-01
APOO;1,46267448311314e-02;1,27556233829099e-02;1,61972016537476e-02
KLHL15;4,39985935098570e-02;6,48532876891449e-02;2,64949746033624e-02
EIF2S3;3,97243475382982e-01;3,86373668730162e-01;4,06366646962607e-01
ZFX;1,29966859204661e-01;1,22873243561414e-01;1,35920624041542e-01
PDK3;5,37932925412187e-02;5,33016436640628e-02;5,42059399052874e-02
PCYT1B;1,53225413063284e-03;1,64193841771097e-03;1,44019466696768e-03
POLA1;2,39478725661601e-02;3,09420871958388e-02;1,80775363063403e-02
CXorf21;6,79579554382277e-02;7,83239100247761e-02;5,92576735196765e-02
GK;3,02210836010371e-02;2,45661697239912e-02;3,49673271374762e-02
AC112496.1;2,32613169313133e-03;1,61505595664768e-03;2,92294690404083e-03
TAB3;5,25484513735980e-02;6,50491085667573e-02;4,20564855020917e-02
DMD;1,94049974307637e-03;2,41211116688277e-03;1,54467007694514e-03
LANCL3;2,84478319143757e-03;4,14258213534762e-03;1,75552348155346e-03
XK;9,11103986196355e-03;1,23772790710406e-02;6,36964236739302e-03
CYBB;3,40576148863870e-01;2,62089568389538e-01;4,06450967362096e-01
DYNLT3;9,20333769604396e-02;1,14655009541251e-01;7,30467434316433e-02
RPGR;9,65915072652937e-02;1,17075398906296e-01;7,93991078024369e-02
MID1IP1;1,18481073804286e-01;1,38080212676518e-01;1,02031258968079e-01
BCOR;4,54938612556884e-02;5,73170340691294e-02;3,55705169278856e-02
ATP6AP2;3,76224311144065e-01;3,61622059958054e-01;3,88480172473870e-01
CXorf38;9,16294962496108e-02;8,48145807693437e-02;9,73493443768988e-02
MED14;5,00911853065261e-02;6,02574621613237e-02;4,15584955324883e-02
MED14OS;1,43268599470064e-02;1,17857140887718e-02;1,64596770627103e-02
USP9X;1,42165338413878e-01;1,73768008397518e-01;1,15640802160035e-01
DDX3X;5,55820814027181e-01;5,69747752719460e-01;5,44131751348628e-01
CASK;5,04279364079030e-02;5,51405610373772e-02;4,64725686209420e-02
GPR34;5,06064655407173e-03;2,20005846868730e-03;7,46157572927664e-03
GPR82;1,75356269874012e-02;1,10551378153751e-02;2,29747867190009e-02
MAOA;1,25133858262656e-03;1,81446666407992e-03;7,78697782978952e-04
EFHC2;2,33563434262191e-03;2,33373905665823e-03;2,33722508103994e-03
FUNDC1;3,52341881040826e-02;3,68452351959618e-02;3,38820151067592e-02
KDM6A;8,92885515542328e-02;1,19062068116774e-01;6,42992478062779e-02
MIR222HG;1,04799877725084e-01;1,91327210483784e-01;3,21763501593857e-02
AC234772.2;2,27947250380913e-02;4,19640364170156e-02;6,70567006600454e-03
LINC02595;4,69309642341131e-03;7,02915428541993e-03;2,73241235829903e-03
KRBOX4;1,84466550076158e-02;2,01055668865570e-02;1,70543084654507e-02
ZNF674;4,53863774617032e-03;4,64876752827627e-03;4,44620437267341e-03
ZNF674-AS1;1,46756325725334e-02;1,96821672985736e-02;1,04735821788253e-02
CHST7;2,06738156032585e-02;2,32430115866272e-02;1,85174556488820e-02
SLC9A7;2,55754760775733e-02;2,68671148454227e-02;2,44913866844168e-02
RP2;7,70243986702771e-02;9,50939606607210e-02;6,18583778133456e-02
JADE3;4,55062501424558e-03;6,19174608876022e-03;3,17321052805042e-03
NDUFB11;4,99918952446735e-01;4,84008416386632e-01;5,13272874465436e-01
RBM10;6,16456136394205e-02;6,90360256129834e-02;5,54427437418742e-02
UBA1;9,32621424789258e-02;1,08883704274888e-01;8,01507603579483e-02
INE1;5,82988041239305e-03;3,83062041654648e-03;7,50788560208571e-03
CDK16;6,28395447094261e-02;8,66131963534356e-02;4,28860064405321e-02
USP11;6,13551522912313e-02;7,52002785250078e-02;4,97347558843151e-02
ZNF41;7,34916568858437e-03;5,93003733788341e-03;8,54025876415399e-03
LINC01560;4,21256459802958e-03;3,90835469217103e-03;4,46789197008076e-03
ARAF;6,49969109081719e-02;8,30065812041759e-02;4,98811579375075e-02
SYN1;4,98725933654464e-03;7,16217495301591e-03;3,16182407591609e-03
TIMP1;4,80640622686654e-01;5,25382287705815e-01;4,43088355220884e-01
CFP;3,01761450194113e-01;3,31281623352917e-01;2,76984780894468e-01
ELK1;3,74108546557693e-02;4,57279287076351e-02;3,04302250972915e-02
UXT;4,52865273699931e-01;4,42632059876125e-01;4,61454144551774e-01
UXT-AS1;2,55151038332153e-03;3,12784668094200e-03;2,06778375425651e-03
ZNF81;8,04542814390315e-03;8,11660593046094e-03;7,98568769219455e-03
ZNF182;1,61539234265834e-02;1,82696573933615e-02;1,43781601023343e-02
ZNF630;2,02238876700916e-03;2,40943955432945e-03;1,69753195441482e-03
SLC38A5;2,60277157737889e-02;3,67568727969075e-02;1,70225932768538e-02
FTSJ1;2,86366987964934e-02;3,23830594260100e-02;2,54923290837751e-02
PORCN;1,04062849524807e-02;1,21528790225760e-02;8,94034559492084e-03
EBP;9,83535463944407e-02;1,12353603170456e-01;8,66031147472561e-02
TBC1D25;1,88596788930475e-02;2,37313632378738e-02;1,47708101965569e-02
RBM3;6,82247403979155e-01;6,74192650356876e-01;6,89007864553547e-01
WDR13;7,60479146739353e-02;8,38563913961368e-02;6,94941575384607e-02
WAS;2,74262975473400e-01;2,95068851760286e-01;2,56800330065586e-01
SUV39H1;7,83517884720519e-03;9,98781283974549e-03;6,02844484637710e-03
GATA1;1,85222282124357e-02;2,46524695884835e-02;1,33770360591154e-02
HDAC6;3,25461180156412e-02;4,19402892102823e-02;2,46614666695344e-02
PCSK1N;8,12847112824350e-03;1,08374850226931e-02;5,85476016354678e-03
PQBP1;1,51710007897178e-01;1,66004565516484e-01;1,39712397821756e-01
TIMM17B;1,10829221159245e-01;1,21187414980536e-01;1,02135452952970e-01
SLC35A2;1,93325148178810e-02;2,25408982956144e-02;1,66396763989933e-02
PIM2;5,01684459365488e-02;7,51833382861841e-02;2,91731180304766e-02
OTUD5;9,91734155639883e-02;1,17991000630581e-01;8,33795691083873e-02
KCND1;2,25013795221109e-03;3,31862724285870e-03;1,35334084800128e-03
GRIPAP1;1,29204878536336e-01;1,56959635920744e-01;1,05909945898035e-01
TFE3;4,11992745611762e-02;5,32698943392852e-02;3,10682447438677e-02
CCDC120;5,95714614703769e-03;8,38074417864785e-03;3,92298846708636e-03
PRAF2;3,06225615976794e-02;4,37428539104861e-02;1,96105278267282e-02
WDR45;9,13301073905146e-02;9,73710415873657e-02;8,62598719264095e-02
GPKOW;2,75914039910123e-02;3,10923405906270e-02;2,46530218920643e-02
MAGIX;7,07761875831667e-03;7,12312969474935e-03;7,03942083124343e-03
PLP2;3,21244187938102e-01;3,51819416498278e-01;2,95581996774071e-01
PRICKLE3;9,35441790148391e-03;9,99613592387954e-03;8,81581553153891e-03
SYP;4,05190443565797e-03;4,31225432535611e-03;3,83338935159838e-03
CCDC22;3,58693199465091e-02;3,61601796541702e-02;3,56251975712594e-02
PPP1R3F;9,29009817517451e-03;8,16493638766727e-03;1,02344612508142e-02
AC232271.1;3,49903038828682e-03;3,74833903292439e-03;3,28978236631560e-03
USP27X;5,34642996453248e-03;5,78596822464689e-03;4,97751972620794e-03
CLCN5;1,81412304198415e-02;1,28867119433880e-02;2,25514168343860e-02
NUDT10;1,39828696479187e-03;1,83778084483215e-03;1,02941397524683e-03
AL158055.1;1,87206016364384e-03;2,10299684527141e-03;1,67823197167956e-03
NUDT11;3,42365096879728e-03;5,18862255980482e-03;1,94228711641015e-03
GSPT2;2,41657770405699e-02;2,12548121220641e-02;2,66089881538887e-02
MAGED1;2,50794380246700e-02;2,96846504025268e-02;2,12142227521520e-02
TSPYL2;1,72537507226413e-01;2,10219361661316e-01;1,40910631567235e-01
KANTR;1,55785592797751e-02;1,38660608262587e-02;1,70158817382403e-02
KDM5C;6,36723700707525e-02;7,72672354843549e-02;5,22620208592492e-02
