"","interaction_id","sender_cell_type","sender_gene","receiver_cell_type","receiver_gene","sender_pval","receiver_pval","sender_logfc","receiver_logfc"
"20380","Gran:TGM2_Ery:ADGRG1","Gran","TGM2","Ery","ADGRG1",NA,NA,NA,NA
"20381","Gran:TGM2_Ery:ITGA4","Gran","TGM2","Ery","ITGA4",NA,NA,NA,NA
"20382","Gran:TGM2_Ery:ITGB1","Gran","TGM2","Ery","ITGB1",NA,NA,NA,NA
"20383","Mono:C3_Mono:C3AR1","Mono","C3","Mono","C3AR1",NA,NA,NA,NA
"20384","Mono:C3_Mono:CD46","Mono","C3","Mono","CD46",NA,NA,NA,NA
"20385","Mono:C3_Mono:CD81","Mono","C3","Mono","CD81",NA,NA,NA,NA
"20386","Mono:C3_Mono:CR1","Mono","C3","Mono","CR1",NA,NA,NA,NA
"20387","Mono:C3_Mono:ITGAM","Mono","C3","Mono","ITGAM",NA,NA,NA,NA
"20388","Mono:C3_Mono:ITGAX","Mono","C3","Mono","ITGAX",NA,NA,NA,NA
"20389","Mono:C3_Mono:ITGB2","Mono","C3","Mono","ITGB2",NA,NA,NA,NA
"20390","Mono:C3_Mono:LRP1","Mono","C3","Mono","LRP1",NA,NA,NA,NA
"20391","Mono:FCAR_Mono:SIGLEC10","Mono","FCAR","Mono","SIGLEC10",NA,NA,NA,NA
"20392","Mono:NID1_Mono:ITGB1","Mono","NID1","Mono","ITGB1",NA,NA,NA,NA
"20393","NK:LGALS1_Mono:CD69","NK","LGALS1","Mono","CD69",4.09503805195545e-36,NA,0.276963032888893,NA
"20394","NK:S100A8_Mono:CD69","NK","S100A8","Mono","CD69",NA,NA,NA,NA
"20395","T:CD4_Mono:CXCR4","T","CD4","Mono","CXCR4",NA,0,NA,0.331253411563129
"20396","DC:AGRN_Mono:ITGB1","DC","AGRN","Mono","ITGB1",NA,NA,NA,NA
"20397","DC:AGRN_Mono:LRP1","DC","AGRN","Mono","LRP1",NA,NA,NA,NA
"20398","DC:ANGPT1_Mono:ITGA5","DC","ANGPT1","Mono","ITGA5",NA,NA,NA,NA
"20399","DC:ANGPT1_Mono:ITGB1","DC","ANGPT1","Mono","ITGB1",NA,NA,NA,NA
"20400","DC:BTLA_Mono:TNFRSF14","DC","BTLA","Mono","TNFRSF14",NA,NA,NA,NA
"20401","DC:CD96_Mono:NECTIN2","DC","CD96","Mono","NECTIN2",NA,NA,NA,NA
"20402","DC:DAG1_Mono:SARAF","DC","DAG1","Mono","SARAF",NA,NA,NA,NA
"20403","DC:DLK1_Mono:NOTCH2","DC","DLK1","Mono","NOTCH2",NA,NA,NA,NA
"20404","DC:IFITM1_Mono:CD81","DC","IFITM1","Mono","CD81",NA,NA,NA,NA
"20405","DC:ITGA6_Mono:CD151","DC","ITGA6","Mono","CD151",NA,NA,NA,NA
"20406","DC:MS4A1_Mono:CD53","DC","MS4A1","Mono","CD53",NA,NA,NA,NA
"20407","DC:MS4A1_Mono:CD82","DC","MS4A1","Mono","CD82",NA,NA,NA,NA
"20408","DC:MTMR4_Mono:SMAD3","DC","MTMR4","Mono","SMAD3",NA,NA,NA,NA
"20409","DC:PTGS2_Mono:ALOX5","DC","PTGS2","Mono","ALOX5",NA,NA,NA,NA
"20410","DC:SDK2_Mono:CLEC4A","DC","SDK2","Mono","CLEC4A",NA,NA,NA,NA
"20411","DC:THBS3_Mono:CD36","DC","THBS3","Mono","CD36",NA,0,NA,0.282537866386678
"20412","DC:THBS3_Mono:CD47","DC","THBS3","Mono","CD47",NA,NA,NA,NA
"20413","DC:THBS3_Mono:ITGB1","DC","THBS3","Mono","ITGB1",NA,NA,NA,NA
"20414","HSPC:CD96_Mono:NECTIN2","HSPC","CD96","Mono","NECTIN2",NA,NA,NA,NA
"20415","HSPC:JAG1_Mono:NOTCH2","HSPC","JAG1","Mono","NOTCH2",NA,NA,NA,NA
"20416","HSPC:PLTP_Mono:ABCA1","HSPC","PLTP","Mono","ABCA1",NA,NA,NA,NA
"20417","HSPC:TGFBR1_Mono:TGFBR2","HSPC","TGFBR1","Mono","TGFBR2",NA,NA,NA,NA
"20418","B:CCL2_Mono:CCR1","B","CCL2","Mono","CCR1",NA,NA,NA,NA
"20419","B:CCL7_Mono:CCR1","B","CCL7","Mono","CCR1",NA,NA,NA,NA
"20420","Ery:CCL7_Mono:CCR1","Ery","CCL7","Mono","CCR1",NA,NA,NA,NA
"20421","Ery:CSF1_Mono:CSF1R","Ery","CSF1","Mono","CSF1R",NA,NA,NA,NA
"20422","Mono:C3_Gran:CD81","Mono","C3","Gran","CD81",NA,NA,NA,NA
"20423","Mono:C3_Gran:ITGAM","Mono","C3","Gran","ITGAM",NA,NA,NA,NA
"20424","Mono:C3_Gran:ITGAX","Mono","C3","Gran","ITGAX",NA,NA,NA,NA
"20425","Mono:C3_Gran:ITGB2","Mono","C3","Gran","ITGB2",NA,NA,NA,NA
"20426","Mono:CASP8_Gran:FADD","Mono","CASP8","Gran","FADD",NA,NA,NA,NA
"20427","Mono:LRPAP1_Gran:VLDLR","Mono","LRPAP1","Gran","VLDLR",NA,NA,NA,NA
"20428","Mono:NID1_Gran:ITGB1","Mono","NID1","Gran","ITGB1",NA,NA,NA,NA
"20429","NK:FABP5_Gran:RXRA","NK","FABP5","Gran","RXRA",NA,NA,NA,NA
"20430","NK:LRPAP1_Gran:VLDLR","NK","LRPAP1","Gran","VLDLR",NA,NA,NA,NA
"20431","T:CD4_Gran:CXCR4","T","CD4","Gran","CXCR4",NA,NA,NA,NA
"20432","T:LRPAP1_Gran:VLDLR","T","LRPAP1","Gran","VLDLR",NA,NA,NA,NA
"20433","DC:AGRN_Gran:ITGB1","DC","AGRN","Gran","ITGB1",NA,NA,NA,NA
"20434","DC:ANGPT1_Gran:ITGA5","DC","ANGPT1","Gran","ITGA5",NA,NA,NA,NA
"20435","DC:ANGPT1_Gran:ITGB1","DC","ANGPT1","Gran","ITGB1",NA,NA,NA,NA
"20436","DC:CASP8_Gran:FADD","DC","CASP8","Gran","FADD",NA,NA,NA,NA
"20437","DC:DAG1_Gran:SARAF","DC","DAG1","Gran","SARAF",NA,NA,NA,NA
"20438","DC:IFITM1_Gran:CD81","DC","IFITM1","Gran","CD81",NA,NA,NA,NA
"20439","DC:ITGA6_Gran:CD151","DC","ITGA6","Gran","CD151",NA,NA,NA,NA
"20440","DC:LRPAP1_Gran:VLDLR","DC","LRPAP1","Gran","VLDLR",NA,NA,NA,NA
"20441","DC:MS4A1_Gran:CD53","DC","MS4A1","Gran","CD53",NA,NA,NA,NA
"20442","DC:MTMR4_Gran:SMAD3","DC","MTMR4","Gran","SMAD3",NA,NA,NA,NA
"20443","DC:THBS3_Gran:CD36","DC","THBS3","Gran","CD36",NA,NA,NA,NA
"20444","DC:THBS3_Gran:CD47","DC","THBS3","Gran","CD47",NA,NA,NA,NA
"20445","DC:THBS3_Gran:ITGB1","DC","THBS3","Gran","ITGB1",NA,NA,NA,NA
"20446","HSPC:GDF11_Gran:ACVR1B","HSPC","GDF11","Gran","ACVR1B",NA,NA,NA,NA
"20447","HSPC:LRPAP1_Gran:VLDLR","HSPC","LRPAP1","Gran","VLDLR",NA,NA,NA,NA
"20448","HSPC:PLTP_Gran:ABCA1","HSPC","PLTP","Gran","ABCA1",NA,NA,NA,NA
"20449","HSPC:TFPI_Gran:VLDLR","HSPC","TFPI","Gran","VLDLR",NA,NA,NA,NA
"20450","B:CCL2_Gran:CCR1","B","CCL2","Gran","CCR1",NA,NA,NA,NA
"20451","B:CCL7_Gran:CCR1","B","CCL7","Gran","CCR1",NA,NA,NA,NA
"20452","B:LRPAP1_Gran:VLDLR","B","LRPAP1","Gran","VLDLR",NA,NA,NA,NA
"20453","Ery:APOC1_Gran:VLDLR","Ery","APOC1","Gran","VLDLR",6.46674853623846e-30,NA,-0.288764804778503,NA
"20454","Ery:APOE_Gran:VLDLR","Ery","APOE","Gran","VLDLR",NA,NA,NA,NA
"20455","Ery:CCL7_Gran:CCR1","Ery","CCL7","Gran","CCR1",NA,NA,NA,NA
"20456","Ery:LRPAP1_Gran:VLDLR","Ery","LRPAP1","Gran","VLDLR",NA,NA,NA,NA
"20457","Ery:TFPI_Gran:VLDLR","Ery","TFPI","Gran","VLDLR",NA,NA,NA,NA
"20458","Gran:LRPAP1_Gran:VLDLR","Gran","LRPAP1","Gran","VLDLR",NA,NA,NA,NA
"20459","Mono:C3_T:CD46","Mono","C3","T","CD46",NA,NA,NA,NA
"20460","Mono:C3_T:CD81","Mono","C3","T","CD81",NA,NA,NA,NA
"20461","Mono:C3_T:IFITM1","Mono","C3","T","IFITM1",NA,NA,NA,NA
"20462","Mono:C3_T:ITGB2","Mono","C3","T","ITGB2",NA,NA,NA,NA
"20463","Mono:HLA-DMA_T:CD4","Mono","HLA-DMA","T","CD4",0,NA,-0.401131158282465,NA
"20464","Mono:HLA-DMB_T:CD4","Mono","HLA-DMB","T","CD4",0,NA,-0.302824340710422,NA
"20465","Mono:HLA-DQA1_T:CD4","Mono","HLA-DQA1","T","CD4",0,NA,-0.276706574730164,NA
"20466","Mono:HLA-DQB1_T:CD4","Mono","HLA-DQB1","T","CD4",0,NA,-0.462548370438111,NA
"20467","Mono:HLA-DRA_T:CD4","Mono","HLA-DRA","T","CD4",0,NA,-0.514404387512692,NA
"20468","Mono:NID1_T:ITGB1","Mono","NID1","T","ITGB1",NA,NA,NA,NA
"20469","NK:HLA-DQB1_T:CD4","NK","HLA-DQB1","T","CD4",NA,NA,NA,NA
"20470","NK:HLA-DRA_T:CD4","NK","HLA-DRA","T","CD4",NA,NA,NA,NA
"20471","T:CD4_T:CXCR4","T","CD4","T","CXCR4",NA,0,NA,0.412216701695699
"20472","T:HLA-DQB1_T:CD4","T","HLA-DQB1","T","CD4",NA,NA,NA,NA
"20473","T:HLA-DRA_T:CD4","T","HLA-DRA","T","CD4",NA,NA,NA,NA
"20474","DC:AGRN_T:ITGB1","DC","AGRN","T","ITGB1",NA,NA,NA,NA
"20475","DC:ANGPT1_T:ITGB1","DC","ANGPT1","T","ITGB1",NA,NA,NA,NA
"20476","DC:BTLA_T:TNFRSF14","DC","BTLA","T","TNFRSF14",NA,NA,NA,NA
"20477","DC:CD69_T:KLRB1","DC","CD69","T","KLRB1",NA,NA,NA,NA
"20478","DC:DAG1_T:SARAF","DC","DAG1","T","SARAF",NA,NA,NA,NA
"20479","DC:HLA-DMA_T:CD4","DC","HLA-DMA","T","CD4",NA,NA,NA,NA
"20480","DC:HLA-DMB_T:CD4","DC","HLA-DMB","T","CD4",NA,NA,NA,NA
"20481","DC:HLA-DQA1_T:CD4","DC","HLA-DQA1","T","CD4",NA,NA,NA,NA
"20482","DC:HLA-DQB1_T:CD4","DC","HLA-DQB1","T","CD4",NA,NA,NA,NA
"20483","DC:HLA-DRA_T:CD4","DC","HLA-DRA","T","CD4",NA,NA,NA,NA
"20484","DC:HLA-DRB5_T:CD4","DC","HLA-DRB5","T","CD4",NA,NA,NA,NA
"20485","DC:ICOSLG_T:CD28","DC","ICOSLG","T","CD28",NA,NA,NA,NA
"20486","DC:IFITM1_T:CD81","DC","IFITM1","T","CD81",NA,NA,NA,NA
"20487","DC:IL16_T:CD4","DC","IL16","T","CD4",NA,NA,NA,NA
"20488","DC:MS4A1_T:CD53","DC","MS4A1","T","CD53",NA,NA,NA,NA
"20489","DC:NAALADL1_T:CD96","DC","NAALADL1","T","CD96",NA,NA,NA,NA
"20490","DC:THBS3_T:CD47","DC","THBS3","T","CD47",NA,NA,NA,NA
"20491","DC:THBS3_T:ITGB1","DC","THBS3","T","ITGB1",NA,NA,NA,NA
"20492","HSPC:HLA-DMA_T:CD4","HSPC","HLA-DMA","T","CD4",NA,NA,NA,NA
"20493","HSPC:HLA-DQB1_T:CD4","HSPC","HLA-DQB1","T","CD4",NA,NA,NA,NA
"20494","HSPC:HLA-DRA_T:CD4","HSPC","HLA-DRA","T","CD4",NA,NA,NA,NA
"20495","B:HLA-DMA_T:CD4","B","HLA-DMA","T","CD4",NA,NA,NA,NA
"20496","B:HLA-DMB_T:CD4","B","HLA-DMB","T","CD4",NA,NA,NA,NA
"20497","B:HLA-DQA1_T:CD4","B","HLA-DQA1","T","CD4",NA,NA,NA,NA
"20498","B:HLA-DQB1_T:CD4","B","HLA-DQB1","T","CD4",NA,NA,NA,NA
"20499","B:HLA-DRA_T:CD4","B","HLA-DRA","T","CD4",NA,NA,NA,NA
"20500","Ery:HLA-DQB1_T:CD4","Ery","HLA-DQB1","T","CD4",NA,NA,NA,NA
"20501","Ery:HLA-DRA_T:CD4","Ery","HLA-DRA","T","CD4",NA,NA,NA,NA
"20502","Gran:HLA-DMA_T:CD4","Gran","HLA-DMA","T","CD4",1.79905114303341e-51,NA,-0.301066199206883,NA
"20503","Gran:HLA-DMB_T:CD4","Gran","HLA-DMB","T","CD4",NA,NA,NA,NA
"20504","Gran:HLA-DQA1_T:CD4","Gran","HLA-DQA1","T","CD4",NA,NA,NA,NA
"20505","Gran:HLA-DQB1_T:CD4","Gran","HLA-DQB1","T","CD4",1.78192492914929e-62,NA,-0.347816722143458,NA
"20506","Gran:HLA-DRA_T:CD4","Gran","HLA-DRA","T","CD4",4.55369147793726e-82,NA,-0.447825012493197,NA
"20507","Mono:C3_NK:CD46","Mono","C3","NK","CD46",NA,NA,NA,NA
"20508","Mono:C3_NK:CD81","Mono","C3","NK","CD81",NA,NA,NA,NA
"20509","Mono:C3_NK:IFITM1","Mono","C3","NK","IFITM1",NA,NA,NA,NA
"20510","Mono:C3_NK:ITGAM","Mono","C3","NK","ITGAM",NA,NA,NA,NA
"20511","Mono:C3_NK:ITGAX","Mono","C3","NK","ITGAX",NA,NA,NA,NA
"20512","Mono:C3_NK:ITGB2","Mono","C3","NK","ITGB2",NA,1.82603228085644e-30,NA,0.276819920038847
"20513","Mono:CD69_NK:KLRB1","Mono","CD69","NK","KLRB1",NA,NA,NA,NA
"20514","Mono:NID1_NK:ITGB1","Mono","NID1","NK","ITGB1",NA,NA,NA,NA
"20515","NK:VCAN_NK:SELL","NK","VCAN","NK","SELL",NA,NA,NA,NA
"20516","T:CD4_NK:CXCR4","T","CD4","NK","CXCR4",NA,2.59210809391002e-128,NA,0.477840038972092
"20517","DC:AGRN_NK:ITGB1","DC","AGRN","NK","ITGB1",NA,NA,NA,NA
"20518","DC:ANGPT1_NK:ITGB1","DC","ANGPT1","NK","ITGB1",NA,NA,NA,NA
"20519","DC:BTLA_NK:TNFRSF14","DC","BTLA","NK","TNFRSF14",NA,NA,NA,NA
"20520","DC:CD69_NK:KLRB1","DC","CD69","NK","KLRB1",NA,NA,NA,NA
"20521","DC:DAG1_NK:SARAF","DC","DAG1","NK","SARAF",NA,2.27464572269469e-26,NA,0.264909359096848
"20522","DC:IFITM1_NK:CD81","DC","IFITM1","NK","CD81",NA,NA,NA,NA
"20523","DC:MS4A1_NK:CD53","DC","MS4A1","NK","CD53",NA,NA,NA,NA
"20524","DC:NAALADL1_NK:CD96","DC","NAALADL1","NK","CD96",NA,NA,NA,NA
"20525","DC:THBS3_NK:CD47","DC","THBS3","NK","CD47",NA,NA,NA,NA
"20526","DC:THBS3_NK:ITGB1","DC","THBS3","NK","ITGB1",NA,NA,NA,NA
"20527","HSPC:COL4A5_NK:CD47","HSPC","COL4A5","NK","CD47",NA,NA,NA,NA
"20528","HSPC:TGFBR1_NK:TGFBR2","HSPC","TGFBR1","NK","TGFBR2",NA,NA,NA,NA
"20529","Ery:ITGA2B_NK:F2R","Ery","ITGA2B","NK","F2R",NA,NA,NA,NA
"20530","Mono:C3_B:CD46","Mono","C3","B","CD46",NA,NA,NA,NA
"20531","Mono:C3_B:CD81","Mono","C3","B","CD81",NA,2.95484326986049e-56,NA,-0.274832051031821
"20532","Mono:GNAI2_B:S1PR1","Mono","GNAI2","B","S1PR1",NA,NA,NA,NA
"20533","NK:GNAI2_B:S1PR1","NK","GNAI2","B","S1PR1",NA,NA,NA,NA
"20534","T:CD4_B:CXCR4","T","CD4","B","CXCR4",NA,NA,NA,NA
"20535","T:GNAI2_B:S1PR1","T","GNAI2","B","S1PR1",NA,NA,NA,NA
"20536","DC:BTLA_B:TNFRSF14","DC","BTLA","B","TNFRSF14",NA,NA,NA,NA
"20537","DC:DAG1_B:SARAF","DC","DAG1","B","SARAF",NA,NA,NA,NA
"20538","DC:GNAI2_B:S1PR1","DC","GNAI2","B","S1PR1",NA,NA,NA,NA
"20539","DC:IFITM1_B:CD81","DC","IFITM1","B","CD81",NA,2.95484326986049e-56,NA,-0.274832051031821
"20540","DC:MS4A1_B:CD53","DC","MS4A1","B","CD53",NA,2.15900310282872e-49,NA,-0.262254322349261
"20541","DC:NT5E_B:FCRL1","DC","NT5E","B","FCRL1",NA,NA,NA,NA
"20542","DC:THBS3_B:CD47","DC","THBS3","B","CD47",NA,NA,NA,NA
"20543","HSPC:GNAI2_B:S1PR1","HSPC","GNAI2","B","S1PR1",NA,NA,NA,NA
"20544","B:GNAI2_B:S1PR1","B","GNAI2","B","S1PR1",NA,NA,NA,NA
"20545","Ery:GNAI2_B:S1PR1","Ery","GNAI2","B","S1PR1",NA,NA,NA,NA
"20546","Ery:LMAN1_B:MCFD2","Ery","LMAN1","B","MCFD2",NA,NA,NA,NA
"20547","Gran:GNAI2_B:S1PR1","Gran","GNAI2","B","S1PR1",NA,NA,NA,NA
"20548","Mono:C3_HSPC:CD46","Mono","C3","HSPC","CD46",NA,NA,NA,NA
"20549","Mono:C3_HSPC:CD81","Mono","C3","HSPC","CD81",NA,NA,NA,NA
"20550","Mono:C3_HSPC:ITGB2","Mono","C3","HSPC","ITGB2",NA,NA,NA,NA
"20551","Mono:CD46_HSPC:JAG1","Mono","CD46","HSPC","JAG1",NA,NA,NA,NA
"20552","Mono:FN1_HSPC:ITGA6","Mono","FN1","HSPC","ITGA6",NA,NA,NA,NA
"20553","Mono:NID1_HSPC:ITGB1","Mono","NID1","HSPC","ITGB1",NA,NA,NA,NA
"20554","NK:CD46_HSPC:JAG1","NK","CD46","HSPC","JAG1",NA,NA,NA,NA
"20555","NK:NCOR1_HSPC:DLK1","NK","NCOR1","HSPC","DLK1",NA,NA,NA,NA
"20556","T:CD4_HSPC:CXCR4","T","CD4","HSPC","CXCR4",NA,NA,NA,NA
"20557","T:CD46_HSPC:JAG1","T","CD46","HSPC","JAG1",NA,NA,NA,NA
"20558","DC:AGRN_HSPC:ITGB1","DC","AGRN","HSPC","ITGB1",NA,NA,NA,NA
"20559","DC:ANGPT1_HSPC:ITGA5","DC","ANGPT1","HSPC","ITGA5",NA,NA,NA,NA
"20560","DC:ANGPT1_HSPC:ITGB1","DC","ANGPT1","HSPC","ITGB1",NA,NA,NA,NA
"20561","DC:BTLA_HSPC:TNFRSF14","DC","BTLA","HSPC","TNFRSF14",NA,NA,NA,NA
"20562","DC:CAMP_HSPC:IGF1R","DC","CAMP","HSPC","IGF1R",NA,NA,NA,NA
"20563","DC:CD46_HSPC:JAG1","DC","CD46","HSPC","JAG1",NA,NA,NA,NA
"20564","DC:CD59_HSPC:STAB1","DC","CD59","HSPC","STAB1",NA,NA,NA,NA
"20565","DC:CD96_HSPC:NECTIN1","DC","CD96","HSPC","NECTIN1",NA,NA,NA,NA
"20566","DC:DAG1_HSPC:SARAF","DC","DAG1","HSPC","SARAF",NA,NA,NA,NA
"20567","DC:DLK1_HSPC:NOTCH2","DC","DLK1","HSPC","NOTCH2",NA,NA,NA,NA
"20568","DC:HRAS_HSPC:TLR2","DC","HRAS","HSPC","TLR2",NA,NA,NA,NA
"20569","DC:IFITM1_HSPC:CD81","DC","IFITM1","HSPC","CD81",NA,NA,NA,NA
"20570","DC:ITGA6_HSPC:CD151","DC","ITGA6","HSPC","CD151",NA,NA,NA,NA
"20571","DC:MS4A1_HSPC:CD53","DC","MS4A1","HSPC","CD53",NA,NA,NA,NA
"20572","DC:MS4A1_HSPC:CD82","DC","MS4A1","HSPC","CD82",NA,NA,NA,NA
"20573","DC:NAALADL1_HSPC:CD96","DC","NAALADL1","HSPC","CD96",NA,NA,NA,NA
"20574","DC:RPS27A_HSPC:TGFBR1","DC","RPS27A","HSPC","TGFBR1",NA,NA,NA,NA
"20575","DC:TGFB1_HSPC:TGFBR1","DC","TGFB1","HSPC","TGFBR1",NA,NA,NA,NA
"20576","DC:THBS1_HSPC:ITGA6","DC","THBS1","HSPC","ITGA6",NA,NA,NA,NA
"20577","DC:THBS3_HSPC:CD47","DC","THBS3","HSPC","CD47",NA,NA,NA,NA
"20578","DC:THBS3_HSPC:ITGB1","DC","THBS3","HSPC","ITGB1",NA,NA,NA,NA
"20579","DC:UBA52_HSPC:TGFBR1","DC","UBA52","HSPC","TGFBR1",NA,NA,NA,NA
"20580","DC:UBB_HSPC:TGFBR1","DC","UBB","HSPC","TGFBR1",NA,NA,NA,NA
"20581","DC:UBC_HSPC:TGFBR1","DC","UBC","HSPC","TGFBR1",NA,NA,NA,NA
"20582","HSPC:CD46_HSPC:JAG1","HSPC","CD46","HSPC","JAG1",NA,NA,NA,NA
"20583","HSPC:CD59_HSPC:STAB1","HSPC","CD59","HSPC","STAB1",NA,NA,NA,NA
"20584","HSPC:CD96_HSPC:NECTIN1","HSPC","CD96","HSPC","NECTIN1",NA,NA,NA,NA
"20585","HSPC:IL1B_HSPC:IL1RAP","HSPC","IL1B","HSPC","IL1RAP",NA,NA,NA,NA
"20586","HSPC:JAG1_HSPC:NOTCH2","HSPC","JAG1","HSPC","NOTCH2",NA,NA,NA,NA
"20587","HSPC:NAALADL1_HSPC:CD96","HSPC","NAALADL1","HSPC","CD96",NA,NA,NA,NA
"20588","B:CD46_HSPC:JAG1","B","CD46","HSPC","JAG1",NA,NA,NA,NA
"20589","Ery:APOE_HSPC:SCARB1","Ery","APOE","HSPC","SCARB1",NA,NA,NA,NA
"20590","Ery:CD46_HSPC:JAG1","Ery","CD46","HSPC","JAG1",NA,NA,NA,NA
"20591","Ery:CD59_HSPC:STAB1","Ery","CD59","HSPC","STAB1",NA,NA,NA,NA
"20592","Ery:LGALS3BP_HSPC:CD33","Ery","LGALS3BP","HSPC","CD33",NA,NA,NA,NA
"20593","Ery:MDK_HSPC:ITGA6","Ery","MDK","HSPC","ITGA6",NA,NA,NA,NA
"20594","Ery:PTDSS1_HSPC:SCARB1","Ery","PTDSS1","HSPC","SCARB1",NA,NA,NA,NA
"20595","Mono:C3_Ery:CD46","Mono","C3","Ery","CD46",NA,NA,NA,NA
"20596","Mono:C3_Ery:CD81","Mono","C3","Ery","CD81",NA,NA,NA,NA
"20597","Mono:C3_Ery:CR1","Mono","C3","Ery","CR1",NA,NA,NA,NA
"20598","Mono:C3_Ery:CR1L","Mono","C3","Ery","CR1L",NA,NA,NA,NA
"20599","Mono:C3_Ery:LRP1","Mono","C3","Ery","LRP1",NA,NA,NA,NA
"20600","Mono:FCAR_Ery:TNFRSF14","Mono","FCAR","Ery","TNFRSF14",NA,NA,NA,NA
"20601","Mono:FN1_Ery:ENG","Mono","FN1","Ery","ENG",NA,NA,NA,NA
"20602","Mono:FN1_Ery:ITGA2B","Mono","FN1","Ery","ITGA2B",NA,NA,NA,NA
"20603","Mono:HLA-E_Ery:SLC16A4","Mono","HLA-E","Ery","SLC16A4",NA,NA,NA,NA
"20604","Mono:ICAM1_Ery:IL2RG","Mono","ICAM1","Ery","IL2RG",NA,NA,NA,NA
"20605","Mono:MIF_Ery:TNFRSF14","Mono","MIF","Ery","TNFRSF14",NA,NA,NA,NA
"20606","Mono:NID1_Ery:ITGB1","Mono","NID1","Ery","ITGB1",NA,NA,NA,NA
"20607","Mono:TNFSF13_Ery:TNFRSF14","Mono","TNFSF13","Ery","TNFRSF14",NA,NA,NA,NA
"20608","NK:CD160_Ery:TNFRSF14","NK","CD160","Ery","TNFRSF14",NA,NA,NA,NA
"20609","NK:HLA-E_Ery:SLC16A4","NK","HLA-E","Ery","SLC16A4",NA,NA,NA,NA
"20610","NK:LGALS3_Ery:ENG","NK","LGALS3","Ery","ENG",NA,NA,NA,NA
"20611","NK:MIF_Ery:TNFRSF14","NK","MIF","Ery","TNFRSF14",NA,NA,NA,NA
"20612","T:HLA-E_Ery:SLC16A4","T","HLA-E","Ery","SLC16A4",NA,NA,NA,NA
"20613","T:MIF_Ery:TNFRSF14","T","MIF","Ery","TNFRSF14",NA,NA,NA,NA
"20614","DC:AGRN_Ery:ITGB1","DC","AGRN","Ery","ITGB1",NA,NA,NA,NA
"20615","DC:AGRN_Ery:LRP1","DC","AGRN","Ery","LRP1",NA,NA,NA,NA
"20616","DC:ANGPT1_Ery:ITGB1","DC","ANGPT1","Ery","ITGB1",NA,NA,NA,NA
"20617","DC:BTLA_Ery:TNFRSF14","DC","BTLA","Ery","TNFRSF14",NA,NA,NA,NA
"20618","DC:CAMP_Ery:IGF1R","DC","CAMP","Ery","IGF1R",NA,NA,NA,NA
"20619","DC:CD96_Ery:NECTIN1","DC","CD96","Ery","NECTIN1",NA,NA,NA,NA
"20620","DC:DAG1_Ery:SARAF","DC","DAG1","Ery","SARAF",NA,NA,NA,NA
"20621","DC:HLA-E_Ery:SLC16A4","DC","HLA-E","Ery","SLC16A4",NA,NA,NA,NA
"20622","DC:IFITM1_Ery:CD81","DC","IFITM1","Ery","CD81",NA,NA,NA,NA
"20623","DC:MIF_Ery:TNFRSF14","DC","MIF","Ery","TNFRSF14",NA,NA,NA,NA
"20624","DC:MS4A1_Ery:CD82","DC","MS4A1","Ery","CD82",NA,1.92871032516903e-41,NA,-0.265601021427961
"20625","DC:MTMR4_Ery:SMAD3","DC","MTMR4","Ery","SMAD3",NA,NA,NA,NA
"20626","DC:NRXN2_Ery:FGFRL1","DC","NRXN2","Ery","FGFRL1",NA,NA,NA,NA
"20627","DC:SOCS2_Ery:EPOR","DC","SOCS2","Ery","EPOR",NA,NA,NA,NA
"20628","DC:TBC1D24_Ery:NEO1","DC","TBC1D24","Ery","NEO1",NA,NA,NA,NA
"20629","DC:THBS1_Ery:GP1BB","DC","THBS1","Ery","GP1BB",NA,NA,NA,NA
"20630","DC:THBS1_Ery:ITGA2B","DC","THBS1","Ery","ITGA2B",NA,NA,NA,NA
"20631","DC:THBS3_Ery:CD36","DC","THBS3","Ery","CD36",NA,NA,NA,NA
"20632","DC:THBS3_Ery:CD47","DC","THBS3","Ery","CD47",NA,NA,NA,NA
"20633","DC:THBS3_Ery:ITGB1","DC","THBS3","Ery","ITGB1",NA,NA,NA,NA
"20634","DC:TNFSF13_Ery:TNFRSF14","DC","TNFSF13","Ery","TNFRSF14",NA,NA,NA,NA
"20635","HSPC:HLA-E_Ery:SLC16A4","HSPC","HLA-E","Ery","SLC16A4",NA,NA,NA,NA
"20636","HSPC:LGALS3_Ery:ENG","HSPC","LGALS3","Ery","ENG",NA,NA,NA,NA
"20637","HSPC:MIF_Ery:TNFRSF14","HSPC","MIF","Ery","TNFRSF14",NA,NA,NA,NA
"20638","HSPC:S100A8_Ery:CD69","HSPC","S100A8","Ery","CD69",NA,NA,NA,NA
"20639","HSPC:TBC1D24_Ery:NEO1","HSPC","TBC1D24","Ery","NEO1",NA,NA,NA,NA
"20640","HSPC:TGFBR1_Ery:TGFBR2","HSPC","TGFBR1","Ery","TGFBR2",NA,NA,NA,NA
"20641","HSPC:TNFSF13_Ery:TNFRSF14","HSPC","TNFSF13","Ery","TNFRSF14",NA,NA,NA,NA
"20642","B:CCL2_Ery:ACKR1","B","CCL2","Ery","ACKR1",NA,NA,NA,NA
"20643","B:CCL7_Ery:ACKR1","B","CCL7","Ery","ACKR1",NA,NA,NA,NA
"20644","B:HLA-E_Ery:SLC16A4","B","HLA-E","Ery","SLC16A4",NA,NA,NA,NA
