"","interaction_id","sender_cell_type","sender_gene","receiver_cell_type","receiver_gene","sender_pval","receiver_pval","sender_logfc","receiver_logfc"
"10897","Gran:ARTN_DC:NCAM1","Gran","ARTN","DC","NCAM1",NA,NA,NA,NA
"10898","Gran:B2M_DC:CD1C","Gran","B2M","DC","CD1C",NA,NA,NA,NA
"10899","Gran:B2M_DC:HLA-F","Gran","B2M","DC","HLA-F",NA,NA,NA,NA
"10900","Gran:B2M_DC:LILRB1","Gran","B2M","DC","LILRB1",NA,NA,NA,NA
"10901","Gran:B2M_DC:LILRB2","Gran","B2M","DC","LILRB2",NA,NA,NA,NA
"10902","Gran:BMP8B_DC:PLAUR","Gran","BMP8B","DC","PLAUR",NA,NA,NA,NA
"10903","Gran:C1QA_DC:CD33","Gran","C1QA","DC","CD33",NA,NA,NA,NA
"10904","Gran:C1QA_DC:CR1L","Gran","C1QA","DC","CR1L",NA,NA,NA,NA
"10905","Gran:CALM1_DC:KCNQ1","Gran","CALM1","DC","KCNQ1",NA,NA,NA,NA
"10906","Gran:CALM1_DC:PTPRA","Gran","CALM1","DC","PTPRA",NA,NA,NA,NA
"10907","Gran:CALM1_DC:SELL","Gran","CALM1","DC","SELL",NA,NA,NA,NA
"10908","Gran:CALM2_DC:KCNQ1","Gran","CALM2","DC","KCNQ1",NA,NA,NA,NA
"10909","Gran:CALM2_DC:SELL","Gran","CALM2","DC","SELL",NA,NA,NA,NA
"10910","Gran:CALM3_DC:KCNQ1","Gran","CALM3","DC","KCNQ1",NA,NA,NA,NA
"10911","Gran:CALM3_DC:SELL","Gran","CALM3","DC","SELL",NA,NA,NA,NA
"10912","Gran:CALR_DC:HLA-F","Gran","CALR","DC","HLA-F",NA,NA,NA,NA
"10913","Gran:CASP8_DC:FADD","Gran","CASP8","DC","FADD",NA,NA,NA,NA
"10914","Gran:CD14_DC:ITGA4","Gran","CD14","DC","ITGA4",NA,NA,NA,NA
"10915","Gran:CD14_DC:PLXND1","Gran","CD14","DC","PLXND1",NA,NA,NA,NA
"10916","Gran:CD1D_DC:LILRB2","Gran","CD1D","DC","LILRB2",NA,NA,NA,NA
"10917","Gran:CD33_DC:SIGLEC1","Gran","CD33","DC","SIGLEC1",NA,NA,NA,NA
"10918","Gran:CD4_DC:CXCR4","Gran","CD4","DC","CXCR4",NA,NA,NA,NA
"10919","Gran:CD47_DC:SIGLEC1","Gran","CD47","DC","SIGLEC1",NA,NA,NA,NA
"10920","Gran:CD55_DC:ADGRE2","Gran","CD55","DC","ADGRE2",NA,NA,NA,NA
"10921","Gran:CD55_DC:ADGRE5","Gran","CD55","DC","ADGRE5",NA,5.16971138787732e-39,NA,0.358641666679121
"10922","Gran:CD59_DC:SIGLEC1","Gran","CD59","DC","SIGLEC1",NA,NA,NA,NA
"10923","Gran:CD74_DC:CXCR4","Gran","CD74","DC","CXCR4",NA,NA,NA,NA
"10924","Gran:CD99_DC:CD81","Gran","CD99","DC","CD81",NA,NA,NA,NA
"10925","Gran:CD99_DC:PILRA","Gran","CD99","DC","PILRA",NA,NA,NA,NA
"10926","Gran:CIRBP_DC:TREM1","Gran","CIRBP","DC","TREM1",NA,NA,NA,NA
"10927","Gran:COL9A2_DC:CD44","Gran","COL9A2","DC","CD44",NA,NA,NA,NA
"10928","Gran:COPA_DC:CD74","Gran","COPA","DC","CD74",NA,NA,NA,NA
"10929","Gran:CSF2RB_DC:ILDR2","Gran","CSF2RB","DC","ILDR2",NA,NA,NA,NA
"10930","Gran:CXCL8_DC:SDC2","Gran","CXCL8","DC","SDC2",NA,NA,NA,NA
"10931","Gran:DEFB1_DC:CCR6","Gran","DEFB1","DC","CCR6",NA,NA,NA,NA
"10932","Gran:F13A1_DC:ITGA4","Gran","F13A1","DC","ITGA4",NA,NA,NA,NA
"10933","Gran:FABP5_DC:RXRA","Gran","FABP5","DC","RXRA",NA,NA,NA,NA
"10934","Gran:FAM3C_DC:FFAR2","Gran","FAM3C","DC","FFAR2",NA,NA,NA,NA
"10935","Gran:FAM3C_DC:HLA-C","Gran","FAM3C","DC","HLA-C",NA,NA,NA,NA
"10936","Gran:FCGR1A_DC:CD72","Gran","FCGR1A","DC","CD72",NA,NA,NA,NA
"10937","Gran:FCGR1A_DC:PILRA","Gran","FCGR1A","DC","PILRA",NA,NA,NA,NA
"10938","Gran:FCGR2A_DC:CD72","Gran","FCGR2A","DC","CD72",NA,NA,NA,NA
"10939","Gran:FCGRT_DC:IGFLR1","Gran","FCGRT","DC","IGFLR1",NA,NA,NA,NA
"10940","Gran:FCGRT_DC:LILRA2","Gran","FCGRT","DC","LILRA2",NA,NA,NA,NA
"10941","Gran:FCGRT_DC:LILRB2","Gran","FCGRT","DC","LILRB2",NA,NA,NA,NA
"10942","Gran:GAL_DC:HLA-DPA1","Gran","GAL","DC","HLA-DPA1",NA,NA,NA,NA
"10943","Gran:GAS6_DC:AXL","Gran","GAS6","DC","AXL",NA,NA,NA,NA
"10944","Gran:GDF11_DC:ACTR2","Gran","GDF11","DC","ACTR2",NA,NA,NA,NA
"10945","Gran:GNAI2_DC:S1PR1","Gran","GNAI2","DC","S1PR1",NA,NA,NA,NA
"10946","Gran:GPI_DC:AMFR","Gran","GPI","DC","AMFR",NA,NA,NA,NA
"10947","Gran:GRN_DC:TNFRSF1A","Gran","GRN","DC","TNFRSF1A",NA,NA,NA,NA
"10948","Gran:GRN_DC:TNFRSF1B","Gran","GRN","DC","TNFRSF1B",NA,NA,NA,NA
"10949","Gran:HGF_DC:CD44","Gran","HGF","DC","CD44",NA,NA,NA,NA
"10950","Gran:HGF_DC:SDC2","Gran","HGF","DC","SDC2",NA,NA,NA,NA
"10951","Gran:HLA-A_DC:APLP2","Gran","HLA-A","DC","APLP2",NA,NA,NA,NA
"10952","Gran:HLA-A_DC:LILRB1","Gran","HLA-A","DC","LILRB1",NA,NA,NA,NA
"10953","Gran:HLA-A_DC:LILRB2","Gran","HLA-A","DC","LILRB2",NA,NA,NA,NA
"10954","Gran:HLA-B_DC:CANX","Gran","HLA-B","DC","CANX",NA,NA,NA,NA
"10955","Gran:HLA-B_DC:LILRB1","Gran","HLA-B","DC","LILRB1",NA,NA,NA,NA
"10956","Gran:HLA-B_DC:LILRB2","Gran","HLA-B","DC","LILRB2",NA,NA,NA,NA
"10957","Gran:HLA-C_DC:CD53","Gran","HLA-C","DC","CD53",NA,NA,NA,NA
"10958","Gran:HLA-C_DC:CD81","Gran","HLA-C","DC","CD81",NA,NA,NA,NA
"10959","Gran:HLA-C_DC:LILRB1","Gran","HLA-C","DC","LILRB1",NA,NA,NA,NA
"10960","Gran:HLA-C_DC:LILRB2","Gran","HLA-C","DC","LILRB2",NA,NA,NA,NA
"10961","Gran:HLA-DRA_DC:CD37","Gran","HLA-DRA","DC","CD37",4.55369147793726e-82,NA,-0.447825012493197,NA
"10962","Gran:HLA-DRA_DC:CD53","Gran","HLA-DRA","DC","CD53",4.55369147793726e-82,NA,-0.447825012493197,NA
"10963","Gran:HLA-DRA_DC:CD63","Gran","HLA-DRA","DC","CD63",4.55369147793726e-82,NA,-0.447825012493197,NA
"10964","Gran:HLA-DRA_DC:CD81","Gran","HLA-DRA","DC","CD81",4.55369147793726e-82,NA,-0.447825012493197,NA
"10965","Gran:HLA-DRA_DC:CD82","Gran","HLA-DRA","DC","CD82",4.55369147793726e-82,NA,-0.447825012493197,NA
"10966","Gran:HLA-DRB1_DC:CD37","Gran","HLA-DRB1","DC","CD37",1.21576656649759e-138,NA,-0.478194771066587,NA
"10967","Gran:HLA-DRB1_DC:CD53","Gran","HLA-DRB1","DC","CD53",1.21576656649759e-138,NA,-0.478194771066587,NA
"10968","Gran:HLA-DRB1_DC:CD81","Gran","HLA-DRB1","DC","CD81",1.21576656649759e-138,NA,-0.478194771066587,NA
"10969","Gran:HLA-DRB1_DC:CD82","Gran","HLA-DRB1","DC","CD82",1.21576656649759e-138,NA,-0.478194771066587,NA
"10970","Gran:HLA-F_DC:LILRB1","Gran","HLA-F","DC","LILRB1",NA,NA,NA,NA
"10971","Gran:HLA-F_DC:LILRB2","Gran","HLA-F","DC","LILRB2",NA,NA,NA,NA
"10972","Gran:HMGB1_DC:CXCR4","Gran","HMGB1","DC","CXCR4",NA,NA,NA,NA
"10973","Gran:HMGB1_DC:HAVCR2","Gran","HMGB1","DC","HAVCR2",NA,NA,NA,NA
"10974","Gran:HMGB1_DC:TLR4","Gran","HMGB1","DC","TLR4",NA,NA,NA,NA
"10975","Gran:HRAS_DC:INSR","Gran","HRAS","DC","INSR",NA,NA,NA,NA
"10976","Gran:HRAS_DC:SDC2","Gran","HRAS","DC","SDC2",NA,NA,NA,NA
"10977","Gran:HSP90B1_DC:TLR4","Gran","HSP90B1","DC","TLR4",NA,NA,NA,NA
"10978","Gran:HSPA1A_DC:TLR4","Gran","HSPA1A","DC","TLR4",NA,NA,NA,NA
"10979","Gran:HSPA4_DC:TLR4","Gran","HSPA4","DC","TLR4",NA,NA,NA,NA
"10980","Gran:HSPA8_DC:LDLR","Gran","HSPA8","DC","LDLR",NA,NA,NA,NA
"10981","Gran:ICAM1_DC:EZR","Gran","ICAM1","DC","EZR",NA,NA,NA,NA
"10982","Gran:ICAM1_DC:IL2RG","Gran","ICAM1","DC","IL2RG",NA,NA,NA,NA
"10983","Gran:ICAM1_DC:ITGAL","Gran","ICAM1","DC","ITGAL",NA,NA,NA,NA
"10984","Gran:ICAM1_DC:ITGAX","Gran","ICAM1","DC","ITGAX",NA,2.07639311792911e-21,NA,0.263787984884775
"10985","Gran:ICAM1_DC:MSN","Gran","ICAM1","DC","MSN",NA,NA,NA,NA
"10986","Gran:ICAM2_DC:ITGAL","Gran","ICAM2","DC","ITGAL",NA,NA,NA,NA
"10987","Gran:ICAM2_DC:ITGB2","Gran","ICAM2","DC","ITGB2",NA,NA,NA,NA
"10988","Gran:IL10RB_DC:IL10RA","Gran","IL10RB","DC","IL10RA",NA,NA,NA,NA
"10989","Gran:IL16_DC:KCND1","Gran","IL16","DC","KCND1",NA,NA,NA,NA
"10990","Gran:IL18_DC:CD48","Gran","IL18","DC","CD48",NA,NA,NA,NA
"10991","Gran:IL18_DC:IL18BP","Gran","IL18","DC","IL18BP",NA,NA,NA,NA
"10992","Gran:IL18_DC:IL18R1","Gran","IL18","DC","IL18R1",NA,NA,NA,NA
"10993","Gran:IL1B_DC:SIGIRR","Gran","IL1B","DC","SIGIRR",NA,NA,NA,NA
"10994","Gran:IL1R2_DC:TNFSF13B","Gran","IL1R2","DC","TNFSF13B",NA,NA,NA,NA
"10995","Gran:IL1RN_DC:IL1B","Gran","IL1RN","DC","IL1B",NA,NA,NA,NA
"10996","Gran:IL1RN_DC:IL2RG","Gran","IL1RN","DC","IL2RG",NA,NA,NA,NA
"10997","Gran:IRAK4_DC:TLR4","Gran","IRAK4","DC","TLR4",NA,NA,NA,NA
"10998","Gran:ITGA4_DC:CD81","Gran","ITGA4","DC","CD81",9.54823233491811e-49,NA,0.26934471267845,NA
"10999","Gran:ITGA4_DC:CD82","Gran","ITGA4","DC","CD82",9.54823233491811e-49,NA,0.26934471267845,NA
"11000","Gran:ITGB1_DC:CD81","Gran","ITGB1","DC","CD81",NA,NA,NA,NA
"11001","Gran:JAK1_DC:IFNAR2","Gran","JAK1","DC","IFNAR2",NA,NA,NA,NA
"11002","Gran:LAMC1_DC:CD44","Gran","LAMC1","DC","CD44",NA,NA,NA,NA
"11003","Gran:LAMC1_DC:ITGB8","Gran","LAMC1","DC","ITGB8",NA,NA,NA,NA
"11004","Gran:LAMC1_DC:SV2A","Gran","LAMC1","DC","SV2A",NA,NA,NA,NA
"11005","Gran:LGALS1_DC:PTPRC","Gran","LGALS1","DC","PTPRC",NA,NA,NA,NA
"11006","Gran:LGALS3_DC:ANXA2","Gran","LGALS3","DC","ANXA2",NA,NA,NA,NA
"11007","Gran:LGALS3BP_DC:CD33","Gran","LGALS3BP","DC","CD33",NA,NA,NA,NA
"11008","Gran:LGALS9_DC:CD44","Gran","LGALS9","DC","CD44",NA,NA,NA,NA
"11009","Gran:LGALS9_DC:CD47","Gran","LGALS9","DC","CD47",NA,NA,NA,NA
"11010","Gran:LGALS9_DC:HAVCR2","Gran","LGALS9","DC","HAVCR2",NA,NA,NA,NA
"11011","Gran:LGALS9_DC:PTPRC","Gran","LGALS9","DC","PTPRC",NA,NA,NA,NA
"11012","Gran:LILRA1_DC:IFNGR1","Gran","LILRA1","DC","IFNGR1",NA,NA,NA,NA
"11013","Gran:LMAN1_DC:MCFD2","Gran","LMAN1","DC","MCFD2",NA,NA,NA,NA
"11014","Gran:LPL_DC:CD44","Gran","LPL","DC","CD44",NA,NA,NA,NA
"11015","Gran:LPL_DC:VCAN","Gran","LPL","DC","VCAN",NA,NA,NA,NA
"11016","Gran:LRPAP1_DC:LDLR","Gran","LRPAP1","DC","LDLR",NA,NA,NA,NA
"11017","Gran:LYZ_DC:ITGAL","Gran","LYZ","DC","ITGAL",NA,NA,NA,NA
"11018","Gran:MIF_DC:CD44","Gran","MIF","DC","CD44",NA,NA,NA,NA
"11019","Gran:MIF_DC:CD74","Gran","MIF","DC","CD74",NA,NA,NA,NA
"11020","Gran:MIF_DC:CXCR4","Gran","MIF","DC","CXCR4",NA,NA,NA,NA
"11021","Gran:MIF_DC:TNFRSF10D","Gran","MIF","DC","TNFRSF10D",NA,NA,NA,NA
"11022","Gran:MIF_DC:TNFRSF14","Gran","MIF","DC","TNFRSF14",NA,NA,NA,NA
"11023","Gran:NAMPT_DC:ADORA2A","Gran","NAMPT","DC","ADORA2A",NA,NA,NA,NA
"11024","Gran:NAMPT_DC:INSR","Gran","NAMPT","DC","INSR",NA,NA,NA,NA
"11025","Gran:NCAM1_DC:PTPRA","Gran","NCAM1","DC","PTPRA",NA,NA,NA,NA
"11026","Gran:NCAM1_DC:ROBO3","Gran","NCAM1","DC","ROBO3",NA,NA,NA,NA
"11027","Gran:PECAM1_DC:CD38","Gran","PECAM1","DC","CD38",NA,NA,NA,NA
"11028","Gran:PIK3CA_DC:IFNAR2","Gran","PIK3CA","DC","IFNAR2",NA,NA,NA,NA
"11029","Gran:PIK3R1_DC:CBL","Gran","PIK3R1","DC","CBL",NA,NA,NA,NA
"11030","Gran:PIK3R1_DC:EPN1","Gran","PIK3R1","DC","EPN1",NA,NA,NA,NA
"11031","Gran:PKM_DC:CD44","Gran","PKM","DC","CD44",NA,NA,NA,NA
"11032","Gran:PODXL2_DC:SELL","Gran","PODXL2","DC","SELL",NA,NA,NA,NA
"11033","Gran:PSEN1_DC:CD44","Gran","PSEN1","DC","CD44",NA,NA,NA,NA
"11034","Gran:PTDSS1_DC:JMJD6","Gran","PTDSS1","DC","JMJD6",NA,NA,NA,NA
"11035","Gran:PTGS2_DC:ALOX5","Gran","PTGS2","DC","ALOX5",NA,NA,NA,NA
"11036","Gran:RETN_DC:CAP1","Gran","RETN","DC","CAP1",1.55825169529439e-97,NA,-0.464604501694654,NA
"11037","Gran:RETN_DC:TLR4","Gran","RETN","DC","TLR4",1.55825169529439e-97,NA,-0.464604501694654,NA
"11038","Gran:RPS27A_DC:LDLR","Gran","RPS27A","DC","LDLR",NA,NA,NA,NA
"11039","Gran:RPS27A_DC:SMAD3","Gran","RPS27A","DC","SMAD3",NA,NA,NA,NA
"11040","Gran:RPS27A_DC:TGFBR1","Gran","RPS27A","DC","TGFBR1",NA,NA,NA,NA
"11041","Gran:RPS27A_DC:TGFBR2","Gran","RPS27A","DC","TGFBR2",NA,NA,NA,NA
"11042","Gran:RPS27A_DC:TLR4","Gran","RPS27A","DC","TLR4",NA,NA,NA,NA
"11043","Gran:RYK_DC:FZD1","Gran","RYK","DC","FZD1",NA,NA,NA,NA
"11044","Gran:RYK_DC:FZD2","Gran","RYK","DC","FZD2",NA,NA,NA,NA
"11045","Gran:S100A12_DC:CD36","Gran","S100A12","DC","CD36",1.74421008742575e-45,NA,-0.325840182192192,NA
"11046","Gran:S100A12_DC:TLR4","Gran","S100A12","DC","TLR4",1.74421008742575e-45,NA,-0.325840182192192,NA
"11047","Gran:S100A8_DC:CD36","Gran","S100A8","DC","CD36",1.67171342601909e-71,NA,-0.386327559613375,NA
"11048","Gran:S100A8_DC:CD68","Gran","S100A8","DC","CD68",1.67171342601909e-71,NA,-0.386327559613375,NA
"11049","Gran:S100A8_DC:ITGB2","Gran","S100A8","DC","ITGB2",1.67171342601909e-71,NA,-0.386327559613375,NA
"11050","Gran:S100A8_DC:TLR4","Gran","S100A8","DC","TLR4",1.67171342601909e-71,NA,-0.386327559613375,NA
"11051","Gran:S100A9_DC:ALCAM","Gran","S100A9","DC","ALCAM",7.0809279121649e-46,NA,-0.390436315698909,NA
"11052","Gran:S100A9_DC:CD36","Gran","S100A9","DC","CD36",7.0809279121649e-46,NA,-0.390436315698909,NA
"11053","Gran:S100A9_DC:CD68","Gran","S100A9","DC","CD68",7.0809279121649e-46,NA,-0.390436315698909,NA
"11054","Gran:S100A9_DC:ITGB2","Gran","S100A9","DC","ITGB2",7.0809279121649e-46,NA,-0.390436315698909,NA
"11055","Gran:S100A9_DC:TLR4","Gran","S100A9","DC","TLR4",7.0809279121649e-46,NA,-0.390436315698909,NA
"11056","Gran:SECTM1_DC:CD7","Gran","SECTM1","DC","CD7",NA,NA,NA,NA
"11057","Gran:SIGLEC7_DC:LRP12","Gran","SIGLEC7","DC","LRP12",NA,NA,NA,NA
"11058","Gran:SIRPB2_DC:CD47","Gran","SIRPB2","DC","CD47",NA,NA,NA,NA
"11059","Gran:SLC7A5_DC:THBS1","Gran","SLC7A5","DC","THBS1",NA,NA,NA,NA
"11060","Gran:SPTAN1_DC:PTPRA","Gran","SPTAN1","DC","PTPRA",NA,NA,NA,NA
"11061","Gran:SRGN_DC:CD44","Gran","SRGN","DC","CD44",NA,NA,NA,NA
"11062","Gran:TGFB1_DC:CXCR4","Gran","TGFB1","DC","CXCR4",NA,NA,NA,NA
"11063","Gran:TGFB1_DC:ITGB8","Gran","TGFB1","DC","ITGB8",NA,NA,NA,NA
"11064","Gran:TGFB1_DC:LPP","Gran","TGFB1","DC","LPP",NA,NA,NA,NA
"11065","Gran:TGFB1_DC:SDC2","Gran","TGFB1","DC","SDC2",NA,NA,NA,NA
"11066","Gran:TGFB1_DC:SMAD3","Gran","TGFB1","DC","SMAD3",NA,NA,NA,NA
"11067","Gran:TGFB1_DC:TGFBR1","Gran","TGFB1","DC","TGFBR1",NA,NA,NA,NA
"11068","Gran:TGFB1_DC:TGFBR2","Gran","TGFB1","DC","TGFBR2",NA,NA,NA,NA
"11069","Gran:TGS1_DC:RXRA","Gran","TGS1","DC","RXRA",NA,NA,NA,NA
"11070","Gran:THBS1_DC:CD36","Gran","THBS1","DC","CD36",NA,NA,NA,NA
"11071","Gran:THBS1_DC:CD47","Gran","THBS1","DC","CD47",NA,NA,NA,NA
"11072","Gran:THBS1_DC:ITGA4","Gran","THBS1","DC","ITGA4",NA,NA,NA,NA
"11073","Gran:THBS1_DC:PTPRJ","Gran","THBS1","DC","PTPRJ",NA,NA,NA,NA
"11074","Gran:TIMP1_DC:CD63","Gran","TIMP1","DC","CD63",NA,NA,NA,NA
"11075","Gran:TIMP2_DC:CD44","Gran","TIMP2","DC","CD44",NA,NA,NA,NA
"11076","Gran:TLR2_DC:CD14","Gran","TLR2","DC","CD14",NA,NA,NA,NA
"11077","Gran:TLR2_DC:CD36","Gran","TLR2","DC","CD36",NA,NA,NA,NA
"11078","Gran:TNF_DC:FFAR2","Gran","TNF","DC","FFAR2",NA,NA,NA,NA
"11079","Gran:TNF_DC:TNFRSF1A","Gran","TNF","DC","TNFRSF1A",NA,NA,NA,NA
"11080","Gran:TNF_DC:TNFRSF1B","Gran","TNF","DC","TNFRSF1B",NA,NA,NA,NA
"11081","Gran:TNF_DC:TNFRSF21","Gran","TNF","DC","TNFRSF21",NA,NA,NA,NA
"11082","Gran:TNF_DC:TRADD","Gran","TNF","DC","TRADD",NA,NA,NA,NA
"11083","Gran:TNF_DC:VSIR","Gran","TNF","DC","VSIR",NA,NA,NA,NA
"11084","Gran:TNFSF10_DC:CCR6","Gran","TNFSF10","DC","CCR6",NA,NA,NA,NA
"11085","Gran:TNFSF10_DC:TNFRSF10B","Gran","TNFSF10","DC","TNFRSF10B",NA,NA,NA,NA
"11086","Gran:TNFSF10_DC:TNFRSF10D","Gran","TNFSF10","DC","TNFRSF10D",NA,NA,NA,NA
"11087","Gran:TNFSF13_DC:SDC2","Gran","TNFSF13","DC","SDC2",NA,NA,NA,NA
"11088","Gran:TNFSF13_DC:TNFRSF14","Gran","TNFSF13","DC","TNFRSF14",NA,NA,NA,NA
"11089","Gran:TNFSF13_DC:TNFRSF1A","Gran","TNFSF13","DC","TNFRSF1A",NA,NA,NA,NA
"11090","Gran:TNFSF9_DC:HLA-DPA1","Gran","TNFSF9","DC","HLA-DPA1",NA,NA,NA,NA
"11091","Gran:TOR2A_DC:ATP5F1B","Gran","TOR2A","DC","ATP5F1B",NA,NA,NA,NA
"11092","Gran:TP53_DC:TNFRSF10D","Gran","TP53","DC","TNFRSF10D",NA,NA,NA,NA
"11093","Gran:TSPAN3_DC:ADAM10","Gran","TSPAN3","DC","ADAM10",NA,NA,NA,NA
"11094","Gran:TXLNA_DC:STX3","Gran","TXLNA","DC","STX3",NA,NA,NA,NA
"11095","Gran:TYK2_DC:IFNAR2","Gran","TYK2","DC","IFNAR2",NA,NA,NA,NA
"11096","Gran:TYK2_DC:JAK1","Gran","TYK2","DC","JAK1",NA,NA,NA,NA
"11097","Gran:TYROBP_DC:TREM1","Gran","TYROBP","DC","TREM1",NA,NA,NA,NA
"11098","Gran:UBA52_DC:LDLR","Gran","UBA52","DC","LDLR",NA,NA,NA,NA
"11099","Gran:UBA52_DC:SMAD3","Gran","UBA52","DC","SMAD3",NA,NA,NA,NA
"11100","Gran:UBA52_DC:TGFBR1","Gran","UBA52","DC","TGFBR1",NA,NA,NA,NA
"11101","Gran:UBA52_DC:TGFBR2","Gran","UBA52","DC","TGFBR2",NA,NA,NA,NA
"11102","Gran:UBA52_DC:TLR4","Gran","UBA52","DC","TLR4",NA,NA,NA,NA
"11103","Gran:UBB_DC:LDLR","Gran","UBB","DC","LDLR",NA,NA,NA,NA
"11104","Gran:UBB_DC:SMAD3","Gran","UBB","DC","SMAD3",NA,NA,NA,NA
"11105","Gran:UBB_DC:TGFBR1","Gran","UBB","DC","TGFBR1",NA,NA,NA,NA
"11106","Gran:UBB_DC:TGFBR2","Gran","UBB","DC","TGFBR2",NA,NA,NA,NA
"11107","Gran:UBB_DC:TLR4","Gran","UBB","DC","TLR4",NA,NA,NA,NA
"11108","Gran:UBC_DC:LDLR","Gran","UBC","DC","LDLR",NA,NA,NA,NA
"11109","Gran:UBC_DC:SMAD3","Gran","UBC","DC","SMAD3",NA,NA,NA,NA
"11110","Gran:UBC_DC:TGFBR1","Gran","UBC","DC","TGFBR1",NA,NA,NA,NA
"11111","Gran:UBC_DC:TGFBR2","Gran","UBC","DC","TGFBR2",NA,NA,NA,NA
"11112","Gran:UBC_DC:TLR4","Gran","UBC","DC","TLR4",NA,NA,NA,NA
"11113","Gran:VCAN_DC:CD44","Gran","VCAN","DC","CD44",NA,NA,NA,NA
"11114","Gran:VCAN_DC:ITGA4","Gran","VCAN","DC","ITGA4",NA,NA,NA,NA
"11115","Gran:VCAN_DC:SELL","Gran","VCAN","DC","SELL",NA,NA,NA,NA
"11116","Gran:VEGFA_DC:CD44","Gran","VEGFA","DC","CD44",NA,NA,NA,NA
"11117","Gran:VEGFA_DC:NRP2","Gran","VEGFA","DC","NRP2",NA,NA,NA,NA
"11118","Gran:VEGFA_DC:VCAN","Gran","VEGFA","DC","VCAN",NA,NA,NA,NA
"11119","Gran:VIM_DC:CD44","Gran","VIM","DC","CD44",NA,NA,NA,NA
"11120","T:ADAM10_DC:AXL","T","ADAM10","DC","AXL",NA,NA,NA,NA
"11121","T:ADAM10_DC:CD44","T","ADAM10","DC","CD44",NA,NA,NA,NA
"11122","T:ADAM10_DC:TSPAN17","T","ADAM10","DC","TSPAN17",NA,NA,NA,NA
"11123","T:ADRB2_DC:CCR7","T","ADRB2","DC","CCR7",NA,NA,NA,NA
"11124","T:ADRB2_DC:CXCR4","T","ADRB2","DC","CXCR4",NA,NA,NA,NA
"11125","T:ADRB2_DC:HNRNPK","T","ADRB2","DC","HNRNPK",NA,NA,NA,NA
"11126","T:ADRB2_DC:MGLL","T","ADRB2","DC","MGLL",NA,NA,NA,NA
"11127","T:ADRB2_DC:TMEM259","T","ADRB2","DC","TMEM259",NA,NA,NA,NA
"11128","T:ADRB2_DC:VAPA","T","ADRB2","DC","VAPA",NA,NA,NA,NA
