"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","ligand_log2FC","ligand_p_val_adj","receptor_log2FC","receptor_p_val_adj","direction"
"2841","HSPC:ADAM10_NK:CD44","HSPC","ADAM10","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"2851","HSPC:ADAM10_T:CD44","HSPC","ADAM10","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"2861","Mono:ADAM10_B:CD44","Mono","ADAM10","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"2876","Mono:ADAM10_DC:CD44","Mono","ADAM10","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"28810","Mono:ADAM10_HSPC:CD44","Mono","ADAM10","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"2891","Mono:ADAM10_NK:CD44","Mono","ADAM10","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"2901","Mono:ADAM10_T:CD44","Mono","ADAM10","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"29110","NK:ADAM10_B:CD44","NK","ADAM10","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"2926","NK:ADAM10_DC:CD44","NK","ADAM10","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"2931","NK:ADAM10_HSPC:CD44","NK","ADAM10","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"29410","NK:ADAM10_NK:CD44","NK","ADAM10","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"29510","NK:ADAM10_T:CD44","NK","ADAM10","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"29610","T:ADAM10_B:CD44","T","ADAM10","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"29710","T:ADAM10_DC:CD44","T","ADAM10","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"29810","T:ADAM10_HSPC:CD44","T","ADAM10","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"2991","T:ADAM10_NK:CD44","T","ADAM10","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"3001","T:ADAM10_T:CD44","T","ADAM10","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"3011","Gran:LPL_B:CD44","Gran","LPL","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"3021","Gran:LPL_DC:CD44","Gran","LPL","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"3031","Gran:LPL_HSPC:CD44","Gran","LPL","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"3045","Gran:LPL_NK:CD44","Gran","LPL","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"3051","Gran:LPL_T:CD44","Gran","LPL","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"3061","HSPC:LPL_B:CD44","HSPC","LPL","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"up"
"3071","HSPC:LPL_DC:CD44","HSPC","LPL","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"up"
"3081","HSPC:LPL_HSPC:CD44","HSPC","LPL","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"3091","HSPC:LPL_NK:CD44","HSPC","LPL","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"up"
"3101","HSPC:LPL_T:CD44","HSPC","LPL","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"up"
"3111","B:LGALS9_B:CD44","B","LGALS9","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"3121","B:LGALS9_DC:CD44","B","LGALS9","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"3131","B:LGALS9_HSPC:CD44","B","LGALS9","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"3141","B:LGALS9_NK:CD44","B","LGALS9","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"3151","B:LGALS9_T:CD44","B","LGALS9","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"3165","DC:LGALS9_B:CD44","DC","LGALS9","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"3171","DC:LGALS9_DC:CD44","DC","LGALS9","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"31810","DC:LGALS9_HSPC:CD44","DC","LGALS9","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"31910","DC:LGALS9_NK:CD44","DC","LGALS9","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"32010","DC:LGALS9_T:CD44","DC","LGALS9","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"32110","Ery:LGALS9_B:CD44","Ery","LGALS9","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"32210","Ery:LGALS9_DC:CD44","Ery","LGALS9","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"32310","Ery:LGALS9_HSPC:CD44","Ery","LGALS9","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"32410","Ery:LGALS9_NK:CD44","Ery","LGALS9","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"32510","Ery:LGALS9_T:CD44","Ery","LGALS9","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"32610","Gran:LGALS9_B:CD44","Gran","LGALS9","B","CD44",0.334237428757051,2.64278832887731e-44,0.30255921203662,2.28594521517211e-32,"down"
"32710","Gran:LGALS9_DC:CD44","Gran","LGALS9","DC","CD44",0.334237428757051,2.64278832887731e-44,0.359023389652187,4.93839176811804e-21,"down"
"3281","Gran:LGALS9_Ery:CD44","Gran","LGALS9","Ery","CD44",0.334237428757051,2.64278832887731e-44,NA,NA,"down"
"3291","Gran:LGALS9_Gran:CD44","Gran","LGALS9","Gran","CD44",0.334237428757051,2.64278832887731e-44,NA,NA,"down"
"3301","Gran:LGALS9_HSPC:CD44","Gran","LGALS9","HSPC","CD44",0.334237428757051,2.64278832887731e-44,0.532332643147725,2.78177603073879e-82,"up"
"33110","Gran:LGALS9_Mono:CD44","Gran","LGALS9","Mono","CD44",0.334237428757051,2.64278832887731e-44,NA,NA,"down"
"33210","Gran:LGALS9_NK:CD44","Gran","LGALS9","NK","CD44",0.334237428757051,2.64278832887731e-44,0.261949285192484,8.29308871850973e-24,"down"
"33310","Gran:LGALS9_T:CD44","Gran","LGALS9","T","CD44",0.334237428757051,2.64278832887731e-44,0.372921636490384,7.13047345198438e-170,"down"
"3347","HSPC:LGALS9_B:CD44","HSPC","LGALS9","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"3351","HSPC:LGALS9_DC:CD44","HSPC","LGALS9","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"3361","HSPC:LGALS9_HSPC:CD44","HSPC","LGALS9","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"3371","HSPC:LGALS9_NK:CD44","HSPC","LGALS9","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"3381","HSPC:LGALS9_T:CD44","HSPC","LGALS9","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"3391","Mono:LGALS9_B:CD44","Mono","LGALS9","B","CD44",0.285199357074697,1.79688662155766e-235,0.30255921203662,2.28594521517211e-32,"down"
"3401","Mono:LGALS9_DC:CD44","Mono","LGALS9","DC","CD44",0.285199357074697,1.79688662155766e-235,0.359023389652187,4.93839176811804e-21,"down"
"3411","Mono:LGALS9_Ery:CD44","Mono","LGALS9","Ery","CD44",0.285199357074697,1.79688662155766e-235,NA,NA,"down"
"3421","Mono:LGALS9_Gran:CD44","Mono","LGALS9","Gran","CD44",0.285199357074697,1.79688662155766e-235,NA,NA,"down"
"3431","Mono:LGALS9_HSPC:CD44","Mono","LGALS9","HSPC","CD44",0.285199357074697,1.79688662155766e-235,0.532332643147725,2.78177603073879e-82,"down"
"3441","Mono:LGALS9_Mono:CD44","Mono","LGALS9","Mono","CD44",0.285199357074697,1.79688662155766e-235,NA,NA,"down"
"34510","Mono:LGALS9_NK:CD44","Mono","LGALS9","NK","CD44",0.285199357074697,1.79688662155766e-235,0.261949285192484,8.29308871850973e-24,"down"
"34610","Mono:LGALS9_T:CD44","Mono","LGALS9","T","CD44",0.285199357074697,1.79688662155766e-235,0.372921636490384,7.13047345198438e-170,"down"
"34710","NK:LGALS9_B:CD44","NK","LGALS9","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"34810","NK:LGALS9_DC:CD44","NK","LGALS9","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"34910","NK:LGALS9_HSPC:CD44","NK","LGALS9","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"35010","NK:LGALS9_NK:CD44","NK","LGALS9","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"35110","NK:LGALS9_T:CD44","NK","LGALS9","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"3523","B:VIM_B:CD44","B","VIM","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"3531","B:VIM_DC:CD44","B","VIM","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"3544","B:VIM_HSPC:CD44","B","VIM","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"3551","B:VIM_NK:CD44","B","VIM","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"3561","B:VIM_T:CD44","B","VIM","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"3571","DC:VIM_B:CD44","DC","VIM","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"3581","DC:VIM_DC:CD44","DC","VIM","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"3591","DC:VIM_HSPC:CD44","DC","VIM","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"36010","DC:VIM_NK:CD44","DC","VIM","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"3611","DC:VIM_T:CD44","DC","VIM","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"3621","Ery:VIM_B:CD44","Ery","VIM","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"up"
"36310","Ery:VIM_DC:CD44","Ery","VIM","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"up"
"36410","Ery:VIM_HSPC:CD44","Ery","VIM","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"36510","Ery:VIM_NK:CD44","Ery","VIM","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"36610","Ery:VIM_T:CD44","Ery","VIM","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"up"
"3679","Gran:VIM_B:CD44","Gran","VIM","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"3681","Gran:VIM_DC:CD44","Gran","VIM","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"36910","Gran:VIM_HSPC:CD44","Gran","VIM","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"37010","Gran:VIM_NK:CD44","Gran","VIM","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"37110","Gran:VIM_T:CD44","Gran","VIM","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"37210","HSPC:VIM_B:CD44","HSPC","VIM","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"37310","HSPC:VIM_DC:CD44","HSPC","VIM","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"3747","HSPC:VIM_HSPC:CD44","HSPC","VIM","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"3751","HSPC:VIM_NK:CD44","HSPC","VIM","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"3761","HSPC:VIM_T:CD44","HSPC","VIM","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"3771","Mono:VIM_B:CD44","Mono","VIM","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"3781","Mono:VIM_DC:CD44","Mono","VIM","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"3791","Mono:VIM_HSPC:CD44","Mono","VIM","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"38010","Mono:VIM_NK:CD44","Mono","VIM","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"38110","Mono:VIM_T:CD44","Mono","VIM","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"38210","NK:VIM_B:CD44","NK","VIM","B","CD44",0.37308197488293,8.81457037272128e-40,0.30255921203662,2.28594521517211e-32,"down"
"3833","NK:VIM_DC:CD44","NK","VIM","DC","CD44",0.37308197488293,8.81457037272128e-40,0.359023389652187,4.93839176811804e-21,"down"
"38410","NK:VIM_Ery:CD44","NK","VIM","Ery","CD44",0.37308197488293,8.81457037272128e-40,NA,NA,"down"
"3853","NK:VIM_Gran:CD44","NK","VIM","Gran","CD44",0.37308197488293,8.81457037272128e-40,NA,NA,"down"
"3861","NK:VIM_HSPC:CD44","NK","VIM","HSPC","CD44",0.37308197488293,8.81457037272128e-40,0.532332643147725,2.78177603073879e-82,"down"
"3871","NK:VIM_Mono:CD44","NK","VIM","Mono","CD44",0.37308197488293,8.81457037272128e-40,NA,NA,"down"
"3881","NK:VIM_NK:CD44","NK","VIM","NK","CD44",0.37308197488293,8.81457037272128e-40,0.261949285192484,8.29308871850973e-24,"down"
"3891","NK:VIM_T:CD44","NK","VIM","T","CD44",0.37308197488293,8.81457037272128e-40,0.372921636490384,7.13047345198438e-170,"down"
"3901","T:VIM_B:CD44","T","VIM","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"3911","T:VIM_DC:CD44","T","VIM","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"3921","T:VIM_HSPC:CD44","T","VIM","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"3932","T:VIM_NK:CD44","T","VIM","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"3941","T:VIM_T:CD44","T","VIM","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"3951","B:SRGN_B:CD44","B","SRGN","B","CD44",0.25879965711719,4.32308411889088e-36,0.30255921203662,2.28594521517211e-32,"down"
"39610","B:SRGN_DC:CD44","B","SRGN","DC","CD44",0.25879965711719,4.32308411889088e-36,0.359023389652187,4.93839176811804e-21,"down"
"39710","B:SRGN_Ery:CD44","B","SRGN","Ery","CD44",0.25879965711719,4.32308411889088e-36,NA,NA,"down"
"39810","B:SRGN_Gran:CD44","B","SRGN","Gran","CD44",0.25879965711719,4.32308411889088e-36,NA,NA,"down"
"3996","B:SRGN_HSPC:CD44","B","SRGN","HSPC","CD44",0.25879965711719,4.32308411889088e-36,0.532332643147725,2.78177603073879e-82,"up"
"4001","B:SRGN_Mono:CD44","B","SRGN","Mono","CD44",0.25879965711719,4.32308411889088e-36,NA,NA,"down"
"4011","B:SRGN_NK:CD44","B","SRGN","NK","CD44",0.25879965711719,4.32308411889088e-36,0.261949285192484,8.29308871850973e-24,"down"
"4021","B:SRGN_T:CD44","B","SRGN","T","CD44",0.25879965711719,4.32308411889088e-36,0.372921636490384,7.13047345198438e-170,"down"
"40310","DC:SRGN_B:CD44","DC","SRGN","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"40410","DC:SRGN_DC:CD44","DC","SRGN","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"40510","DC:SRGN_HSPC:CD44","DC","SRGN","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"40610","DC:SRGN_NK:CD44","DC","SRGN","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"40710","DC:SRGN_T:CD44","DC","SRGN","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"40810","Ery:SRGN_B:CD44","Ery","SRGN","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"40910","Ery:SRGN_DC:CD44","Ery","SRGN","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"41010","Ery:SRGN_HSPC:CD44","Ery","SRGN","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"41110","Ery:SRGN_NK:CD44","Ery","SRGN","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"41210","Ery:SRGN_T:CD44","Ery","SRGN","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"41310","Gran:SRGN_B:CD44","Gran","SRGN","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"41410","Gran:SRGN_DC:CD44","Gran","SRGN","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"4151","Gran:SRGN_HSPC:CD44","Gran","SRGN","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"41610","Gran:SRGN_NK:CD44","Gran","SRGN","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"41710","Gran:SRGN_T:CD44","Gran","SRGN","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"41810","HSPC:SRGN_B:CD44","HSPC","SRGN","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"41910","HSPC:SRGN_DC:CD44","HSPC","SRGN","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"4207","HSPC:SRGN_HSPC:CD44","HSPC","SRGN","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"4211","HSPC:SRGN_NK:CD44","HSPC","SRGN","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"4221","HSPC:SRGN_T:CD44","HSPC","SRGN","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"4231","Mono:SRGN_B:CD44","Mono","SRGN","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"4241","Mono:SRGN_DC:CD44","Mono","SRGN","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"4251","Mono:SRGN_HSPC:CD44","Mono","SRGN","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"4261","Mono:SRGN_NK:CD44","Mono","SRGN","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"4271","Mono:SRGN_T:CD44","Mono","SRGN","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"4281","NK:SRGN_B:CD44","NK","SRGN","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"4291","NK:SRGN_DC:CD44","NK","SRGN","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"43010","NK:SRGN_HSPC:CD44","NK","SRGN","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"43110","NK:SRGN_NK:CD44","NK","SRGN","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"43210","NK:SRGN_T:CD44","NK","SRGN","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"43310","T:SRGN_B:CD44","T","SRGN","B","CD44",0.456919142906548,0,0.30255921203662,2.28594521517211e-32,"down"
"4342","T:SRGN_DC:CD44","T","SRGN","DC","CD44",0.456919142906548,0,0.359023389652187,4.93839176811804e-21,"down"
"43510","T:SRGN_Ery:CD44","T","SRGN","Ery","CD44",0.456919142906548,0,NA,NA,"down"
"43610","T:SRGN_Gran:CD44","T","SRGN","Gran","CD44",0.456919142906548,0,NA,NA,"down"
"43710","T:SRGN_HSPC:CD44","T","SRGN","HSPC","CD44",0.456919142906548,0,0.532332643147725,2.78177603073879e-82,"down"
"4386","T:SRGN_Mono:CD44","T","SRGN","Mono","CD44",0.456919142906548,0,NA,NA,"down"
"4391","T:SRGN_NK:CD44","T","SRGN","NK","CD44",0.456919142906548,0,0.261949285192484,8.29308871850973e-24,"down"
"44010","T:SRGN_T:CD44","T","SRGN","T","CD44",0.456919142906548,0,0.372921636490384,7.13047345198438e-170,"down"
"44110","B:VCAN_B:CD44","B","VCAN","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"44210","B:VCAN_DC:CD44","B","VCAN","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"44310","B:VCAN_HSPC:CD44","B","VCAN","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"44410","B:VCAN_T:CD44","B","VCAN","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"44510","DC:VCAN_B:CD44","DC","VCAN","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"44610","DC:VCAN_DC:CD44","DC","VCAN","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"44710","DC:VCAN_HSPC:CD44","DC","VCAN","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"44810","DC:VCAN_NK:CD44","DC","VCAN","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"44910","DC:VCAN_T:CD44","DC","VCAN","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"45010","Ery:VCAN_B:CD44","Ery","VCAN","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"up"
"45110","Ery:VCAN_DC:CD44","Ery","VCAN","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"up"
"4521","Ery:VCAN_HSPC:CD44","Ery","VCAN","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"4531","Ery:VCAN_NK:CD44","Ery","VCAN","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"up"
"4542","Ery:VCAN_T:CD44","Ery","VCAN","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"up"
"4551","Gran:VCAN_B:CD44","Gran","VCAN","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"4561","Gran:VCAN_DC:CD44","Gran","VCAN","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"45710","Gran:VCAN_HSPC:CD44","Gran","VCAN","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"4585","Gran:VCAN_NK:CD44","Gran","VCAN","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"4591","Gran:VCAN_T:CD44","Gran","VCAN","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"4601","HSPC:VCAN_B:CD44","HSPC","VCAN","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"up"
"46110","HSPC:VCAN_DC:CD44","HSPC","VCAN","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"up"
"4627","HSPC:VCAN_HSPC:CD44","HSPC","VCAN","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"4631","HSPC:VCAN_NK:CD44","HSPC","VCAN","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"up"
"46410","HSPC:VCAN_T:CD44","HSPC","VCAN","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"up"
"46510","Mono:VCAN_B:CD44","Mono","VCAN","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"46610","Mono:VCAN_DC:CD44","Mono","VCAN","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"46710","Mono:VCAN_HSPC:CD44","Mono","VCAN","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"46810","Mono:VCAN_NK:CD44","Mono","VCAN","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"4698","Mono:VCAN_T:CD44","Mono","VCAN","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"4701","NK:VCAN_B:CD44","NK","VCAN","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"4711","NK:VCAN_DC:CD44","NK","VCAN","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"4721","NK:VCAN_HSPC:CD44","NK","VCAN","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"4731","NK:VCAN_NK:CD44","NK","VCAN","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"4741","NK:VCAN_T:CD44","NK","VCAN","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"4752","T:VCAN_B:CD44","T","VCAN","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"4761","T:VCAN_DC:CD44","T","VCAN","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"47710","T:VCAN_HSPC:CD44","T","VCAN","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"47810","T:VCAN_NK:CD44","T","VCAN","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"4798","T:VCAN_T:CD44","T","VCAN","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"4801","DC:HGF_B:CD44","DC","HGF","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"4817","DC:HGF_DC:CD44","DC","HGF","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"4821","DC:HGF_HSPC:CD44","DC","HGF","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"4836","DC:HGF_NK:CD44","DC","HGF","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"4841","DC:HGF_T:CD44","DC","HGF","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"4851","Ery:HGF_B:CD44","Ery","HGF","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"up"
"4864","Ery:HGF_DC:CD44","Ery","HGF","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"up"
"4871","Ery:HGF_HSPC:CD44","Ery","HGF","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"4881","Ery:HGF_T:CD44","Ery","HGF","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"up"
"48910","Gran:HGF_B:CD44","Gran","HGF","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"49010","Gran:HGF_DC:CD44","Gran","HGF","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"49110","Gran:HGF_HSPC:CD44","Gran","HGF","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"49210","Gran:HGF_NK:CD44","Gran","HGF","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"49310","Gran:HGF_T:CD44","Gran","HGF","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"49410","HSPC:HGF_B:CD44","HSPC","HGF","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"49510","HSPC:HGF_DC:CD44","HSPC","HGF","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"4962","HSPC:HGF_HSPC:CD44","HSPC","HGF","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
