"","X","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","mean_case","mean_control","log2","sender_log2FC","receiver_log2FC"
"1657",1657,"HSPC:CD44_HSPC:PSEN1","HSPC","CD44","HSPC","PSEN1",0.453142857142857,0.264666666666667,0.775789437224573,0.309930995647344,NA
"1658",1658,"HSPC:CD44_Mono:PSEN1","HSPC","CD44","Mono","PSEN1",0.492285714285714,0.314333333333333,0.647200604213404,0.309930995647344,NA
"1659",1659,"HSPC:CD44_NK:PSEN1","HSPC","CD44","NK","PSEN1",0.412,0.2425,0.764659590108729,0.309930995647344,NA
"1660",1660,"HSPC:CD44_T:PSEN1","HSPC","CD44","T","PSEN1",0.355285714285714,0.243166666666667,0.547034202962568,0.309930995647344,NA
"1661",1661,"T:CD44_B:PSEN1","T","CD44","B","PSEN1",0.376714285714286,0.2805,0.425469973198163,0.266350860042238,NA
"1662",1662,"T:CD44_DC:PSEN1","T","CD44","DC","PSEN1",0.332333333333333,0.317166666666667,0.067389848124174,0.266350860042238,NA
"1663",1663,"T:CD44_Ery:PSEN1","T","CD44","Ery","PSEN1",0.296666666666667,0.272333333333333,0.123469257708077,0.266350860042238,NA
"1664",1664,"T:CD44_Gran:PSEN1","T","CD44","Gran","PSEN1",0.346,0.321333333333333,0.106701392127919,0.266350860042238,NA
"1665",1665,"T:CD44_HSPC:PSEN1","T","CD44","HSPC","PSEN1",0.374428571428571,0.283333333333333,0.402190185966906,0.266350860042238,NA
"1666",1666,"T:CD44_Mono:PSEN1","T","CD44","Mono","PSEN1",0.413571428571429,0.333,0.312614343747733,0.266350860042238,NA
"1667",1667,"T:CD44_NK:PSEN1","T","CD44","NK","PSEN1",0.3645,0.261333333333333,0.480027660932885,0.266350860042238,NA
"1668",1668,"T:CD44_T:PSEN1","T","CD44","T","PSEN1",0.314428571428571,0.261833333333333,0.264083543260913,0.266350860042238,NA
"1669",1669,"HSPC:CD44_Mono:MMP14","HSPC","CD44","Mono","MMP14",0.228428571428571,0.217,0.0740480689782486,0.309930995647344,NA
"1670",1670,"T:CD44_Mono:MMP14","T","CD44","Mono","MMP14",0.192428571428571,0.2355,-0.291404036208084,0.266350860042238,NA
"1671",1671,"B:CD69_DC:KLRB1","B","CD69","DC","KLRB1",0.1105,0.1095,0.0131154997902583,0.342504240902661,NA
"1672",1672,"B:CD69_NK:KLRB1","B","CD69","NK","KLRB1",0.771166666666667,0.631666666666667,0.287879250506842,0.342504240902661,NA
"1673",1673,"B:CD69_T:KLRB1","B","CD69","T","KLRB1",0.508142857142857,0.332333333333333,0.612603143327207,0.342504240902661,NA
"1674",1674,"T:CD69_DC:KLRB1","T","CD69","DC","KLRB1",0.189333333333333,0.140333333333333,0.432070696438286,0.293941290332895,NA
"1675",1675,"T:CD69_NK:KLRB1","T","CD69","NK","KLRB1",0.8805,0.6965,0.338199651229955,0.293941290332895,NA
"1676",1676,"T:CD69_T:KLRB1","T","CD69","T","KLRB1",0.583428571428571,0.397833333333333,0.552391878459577,0.293941290332895,NA
"1677",1677,"B:CD55_DC:ADGRE5","B","CD55","DC","ADGRE5",0.391166666666667,0.253333333333333,0.626746518192222,NA,0.358641666679121
"1678",1678,"B:CD55_T:ADGRE5","B","CD55","T","ADGRE5",0.423142857142857,0.2555,0.727821522293622,NA,0.253163626658794
"1679",1679,"DC:CD55_DC:ADGRE5","DC","CD55","DC","ADGRE5",0.390666666666667,0.278833333333333,0.486535124383895,NA,0.358641666679121
"1680",1680,"DC:CD55_T:ADGRE5","DC","CD55","T","ADGRE5",0.398833333333333,0.280833333333333,0.506071805469278,NA,0.253163626658794
"1681",1681,"Ery:CD55_DC:ADGRE5","Ery","CD55","DC","ADGRE5",0.3144,0.19,0.726601799040296,NA,0.358641666679121
"1682",1682,"Ery:CD55_T:ADGRE5","Ery","CD55","T","ADGRE5",0.3465,0.191833333333333,0.853001924726139,NA,0.253163626658794
"1683",1683,"Gran:CD55_DC:ADGRE5","Gran","CD55","DC","ADGRE5",0.384166666666667,0.311666666666667,0.301728480541701,NA,0.358641666679121
"1684",1684,"Gran:CD55_T:ADGRE5","Gran","CD55","T","ADGRE5",0.414285714285714,0.313833333333333,0.400627478951621,NA,0.253163626658794
"1685",1685,"HSPC:CD55_DC:ADGRE5","HSPC","CD55","DC","ADGRE5",0.293666666666667,0.193666666666667,0.600603855515885,NA,0.358641666679121
"1686",1686,"HSPC:CD55_T:ADGRE5","HSPC","CD55","T","ADGRE5",0.318,0.195833333333333,0.699400414553149,NA,0.253163626658794
"1687",1687,"Mono:CD55_DC:ADGRE5","Mono","CD55","DC","ADGRE5",0.475166666666667,0.381833333333333,0.315490580633277,NA,0.358641666679121
"1688",1688,"Mono:CD55_T:ADGRE5","Mono","CD55","T","ADGRE5",0.496428571428571,0.383833333333333,0.371106145368938,NA,0.253163626658794
"1689",1689,"NK:CD55_DC:ADGRE5","NK","CD55","DC","ADGRE5",0.3014,0.171666666666667,0.812069485361037,NA,0.358641666679121
"1690",1690,"NK:CD55_T:ADGRE5","NK","CD55","T","ADGRE5",0.311,0.1745,0.83368754392095,NA,0.253163626658794
"1691",1691,"T:CD55_DC:ADGRE5","T","CD55","DC","ADGRE5",0.3095,0.179,0.789979821950008,NA,0.358641666679121
"1692",1692,"T:CD55_T:ADGRE5","T","CD55","T","ADGRE5",0.334714285714286,0.1815,0.882960578809781,NA,0.253163626658794
"1693",1693,"NK:ARF6_B:SMAP1","NK","ARF6","B","SMAP1",0.323833333333333,0.213666666666667,0.599889638966603,0.261820497321048,NA
"1694",1694,"NK:ARF6_DC:SMAP1","NK","ARF6","DC","SMAP1",0.2174,0.245666666666667,-0.176350178233967,0.261820497321048,NA
"1695",1695,"NK:ARF6_Ery:SMAP1","NK","ARF6","Ery","SMAP1",0.3212,0.283,0.18266983979807,0.261820497321048,NA
"1696",1696,"NK:ARF6_Gran:SMAP1","NK","ARF6","Gran","SMAP1",0.371333333333333,0.2425,0.614730079544386,0.261820497321048,NA
"1697",1697,"NK:ARF6_HSPC:SMAP1","NK","ARF6","HSPC","SMAP1",0.3315,0.2615,0.342197923865646,0.261820497321048,NA
"1698",1698,"NK:ARF6_Mono:SMAP1","NK","ARF6","Mono","SMAP1",0.3525,0.244,0.53074210972327,0.261820497321048,NA
"1699",1699,"NK:ARF6_NK:SMAP1","NK","ARF6","NK","SMAP1",0.386,0.234666666666667,0.717987919351939,0.261820497321048,NA
"1700",1700,"NK:ARF6_T:SMAP1","NK","ARF6","T","SMAP1",0.352833333333333,0.230666666666667,0.613177326370865,0.261820497321048,NA
"1701",1701,"B:TYROBP_Mono:TREM1","B","TYROBP","Mono","TREM1",0.242285714285714,0.207666666666667,0.222439680202749,NA,0.377639889355493
"1702",1702,"DC:TYROBP_Mono:TREM1","DC","TYROBP","Mono","TREM1",0.72,0.714666666666667,0.0107264065930583,NA,0.377639889355493
"1704",1704,"Gran:TYROBP_Mono:TREM1","Gran","TYROBP","Mono","TREM1",0.741857142857143,0.724,0.0351517009469856,NA,0.377639889355493
"1709",1709,"HSPC:TYROBP_Mono:TREM1","HSPC","TYROBP","Mono","TREM1",0.484857142857143,0.248166666666667,0.966250389624116,0.304549778510241,0.377639889355493
"1710",1710,"Mono:TYROBP_Mono:TREM1","Mono","TYROBP","Mono","TREM1",0.858142857142857,0.884333333333333,-0.0433724330386739,NA,0.377639889355493
"1711",1711,"NK:TYROBP_Mono:TREM1","NK","TYROBP","Mono","TREM1",0.720833333333333,0.662166666666667,0.12247133932335,NA,0.377639889355493
"1712",1712,"T:TYROBP_Mono:TREM1","T","TYROBP","Mono","TREM1",0.318285714285714,0.244166666666667,0.382456146693973,NA,0.377639889355493
"1713",1713,"B:CIRBP_Mono:TREM1","B","CIRBP","Mono","TREM1",0.655,0.638833333333333,0.0360553143454508,NA,0.377639889355493
"1714",1714,"DC:CIRBP_Mono:TREM1","DC","CIRBP","Mono","TREM1",0.634333333333333,0.604166666666667,0.0702945664843624,NA,0.377639889355493
"1715",1715,"Ery:CIRBP_DC:TREM1","Ery","CIRBP","DC","TREM1",0.2998,0.448166666666667,-0.580034966091219,-0.314340813100656,NA
"1717",1717,"Ery:CIRBP_Gran:TREM1","Ery","CIRBP","Gran","TREM1",0.370833333333333,0.519666666666667,-0.486815591956662,-0.314340813100656,NA
"1718",1718,"Ery:CIRBP_HSPC:TREM1","Ery","CIRBP","HSPC","TREM1",0.2575,0.393166666666667,-0.610568580447725,-0.314340813100656,NA
"1719",1719,"Ery:CIRBP_Mono:TREM1","Ery","CIRBP","Mono","TREM1",0.479833333333333,0.582,-0.278485770066005,-0.314340813100656,0.377639889355493
"1720",1720,"Gran:CIRBP_Mono:TREM1","Gran","CIRBP","Mono","TREM1",0.539857142857143,0.492666666666667,0.131965827777362,NA,0.377639889355493
"1721",1721,"HSPC:CIRBP_Mono:TREM1","HSPC","CIRBP","Mono","TREM1",0.637571428571429,0.671666666666667,-0.0751584534999224,NA,0.377639889355493
"1722",1722,"Mono:CIRBP_Mono:TREM1","Mono","CIRBP","Mono","TREM1",0.534857142857143,0.524833333333333,0.0272942561115465,NA,0.377639889355493
"1723",1723,"NK:CIRBP_Mono:TREM1","NK","CIRBP","Mono","TREM1",0.627666666666667,0.629666666666667,-0.00458970177414147,NA,0.377639889355493
"1724",1724,"T:CIRBP_Mono:TREM1","T","CIRBP","Mono","TREM1",0.624714285714286,0.620833333333333,0.00899050150787326,NA,0.377639889355493
"1725",1725,"Gran:ADCY9_Ery:GNAS","Gran","ADCY9","Ery","GNAS",0.342333333333333,0.547166666666667,-0.676578568254786,NA,-0.272905096488868
"1726",1726,"HSPC:ADCY9_Ery:GNAS","HSPC","ADCY9","Ery","GNAS",0.3275,0.360166666666667,-0.137169759713538,NA,-0.272905096488868
"1727",1727,"Ery:ATP5F1B_DC:TOR2A","Ery","ATP5F1B","DC","TOR2A",0.2268,0.474,-1.06346641884339,-0.297252764101031,NA
"1728",1728,"Ery:ATP5F1B_Ery:TOR2A","Ery","ATP5F1B","Ery","TOR2A",0.283,0.504333333333333,-0.833575528663698,-0.297252764101031,NA
"1729",1729,"Ery:ATP5F1B_Gran:TOR2A","Ery","ATP5F1B","Gran","TOR2A",0.2975,0.4835,-0.700626221281535,-0.297252764101031,NA
"1730",1730,"Ery:ATP5F1B_HSPC:TOR2A","Ery","ATP5F1B","HSPC","TOR2A",0.276166666666667,0.463,-0.745472996759941,-0.297252764101031,NA
"1731",1731,"Ery:ATP5F1B_Mono:TOR2A","Ery","ATP5F1B","Mono","TOR2A",0.276833333333333,0.4705,-0.765177055487317,-0.297252764101031,NA
"1732",1732,"Ery:ATP5F1B_NK:TOR2A","Ery","ATP5F1B","NK","TOR2A",0.1406,0.443833333333333,-1.65842142830429,-0.297252764101031,NA
"1733",1733,"NK:ATP5F1B_DC:TOR2A","NK","ATP5F1B","DC","TOR2A",0.2146,0.153833333333333,0.480281928944542,0.299817917286333,NA
"1734",1734,"NK:ATP5F1B_Ery:TOR2A","NK","ATP5F1B","Ery","TOR2A",0.2306,0.184,0.325686746707397,0.299817917286333,NA
"1735",1735,"NK:ATP5F1B_Gran:TOR2A","NK","ATP5F1B","Gran","TOR2A",0.2665,0.163,0.709263568528098,0.299817917286333,NA
"1736",1736,"NK:ATP5F1B_HSPC:TOR2A","NK","ATP5F1B","HSPC","TOR2A",0.246833333333333,0.142333333333333,0.794263665668358,0.299817917286333,NA
"1737",1737,"NK:ATP5F1B_Mono:TOR2A","NK","ATP5F1B","Mono","TOR2A",0.2495,0.149833333333333,0.735681200543969,0.299817917286333,NA
"1738",1738,"NK:ATP5F1B_NK:TOR2A","NK","ATP5F1B","NK","TOR2A",0.167666666666667,0.1235,0.441084857499693,0.299817917286333,NA
"1739",1739,"DC:FCER1A_Ery:PEAR1","DC","FCER1A","Ery","PEAR1",0.18625,0.185333333333333,0.00711804334717255,-0.346148994001293,NA
"1740",1740,"DC:RXRA_HSPC:FABP5","DC","RXRA","HSPC","FABP5",0.2335,0.326,-0.481449414521416,NA,-0.282291705600443
"1741",1741,"DC:RXRA_Mono:FABP5","DC","RXRA","Mono","FABP5",0.208333333333333,0.131666666666667,0.662003536484984,NA,0.295908494364388
"1742",1742,"Ery:RXRA_HSPC:FABP5","Ery","RXRA","HSPC","FABP5",0.296,0.3385,-0.193558657946047,NA,-0.282291705600443
"1743",1743,"Ery:RXRA_Mono:FABP5","Ery","RXRA","Mono","FABP5",0.210833333333333,0.144166666666667,0.548365347057585,NA,0.295908494364388
"1744",1744,"Gran:RXRA_HSPC:FABP5","Gran","RXRA","HSPC","FABP5",0.248714285714286,0.376333333333333,-0.597521704458348,NA,-0.282291705600443
"1745",1745,"Gran:RXRA_Mono:FABP5","Gran","RXRA","Mono","FABP5",0.223,0.182166666666667,0.291784714969556,NA,0.295908494364388
"1746",1746,"HSPC:RXRA_HSPC:FABP5","HSPC","RXRA","HSPC","FABP5",0.212571428571429,0.2925,-0.460488925420339,NA,-0.282291705600443
"1747",1747,"HSPC:RXRA_Mono:FABP5","HSPC","RXRA","Mono","FABP5",0.182428571428571,0.0981666666666667,0.894026564535815,NA,0.295908494364388
"1748",1748,"Mono:RXRA_HSPC:FABP5","Mono","RXRA","HSPC","FABP5",0.303571428571429,0.428333333333333,-0.496697939505262,NA,-0.282291705600443
"1749",1749,"Mono:RXRA_Mono:FABP5","Mono","RXRA","Mono","FABP5",0.273428571428571,0.234166666666667,0.223628278041289,NA,0.295908494364388
"1750",1750,"T:RXRA_HSPC:FABP5","T","RXRA","HSPC","FABP5",0.171857142857143,0.278666666666667,-0.697330626241254,NA,-0.282291705600443
"1751",1751,"T:RXRA_Mono:FABP5","T","RXRA","Mono","FABP5",0.162,0.0841666666666667,0.944672925966624,NA,0.295908494364388
"1752",1752,"B:CD72_B:SEMA4D","B","CD72","B","SEMA4D",0.0675714285714286,0.1,-0.565514738492934,-0.260419106897373,NA
"1753",1753,"B:CD72_DC:SEMA4D","B","CD72","DC","SEMA4D",0.0568333333333333,0.126166666666667,-1.15052156096156,-0.260419106897373,NA
"1754",1754,"B:CD72_Ery:SEMA4D","B","CD72","Ery","SEMA4D",0.0551666666666667,0.144166666666667,-1.38586891571687,-0.260419106897373,NA
"1755",1755,"B:CD72_Gran:SEMA4D","B","CD72","Gran","SEMA4D",0.0778571428571429,0.118666666666667,-0.608013432638557,-0.260419106897373,NA
"1756",1756,"B:CD72_HSPC:SEMA4D","B","CD72","HSPC","SEMA4D",0.0697142857142857,0.127833333333333,-0.874737851276495,-0.260419106897373,NA
"1757",1757,"B:CD72_Mono:SEMA4D","B","CD72","Mono","SEMA4D",0.0864285714285714,0.142833333333333,-0.724752483286991,-0.260419106897373,NA
"1758",1758,"B:CD72_NK:SEMA4D","B","CD72","NK","SEMA4D",0.133833333333333,0.174,-0.37864981905257,-0.260419106897373,NA
"1759",1759,"B:CD72_T:SEMA4D","B","CD72","T","SEMA4D",0.118714285714286,0.172,-0.534915009989358,-0.260419106897373,NA
"1760",1760,"Ery:RACK1_DC:AGTRAP","Ery","RACK1","DC","AGTRAP",0.4296,0.775333333333333,-0.851822697654012,-0.400978889308561,NA
"1761",1761,"Ery:RACK1_Ery:AGTRAP","Ery","RACK1","Ery","AGTRAP",0.386833333333333,0.826833333333333,-1.0958844345482,-0.400978889308561,NA
"1762",1762,"Ery:RACK1_Gran:AGTRAP","Ery","RACK1","Gran","AGTRAP",0.638166666666667,0.938666666666667,-0.556679673787136,-0.400978889308561,NA
"1763",1763,"Ery:RACK1_HSPC:AGTRAP","Ery","RACK1","HSPC","AGTRAP",0.5035,0.7655,-0.604410599493003,-0.400978889308561,NA
"1764",1764,"Ery:RACK1_Mono:AGTRAP","Ery","RACK1","Mono","AGTRAP",0.644,0.946833333333333,-0.556049808805917,-0.400978889308561,NA
"1765",1765,"Ery:RACK1_NK:AGTRAP","Ery","RACK1","NK","AGTRAP",0.5044,0.645666666666667,-0.35622127244124,-0.400978889308561,NA
"1766",1766,"Ery:RACK1_T:AGTRAP","Ery","RACK1","T","AGTRAP",0.391333333333333,0.738,-0.9152228136715,-0.400978889308561,NA
"1767",1767,"Ery:NUCB2_DC:ERAP1","Ery","NUCB2","DC","ERAP1",0.1326,0.452666666666667,-1.77136829829835,-0.39501137665007,NA
"1768",1768,"Ery:NUCB2_Ery:ERAP1","Ery","NUCB2","Ery","ERAP1",0.131833333333333,0.460666666666667,-1.80500801591547,-0.39501137665007,NA
"1769",1769,"Ery:NUCB2_Gran:ERAP1","Ery","NUCB2","Gran","ERAP1",0.2415,0.450833333333333,-0.900570999157248,-0.39501137665007,NA
"1770",1770,"Ery:NUCB2_HSPC:ERAP1","Ery","NUCB2","HSPC","ERAP1",0.228,0.464333333333333,-1.02612702771536,-0.39501137665007,NA
"1771",1771,"Ery:NUCB2_Mono:ERAP1","Ery","NUCB2","Mono","ERAP1",0.205666666666667,0.442,-1.10373838096317,-0.39501137665007,NA
"1772",1772,"Ery:NUCB2_NK:ERAP1","Ery","NUCB2","NK","ERAP1",0.107,0.440166666666667,-2.04043909904479,-0.39501137665007,NA
"1773",1773,"Ery:NUCB2_T:ERAP1","Ery","NUCB2","T","ERAP1",0.1635,0.440666666666667,-1.43039713528845,-0.39501137665007,NA
"1774",1774,"Gran:CLEC2B_Ery:KLRF1","Gran","CLEC2B","Ery","KLRF1",0.0965,0.0628333333333333,0.618998824720572,0.255118018195057,NA
"1775",1775,"Gran:CLEC2B_NK:KLRF1","Gran","CLEC2B","NK","KLRF1",0.469333333333333,0.437,0.102979648415543,0.255118018195057,NA
"1776",1776,"Gran:CLEC2B_T:KLRF1","Gran","CLEC2B","T","KLRF1",0.220142857142857,0.162833333333333,0.435043973209952,0.255118018195057,NA
"1777",1777,"Mono:CLEC2B_Ery:KLRF1","Mono","CLEC2B","Ery","KLRF1",0.0866666666666667,0.0975,-0.169925001442312,0.270219643334086,NA
"1778",1778,"Mono:CLEC2B_NK:KLRF1","Mono","CLEC2B","NK","KLRF1",0.488666666666667,0.524666666666667,-0.102550437373674,0.270219643334086,NA
"1779",1779,"Mono:CLEC2B_T:KLRF1","Mono","CLEC2B","T","KLRF1",0.236428571428571,0.2505,-0.0834062135582325,0.270219643334086,NA
"1780",1780,"Mono:CD36_DC:TLR6","Mono","CD36","DC","TLR6",0.214666666666667,0.262166666666667,-0.28838607730107,0.282537866386678,NA
"1781",1781,"Gran:HLA-DPB1_Ery:NRG1","Gran","HLA-DPB1","Ery","NRG1",0.165,0.172,-0.0599425404562823,-0.332443578130534,NA
"1782",1782,"Gran:HLA-DPB1_Mono:NRG1","Gran","HLA-DPB1","Mono","NRG1",0.204333333333333,0.371666666666667,-0.863084731116886,-0.332443578130534,NA
"1783",1783,"HSPC:HLA-DPB1_Ery:NRG1","HSPC","HLA-DPB1","Ery","NRG1",0.1734,0.158833333333333,0.126590185145687,-0.25294619622187,NA
"1784",1784,"HSPC:HLA-DPB1_Mono:NRG1","HSPC","HLA-DPB1","Mono","NRG1",0.156833333333333,0.369166666666667,-1.23504007071384,-0.25294619622187,NA
"1785",1785,"Mono:HLA-DPB1_Ery:NRG1","Mono","HLA-DPB1","Ery","NRG1",0.162,0.1905,-0.233797184608697,-0.532969590968082,NA
"1786",1786,"Mono:HLA-DPB1_Mono:NRG1","Mono","HLA-DPB1","Mono","NRG1",0.192333333333333,0.433,-1.1707582068024,-0.532969590968082,NA
"1787",1787,"Ery:CALM1_Ery:PTH2R","Ery","CALM1","Ery","PTH2R",0.141166666666667,0.434333333333333,-1.62140320923594,-0.436247425136071,NA
"1788",1788,"Ery:CALM1_Ery:KCNQ5","Ery","CALM1","Ery","KCNQ5",0.0828333333333333,0.370333333333333,-2.16054105982681,-0.436247425136071,NA
"1789",1789,"Ery:CALM1_Gran:KCNQ5","Ery","CALM1","Gran","KCNQ5",0.142833333333333,0.3445,-1.27017127931295,-0.436247425136071,NA
"1790",1790,"Ery:CALM1_HSPC:KCNQ5","Ery","CALM1","HSPC","KCNQ5",0.1555,0.4325,-1.47578555239348,-0.436247425136071,NA
"1792",1792,"Ery:ITGA6_B:CD81","Ery","ITGA6","B","CD81",0.0836666666666667,0.152,-0.86134646021397,NA,-0.274832051031821
"1793",1793,"Gran:ITGA6_B:CD81","Gran","ITGA6","B","CD81",0.166714285714286,0.223833333333333,-0.425047165056542,NA,-0.274832051031821
"1794",1794,"HSPC:ITGA6_B:CD81","HSPC","ITGA6","B","CD81",0.185571428571429,0.243333333333333,-0.390959359655947,NA,-0.274832051031821
"1795",1795,"Mono:ITGA6_B:CD81","Mono","ITGA6","B","CD81",0.157285714285714,0.1835,-0.222392421336448,NA,-0.274832051031821
"1796",1796,"T:ITGA6_B:CD81","T","ITGA6","B","CD81",0.177714285714286,0.247166666666667,-0.475924533660476,NA,-0.274832051031821
"1797",1797,"DC:CD4_Mono:HLA-DQA1","DC","CD4","Mono","HLA-DQA1",0.124666666666667,0.273833333333333,-1.13522230506244,NA,-0.276706574730164
"1798",1798,"Ery:CD4_Mono:HLA-DQA1","Ery","CD4","Mono","HLA-DQA1",0.0403333333333333,0.163,-2.01482741767764,NA,-0.276706574730164
"1799",1799,"Gran:CD4_Mono:HLA-DQA1","Gran","CD4","Mono","HLA-DQA1",0.170857142857143,0.198833333333333,-0.218769074833571,NA,-0.276706574730164
"1800",1800,"Mono:CD4_Mono:HLA-DQA1","Mono","CD4","Mono","HLA-DQA1",0.190714285714286,0.254166666666667,-0.414361922099143,NA,-0.276706574730164
"1801",1801,"T:CD4_Mono:HLA-DQA1","T","CD4","Mono","HLA-DQA1",0.106714285714286,0.17,-0.671781425406069,NA,-0.276706574730164
"1802",1802,"DC:CD4_Mono:HLA-DMB","DC","CD4","Mono","HLA-DMB",0.133166666666667,0.288333333333333,-1.11450462959611,NA,-0.302824340710422
"1803",1803,"Ery:CD4_Mono:HLA-DMB","Ery","CD4","Mono","HLA-DMB",0.0533333333333333,0.177166666666667,-1.73199778664374,NA,-0.302824340710422
"1804",1804,"Gran:CD4_Mono:HLA-DMB","Gran","CD4","Mono","HLA-DMB",0.180714285714286,0.213333333333333,-0.239398846642138,NA,-0.302824340710422
"1805",1805,"Mono:CD4_Mono:HLA-DMB","Mono","CD4","Mono","HLA-DMB",0.200571428571429,0.268333333333333,-0.419910174033866,NA,-0.302824340710422
"1806",1806,"T:CD4_Mono:HLA-DMB","T","CD4","Mono","HLA-DMB",0.116857142857143,0.1845,-0.658874895176252,NA,-0.302824340710422
"1807",1807,"Mono:CD36_DC:THBS3","Mono","CD36","DC","THBS3",0.246,0.207333333333333,0.246706235929793,0.282537866386678,NA
"1808",1808,"Mono:CD36_Ery:THBS3","Mono","CD36","Ery","THBS3",0.143666666666667,0.204666666666667,-0.510550786281081,0.282537866386678,NA
"1809",1809,"DC:ITGA6_Ery:CD82","DC","ITGA6","Ery","CD82",0.0644,0.099,-0.620367836852355,NA,-0.265601021427961
"1810",1810,"Ery:ITGA6_Ery:CD82","Ery","ITGA6","Ery","CD82",0.0616666666666667,0.182666666666667,-1.56665062244421,NA,-0.265601021427961
"1811",1811,"Gran:ITGA6_Ery:CD82","Gran","ITGA6","Ery","CD82",0.0598333333333333,0.300166666666667,-2.32674243208322,NA,-0.265601021427961
"1812",1812,"HSPC:ITGA6_Ery:CD82","HSPC","ITGA6","Ery","CD82",0.0925,0.319666666666667,-1.78904304378066,NA,-0.265601021427961
"1813",1813,"T:ITGA6_Ery:CD82","T","ITGA6","Ery","CD82",0.0901666666666667,0.323,-1.84086807158827,NA,-0.265601021427961
"1814",1814,"Ery:GSTP1_Ery:TRAF2","Ery","GSTP1","Ery","TRAF2",0.1995,0.359666666666667,-0.850271712544515,-0.294979870231714,NA
"1815",1815,"Ery:GSTP1_HSPC:TRAF2","Ery","GSTP1","HSPC","TRAF2",0.228833333333333,0.338166666666667,-0.563437239609558,-0.294979870231714,NA
"1816",1816,"Ery:MPIG6B_Mono:IGFBP7","Ery","MPIG6B","Mono","IGFBP7",0.012,0.0661666666666667,-2.46307019570065,NA,0.367949944922305
"1817",1817,"HSPC:MPIG6B_Mono:IGFBP7","HSPC","MPIG6B","Mono","IGFBP7",0.0694285714285714,0.0998333333333333,-0.523992110519453,NA,0.367949944922305
"1818",1818,"Gran:HLA-DPB1_Gran:LAG3","Gran","HLA-DPB1","Gran","LAG3",0.112428571428571,0.165,-0.553457310795934,-0.332443578130534,NA
"1819",1819,"Gran:HLA-DPB1_HSPC:LAG3","Gran","HLA-DPB1","HSPC","LAG3",0.155571428571429,0.3285,-1.07831624366303,-0.332443578130534,NA
"1820",1820,"Gran:HLA-DPB1_T:LAG3","Gran","HLA-DPB1","T","LAG3",0.263,0.3475,-0.401950178318567,-0.332443578130534,NA
"1821",1821,"HSPC:HLA-DPB1_Gran:LAG3","HSPC","HLA-DPB1","Gran","LAG3",0.0607142857142857,0.162666666666667,-1.42181072787427,-0.25294619622187,NA
"1822",1822,"HSPC:HLA-DPB1_HSPC:LAG3","HSPC","HLA-DPB1","HSPC","LAG3",0.152857142857143,0.325666666666667,-1.09121209201632,-0.25294619622187,NA
"1823",1823,"HSPC:HLA-DPB1_T:LAG3","HSPC","HLA-DPB1","T","LAG3",0.215142857142857,0.345166666666667,-0.681998204885032,-0.25294619622187,NA
"1824",1824,"Mono:HLA-DPB1_Gran:LAG3","Mono","HLA-DPB1","Gran","LAG3",0.0952857142857143,0.2135,-1.16390423049351,-0.532969590968082,NA
"1825",1825,"Mono:HLA-DPB1_HSPC:LAG3","Mono","HLA-DPB1","HSPC","LAG3",0.170285714285714,0.3895,-1.19366591965711,-0.532969590968082,NA
"1826",1826,"Mono:HLA-DPB1_T:LAG3","Mono","HLA-DPB1","T","LAG3",0.284428571428571,0.409,-0.52403444927885,-0.532969590968082,NA
"1827",1827,"Mono:HLA-DQA1_Gran:LAG3","Mono","HLA-DQA1","Gran","LAG3",0.0471428571428571,0.0886666666666667,-0.911352642591822,-0.276706574730164,NA
"1828",1828,"Mono:HLA-DQA1_HSPC:LAG3","Mono","HLA-DQA1","HSPC","LAG3",0.0561428571428571,0.153,-1.44635726249165,-0.276706574730164,NA
"1829",1829,"Mono:HLA-DQA1_T:LAG3","Mono","HLA-DQA1","T","LAG3",0.132,0.172333333333333,-0.384663850235325,-0.276706574730164,NA
"1830",1830,"B:CD79B_Ery:KREMEN1","B","CD79B","Ery","KREMEN1",0.203833333333333,0.442,-1.1166563715852,-0.657093855301775,NA
"1831",1831,"Ery:CD63_DC:KIT","Ery","CD63","DC","KIT",0.0634,0.278833333333333,-2.13684829406515,-0.37753931049514,NA
"1832",1832,"Ery:CD63_Ery:KIT","Ery","CD63","Ery","KIT",0.0561666666666667,0.328166666666667,-2.54664261471969,-0.37753931049514,NA
"1833",1833,"Ery:CD63_HSPC:KIT","Ery","CD63","HSPC","KIT",0.131666666666667,0.341166666666667,-1.37358654395895,-0.37753931049514,NA
"1834",1834,"Mono:CD63_DC:KIT","Mono","CD63","DC","KIT",0.206333333333333,0.393666666666667,-0.931997650182893,0.258755429782416,NA
"1835",1835,"Mono:CD63_Ery:KIT","Mono","CD63","Ery","KIT",0.224,0.443,-0.983807966497414,0.258755429782416,NA
"1836",1836,"Mono:CD63_HSPC:KIT","Mono","CD63","HSPC","KIT",0.497142857142857,0.455833333333333,0.125154051719724,0.258755429782416,NA
"1840",1840,"Mono:FLT3_T:FLT3LG","Mono","FLT3","T","FLT3LG",0.134714285714286,0.0793333333333333,0.763903776030705,0.297407112032438,NA
"1841",1841,"Mono:ADM_DC:GPR84","Mono","ADM","DC","GPR84",0.052,0.0711666666666667,-0.452690040758242,0.456471928300587,NA
"1842",1842,"Mono:ADM_Gran:GPR84","Mono","ADM","Gran","GPR84",0.117571428571429,0.0745,0.65822517790186,0.456471928300587,NA
