interaction_ID,AML.0024,AML.0160,AML.0693,AML.1371,AML.2123,AML.3133,AML.4340,healthy.1,healthy.2,healthy.3,healthy.4,healthy.4003,healthy.5
T:HLA-DPA1_Mono:TNFSF9,1,0,0,0,0,0,0,0,0,0,0,0,0
Gran:HLA-DPA1_Ery:GAL,0,0,1,0,0,0,0,1,1,1,1,1,1
Gran:HLA-DPA1_Gran:GAL,1,0,0,0,0,0,0,0,0,0,0,0,0
Gran:HLA-DPA1_HSPC:GAL,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:HLA-DPA1_Ery:GAL,0,0,1,0,0,0,0,1,1,1,1,1,1
Mono:HLA-DPA1_Gran:GAL,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:HLA-DPA1_HSPC:GAL,1,0,0,0,0,0,0,0,0,0,0,0,0
DC:LDLR_Ery:HSPA8,1,0,0,1,0,0,0,0,1,0,0,0,0
Ery:LDLR_Ery:HSPA8,0,0,1,1,0,0,0,0,1,1,1,1,1
Gran:LDLR_Ery:HSPA8,1,1,1,1,1,1,0,1,1,1,1,1,1
HSPC:LDLR_Ery:HSPA8,1,1,1,1,0,1,0,1,1,0,0,1,1
Mono:LDLR_Ery:HSPA8,1,1,1,1,1,0,0,1,1,0,0,0,1
T:LDLR_Ery:HSPA8,0,1,0,0,0,0,0,0,0,0,0,0,0
DC:ADRB2_Ery:HSPA8,0,0,0,1,0,0,0,0,0,0,1,0,0
Gran:ADRB2_Ery:HSPA8,0,0,0,1,0,0,0,0,1,0,0,1,0
HSPC:ADRB2_Ery:HSPA8,0,0,0,1,0,0,0,0,0,0,0,0,0
Mono:ADRB2_Ery:HSPA8,0,0,0,1,0,0,0,0,0,0,0,0,0
NK:ADRB2_Ery:HSPA8,0,0,0,1,1,0,0,0,0,0,1,0,0
T:ADRB2_Ery:HSPA8,1,0,0,1,0,0,0,0,0,0,0,0,0
DC:FCGR2A_B:CD72,0,0,0,1,0,0,1,0,0,1,1,1,0
Ery:FCGR2A_B:CD72,0,0,0,0,0,0,0,0,0,0,1,0,0
Gran:FCGR2A_B:CD72,1,0,0,1,1,0,0,0,0,1,0,1,0
HSPC:FCGR2A_B:CD72,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:FCGR2A_B:CD72,1,0,0,1,0,0,1,0,0,1,1,1,1
DC:FCGR1A_B:CD72,0,0,0,1,0,0,0,0,0,0,0,0,0
Ery:FCGR1A_B:CD72,1,0,0,0,0,0,0,0,0,0,0,0,0
Gran:FCGR1A_B:CD72,1,0,0,1,0,0,0,0,0,1,1,1,0
HSPC:FCGR1A_B:CD72,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:FCGR1A_B:CD72,1,0,0,1,1,0,1,0,0,1,1,1,0
NK:ITGB2_B:SPON2,0,0,0,0,0,0,1,0,0,0,0,0,0
NK:ITGB2_DC:SPON2,0,0,0,1,0,0,1,0,0,0,0,0,0
NK:ITGB2_Gran:SPON2,0,0,0,1,1,0,0,0,0,0,0,0,0
NK:ITGB2_HSPC:SPON2,0,0,0,0,1,1,1,0,0,0,0,0,0
NK:ITGB2_NK:SPON2,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:ITGB2_T:SPON2,1,0,0,1,1,0,1,0,0,0,0,1,0
Gran:ITGA4_B:SPON2,0,0,0,0,0,0,1,0,0,0,0,0,0
Gran:ITGA4_DC:SPON2,0,0,0,1,0,0,1,0,0,0,0,0,0
Gran:ITGA4_HSPC:SPON2,0,0,0,0,1,1,1,0,0,0,0,0,0
Gran:ITGA4_NK:SPON2,1,0,1,1,1,1,1,1,1,1,1,1,1
Gran:ITGA4_T:SPON2,1,0,0,1,1,0,1,0,0,0,0,1,0
B:ITGB2_Gran:S100A8,1,0,0,1,1,0,1,0,0,1,1,0,0
DC:ITGB2_Gran:S100A8,1,1,1,1,0,1,1,1,1,1,1,1,1
Ery:ITGB2_Gran:S100A8,1,0,0,1,0,0,0,0,0,1,0,0,0
Gran:ITGB2_Gran:S100A8,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:ITGB2_Gran:S100A8,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:ITGB2_Gran:S100A8,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:ITGB2_B:S100A8,1,0,0,0,1,1,0,0,0,0,0,0,0
NK:ITGB2_DC:S100A8,1,0,1,1,0,1,1,1,1,1,1,1,1
NK:ITGB2_Gran:S100A8,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:ITGB2_HSPC:S100A8,0,0,0,0,0,1,0,0,0,0,0,0,1
NK:ITGB2_Mono:S100A8,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:ITGB2_NK:S100A8,1,0,0,0,1,1,1,1,1,1,1,0,0
NK:ITGB2_T:S100A8,1,0,0,0,1,1,0,0,0,1,0,0,0
T:ITGB2_Gran:S100A8,1,1,1,1,1,1,1,1,1,1,1,1,1
DC:TLR4_Gran:S100A8,1,1,0,1,0,1,0,0,0,1,1,0,0
Gran:TLR4_Gran:S100A8,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:TLR4_Gran:S100A8,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:TLR4_Gran:S100A8,1,1,1,1,1,1,1,1,1,1,1,1,1
B:ITGB2_Gran:S100A9,1,0,0,1,1,0,1,0,0,1,1,0,0
DC:ITGB2_Gran:S100A9,1,1,1,1,0,1,1,1,1,1,1,1,1
Ery:ITGB2_Gran:S100A9,1,0,0,1,0,0,0,0,0,1,0,0,0
Gran:ITGB2_Gran:S100A9,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:ITGB2_Gran:S100A9,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:ITGB2_Gran:S100A9,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:ITGB2_B:S100A9,1,0,0,0,0,1,0,0,0,0,0,0,1
NK:ITGB2_DC:S100A9,1,0,1,1,0,1,1,1,1,1,1,1,1
NK:ITGB2_Gran:S100A9,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:ITGB2_Mono:S100A9,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:ITGB2_NK:S100A9,1,0,0,0,1,1,1,1,1,1,1,1,0
NK:ITGB2_T:S100A9,1,0,0,0,1,1,0,0,0,1,0,1,1
T:ITGB2_Gran:S100A9,1,1,1,1,1,1,1,1,1,1,1,1,1
DC:TLR4_Gran:S100A9,1,1,0,1,0,1,0,0,0,1,1,0,0
Gran:TLR4_Gran:S100A9,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:TLR4_Gran:S100A9,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:TLR4_Gran:S100A9,1,1,1,1,1,1,1,1,1,1,1,1,1
NK:ITGB2_B:ICAM2,0,0,0,1,0,0,0,0,0,1,1,1,0
NK:ITGB2_DC:ICAM2,0,0,0,1,0,1,0,0,0,1,1,1,0
NK:ITGB2_Ery:ICAM2,0,0,1,1,1,0,0,1,1,1,1,1,1
NK:ITGB2_Gran:ICAM2,1,0,0,1,0,0,0,0,0,1,1,1,0
NK:ITGB2_HSPC:ICAM2,1,0,1,1,1,0,0,1,1,1,1,1,1
NK:ITGB2_Mono:ICAM2,1,0,0,1,0,1,0,0,0,1,1,1,0
NK:ITGB2_NK:ICAM2,1,0,0,1,1,0,0,0,0,1,1,1,0
NK:ITGB2_T:ICAM2,1,0,0,1,0,0,0,0,0,1,1,1,0
NK:LAMP1_B:FAM3C,1,0,1,1,1,1,1,1,1,1,1,1,0
NK:LAMP1_DC:FAM3C,0,0,0,1,0,0,1,0,0,1,1,0,0
NK:LAMP1_Ery:FAM3C,0,0,1,0,1,1,0,1,1,1,1,0,0
NK:LAMP1_Gran:FAM3C,1,0,1,1,0,0,0,0,0,1,1,0,0
NK:LAMP1_HSPC:FAM3C,1,0,0,1,0,0,1,1,1,1,1,1,0
NK:LAMP1_Mono:FAM3C,1,0,0,0,0,0,1,0,0,0,0,0,0
NK:LAMP1_NK:FAM3C,0,0,0,1,0,0,0,0,0,0,1,0,0
B:HLA-C_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
DC:HLA-C_B:CD53,1,1,1,1,0,0,1,1,0,1,1,1,1
Ery:HLA-C_B:CD53,1,1,1,1,1,0,0,1,0,1,1,1,1
Gran:HLA-C_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
HSPC:HLA-C_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
Mono:HLA-C_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
NK:HLA-C_B:CD53,1,0,1,1,1,0,1,1,0,1,1,1,1
T:HLA-C_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
B:HLA-DRA_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
DC:HLA-DRA_B:CD53,1,1,1,1,0,0,1,1,0,1,1,1,1
Ery:HLA-DRA_B:CD53,0,1,0,1,1,0,0,0,0,1,0,0,1
Gran:HLA-DRA_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
Gran:HLA-DRA_DC:CD53,1,1,1,1,0,1,1,1,1,1,1,1,1
Gran:HLA-DRA_Ery:CD53,1,0,0,1,0,0,0,1,1,1,1,0,0
Gran:HLA-DRA_Gran:CD53,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:HLA-DRA_HSPC:CD53,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:HLA-DRA_Mono:CD53,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:HLA-DRA_NK:CD53,1,0,0,1,1,1,1,1,0,1,1,1,1
Gran:HLA-DRA_T:CD53,1,1,0,1,1,1,1,1,0,1,1,1,1
HSPC:HLA-DRA_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
Mono:HLA-DRA_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
Mono:HLA-DRA_DC:CD53,1,1,1,1,0,1,1,1,1,1,1,1,1
Mono:HLA-DRA_Ery:CD53,1,0,0,1,0,0,0,1,1,1,1,0,0
Mono:HLA-DRA_Gran:CD53,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRA_HSPC:CD53,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRA_Mono:CD53,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRA_NK:CD53,1,0,0,1,1,1,1,1,0,1,1,1,1
Mono:HLA-DRA_T:CD53,1,1,0,1,1,1,1,1,0,1,1,1,1
NK:HLA-DRA_B:CD53,1,0,1,1,1,0,0,1,0,1,1,1,1
T:HLA-DRA_B:CD53,1,1,0,1,1,0,1,1,0,1,1,1,1
B:HLA-DRB1_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
DC:HLA-DRB1_B:CD53,1,1,1,1,0,0,1,1,0,1,1,1,1
Ery:HLA-DRB1_B:CD53,1,1,0,1,1,0,0,0,0,1,0,0,1
Gran:HLA-DRB1_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
Gran:HLA-DRB1_DC:CD53,1,1,1,1,0,1,1,1,1,1,1,1,1
Gran:HLA-DRB1_Ery:CD53,1,0,0,1,0,0,0,1,1,1,1,0,0
Gran:HLA-DRB1_Gran:CD53,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:HLA-DRB1_HSPC:CD53,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:HLA-DRB1_Mono:CD53,1,1,1,1,1,1,1,1,1,1,1,1,1
Gran:HLA-DRB1_NK:CD53,1,0,0,1,1,1,1,1,0,1,1,1,1
Gran:HLA-DRB1_T:CD53,1,1,0,1,1,1,1,1,0,1,1,1,1
HSPC:HLA-DRB1_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
Mono:HLA-DRB1_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
Mono:HLA-DRB1_DC:CD53,1,1,1,1,0,1,1,1,1,1,1,1,1
Mono:HLA-DRB1_Ery:CD53,1,0,0,1,0,0,0,1,1,1,1,0,0
Mono:HLA-DRB1_Gran:CD53,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRB1_HSPC:CD53,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRB1_Mono:CD53,1,1,1,1,1,1,1,1,1,1,1,1,1
Mono:HLA-DRB1_NK:CD53,1,0,0,1,1,1,1,1,0,1,1,1,1
Mono:HLA-DRB1_T:CD53,1,1,0,1,1,1,1,1,0,1,1,1,1
NK:HLA-DRB1_B:CD53,1,0,1,1,1,0,1,1,0,1,0,1,1
T:HLA-DRB1_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
B:MS4A1_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
DC:CD2_B:CD53,0,0,0,0,0,0,0,0,0,1,1,1,1
Gran:CD2_B:CD53,0,0,0,0,1,0,0,0,0,1,0,0,0
NK:CD2_B:CD53,1,0,1,1,1,0,0,0,0,1,1,1,1
T:CD2_B:CD53,1,1,1,1,1,0,1,1,0,1,1,1,1
DC:TLR4_Gran:RETN,1,1,0,0,0,1,0,0,0,1,1,0,0
Ery:TLR4_Gran:RETN,1,0,0,0,0,0,0,0,0,0,0,0,0
Gran:TLR4_Gran:RETN,1,1,1,0,1,1,1,1,1,1,1,1,1
HSPC:TLR4_Gran:RETN,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:TLR4_Gran:RETN,1,1,1,0,1,1,1,1,1,1,1,1,1
B:CAP1_Gran:RETN,1,0,1,0,1,0,1,1,1,1,1,1,1
DC:CAP1_Gran:RETN,1,1,1,0,0,1,1,1,1,1,1,1,1
Ery:CAP1_Gran:RETN,1,1,1,0,1,1,0,1,1,1,1,1,1
Gran:CAP1_Gran:RETN,1,1,1,0,1,1,1,1,1,1,1,1,1
HSPC:CAP1_Gran:RETN,1,1,1,0,1,1,1,1,1,1,1,1,1
Mono:CAP1_Gran:RETN,1,1,1,0,1,1,1,1,1,1,1,1,1
NK:CAP1_Gran:RETN,1,0,1,0,1,1,1,1,0,1,1,1,1
T:CAP1_Gran:RETN,1,1,1,0,1,1,1,1,1,1,1,1,1
DC:TLR4_Gran:S100A12,1,1,0,1,0,1,0,0,0,1,1,0,0
Gran:TLR4_Gran:S100A12,1,1,0,1,1,1,1,1,1,1,1,1,1
HSPC:TLR4_Gran:S100A12,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:TLR4_Gran:S100A12,1,1,0,1,1,1,1,1,1,1,1,1,1
DC:CD36_Gran:S100A12,1,1,0,1,0,1,1,1,1,1,1,1,1
Ery:CD36_Gran:S100A12,1,1,0,1,1,1,0,1,1,1,1,1,1
Gran:CD36_Gran:S100A12,1,1,0,1,1,1,1,1,1,1,1,1,1
HSPC:CD36_Gran:S100A12,0,0,0,0,0,0,0,1,1,1,1,0,1
Mono:CD36_DC:S100A12,0,1,1,0,0,1,1,1,1,1,1,1,0
Mono:CD36_Gran:S100A12,1,1,0,1,1,1,1,1,1,1,1,1,1
Mono:CD36_Mono:S100A12,1,1,1,1,1,1,1,1,1,1,1,1,1
HSPC:CD44_B:COL9A2,0,1,0,0,0,0,0,0,0,0,0,0,0
HSPC:CD44_DC:COL9A2,0,1,0,1,0,1,1,1,1,1,1,0,0
HSPC:CD44_Gran:COL9A2,1,0,1,1,0,1,0,0,0,0,0,0,0
HSPC:CD44_HSPC:COL9A2,1,0,0,0,0,0,0,0,0,0,0,0,0
HSPC:CD44_Mono:COL9A2,0,0,0,1,0,0,0,0,0,0,0,0,0
T:CD44_B:COL9A2,0,1,0,0,0,0,0,0,0,0,0,0,0
T:CD44_DC:COL9A2,0,1,0,1,0,1,1,1,1,1,1,0,0
T:CD44_Gran:COL9A2,1,0,1,1,0,1,0,0,0,0,0,0,0
T:CD44_HSPC:COL9A2,1,0,0,0,0,0,0,0,0,0,0,0,0
T:CD44_Mono:COL9A2,0,0,0,1,0,0,0,0,0,0,0,0,0
B:ITGA4_Mono:CD9,1,0,0,1,0,0,0,1,0,0,0,0,0
DC:ITGA4_Mono:CD9,1,0,0,1,0,0,1,1,0,0,0,0,0
Ery:ITGA4_Mono:CD9,1,0,0,1,0,0,0,1,0,0,0,0,0
Gran:ITGA4_B:CD9,0,0,0,0,0,0,0,1,1,0,1,0,0
Gran:ITGA4_DC:CD9,0,0,0,1,0,0,0,0,0,0,0,0,0
Gran:ITGA4_HSPC:CD9,0,1,0,1,0,0,0,0,1,0,0,1,1
HSPC:ITGA4_Mono:CD9,1,0,0,1,0,0,1,1,0,0,0,0,0
Mono:ITGA4_Mono:CD9,1,0,0,1,0,0,1,1,0,0,0,0,0
NK:ITGA4_Mono:CD9,1,0,0,1,0,0,1,1,0,0,0,0,0
T:ITGA4_Mono:CD9,1,0,0,1,0,0,1,1,0,0,0,0,0
B:HLA-DRA_Mono:CD9,1,0,0,1,0,0,1,1,0,0,0,0,0
DC:HLA-DRA_Mono:CD9,1,0,0,1,0,0,1,1,0,0,0,0,0
Gran:HLA-DRA_B:CD9,0,0,0,0,0,0,0,1,1,0,1,0,0
Gran:HLA-DRA_DC:CD9,0,0,0,1,0,0,0,0,0,0,0,0,0
Gran:HLA-DRA_Ery:CD9,0,1,0,0,0,0,0,0,0,0,0,0,0
Gran:HLA-DRA_Gran:CD9,1,0,0,1,1,0,1,0,0,0,0,0,0
Gran:HLA-DRA_HSPC:CD9,0,1,0,1,0,0,0,0,1,0,0,1,1
Gran:HLA-DRA_Mono:CD9,1,0,0,1,0,0,1,1,0,0,0,0,0
HSPC:HLA-DRA_Mono:CD9,1,0,0,1,0,0,1,1,0,0,0,0,0
Mono:HLA-DRA_B:CD9,0,0,0,0,0,0,0,1,1,0,1,0,0
Mono:HLA-DRA_DC:CD9,0,0,0,1,0,0,0,0,0,0,0,0,0
Mono:HLA-DRA_Ery:CD9,0,1,0,0,0,0,0,0,0,0,0,0,0
Mono:HLA-DRA_Gran:CD9,1,0,0,1,1,0,1,0,0,0,0,0,0
Mono:HLA-DRA_HSPC:CD9,0,1,0,1,0,0,0,0,1,0,0,1,1
Mono:HLA-DRA_Mono:CD9,1,0,0,1,0,0,1,1,0,0,0,0,0
Gran:CD52_B:SIGLEC10,0,0,0,0,1,0,0,0,0,0,0,0,0
Gran:CD52_DC:SIGLEC10,0,0,0,1,0,0,0,0,0,1,0,0,0
Gran:CD52_Gran:SIGLEC10,0,0,0,1,0,0,1,0,0,0,0,0,0
Gran:CD52_HSPC:SIGLEC10,1,0,0,0,0,0,0,0,0,0,0,0,0
Gran:CD52_Mono:SIGLEC10,1,0,0,1,0,1,0,0,1,0,1,1,0
Mono:CD52_B:SIGLEC10,0,0,0,0,1,0,0,0,0,0,0,0,0
Mono:CD52_DC:SIGLEC10,0,0,0,1,0,0,0,0,0,1,0,0,0
Mono:CD52_Gran:SIGLEC10,0,0,0,1,0,0,1,0,0,0,0,0,0
Mono:CD52_HSPC:SIGLEC10,1,0,0,0,0,0,0,0,0,0,0,0,0
Mono:CD52_Mono:SIGLEC10,1,0,0,1,0,1,0,0,1,0,1,1,0
B:HLA-B_Ery:CANX,1,1,1,1,1,1,0,1,1,1,1,1,1
DC:HLA-B_Ery:CANX,1,1,1,1,0,1,0,1,1,1,1,1,1
Ery:HLA-B_Ery:CANX,1,1,1,1,1,1,0,1,1,1,1,1,1
Gran:HLA-B_Ery:CANX,1,1,1,1,1,1,0,1,1,1,1,1,1
HSPC:HLA-B_Ery:CANX,1,1,1,1,1,1,0,1,1,1,1,1,1
Mono:HLA-B_Ery:CANX,1,1,1,1,1,1,0,1,1,1,1,1,1
NK:HLA-B_Ery:CANX,1,0,1,1,1,1,0,1,1,1,1,1,1
T:HLA-B_Ery:CANX,1,1,1,1,1,1,0,1,1,1,1,1,1
Mono:C1QA_DC:CD33,1,1,0,0,0,0,0,0,0,0,0,0,0
Mono:C1QA_Gran:CD33,1,1,0,0,0,0,0,0,0,0,0,0,0
Mono:C1QA_Mono:CD33,1,1,0,0,0,0,0,0,0,0,0,0,0
DC:TNFRSF1A_B:LTB,1,1,0,1,0,1,1,1,1,1,1,1,1
Ery:TNFRSF1A_B:LTB,0,1,0,0,0,0,0,1,0,1,1,1,0
Gran:TNFRSF1A_B:LTB,1,1,1,1,1,1,1,1,1,1,1,1,0
HSPC:TNFRSF1A_B:LTB,1,1,1,1,1,1,1,1,0,1,1,1,1
Mono:TNFRSF1A_B:LTB,1,1,1,1,1,1,1,1,1,1,1,1,0
NK:TNFRSF1A_B:LTB,0,0,0,0,0,0,0,0,0,0,1,0,0
B:CD40_B:LTB,1,1,0,1,1,1,1,1,1,1,1,1,1
DC:CD40_B:LTB,1,0,0,0,0,0,0,0,0,1,0,0,0
Ery:CD40_B:LTB,0,0,0,0,0,0,0,1,1,1,0,0,0
HSPC:CD40_B:LTB,0,0,0,0,0,0,0,0,0,1,0,0,0
Mono:CD40_B:LTB,1,0,0,0,0,0,0,0,0,1,0,0,0
DC:LTBR_B:LTB,0,1,1,1,0,0,1,0,0,1,1,1,0
Ery:LTBR_B:LTB,0,1,0,0,0,0,0,0,1,1,0,0,0
Gran:LTBR_B:LTB,1,1,1,1,0,1,1,1,1,1,1,1,0
HSPC:LTBR_B:LTB,1,1,0,1,1,0,1,0,0,1,1,0,0
Mono:LTBR_B:LTB,1,1,1,1,1,0,1,0,0,1,1,1,0
DC:FCGRT_DC:LILRA2,1,1,0,1,0,0,0,1,1,1,1,1,0
DC:FCGRT_Gran:LILRA2,1,1,1,1,0,0,0,1,1,1,1,1,1
DC:FCGRT_HSPC:LILRA2,1,0,0,1,0,0,0,0,0,0,0,0,0
DC:FCGRT_Mono:LILRA2,1,1,1,1,0,0,1,1,1,1,1,1,1
Ery:FCGRT_DC:LILRA2,0,1,0,1,0,0,0,1,1,1,1,1,0
Ery:FCGRT_Gran:LILRA2,0,1,1,1,0,1,0,1,1,1,1,1,1
Ery:FCGRT_HSPC:LILRA2,0,0,0,1,0,0,0,0,0,0,0,0,0
Ery:FCGRT_Mono:LILRA2,0,1,1,1,0,1,0,1,1,1,1,1,1
DC:HLA-G_NK:KLRC1,1,0,0,0,0,0,0,0,0,0,0,0,0
B:HLA-E_NK:KLRC1,1,0,0,1,1,1,1,1,0,1,1,1,1
DC:HLA-E_NK:KLRC1,1,0,0,1,0,1,1,1,0,1,1,1,1
Ery:HLA-E_NK:KLRC1,1,0,0,1,1,1,0,1,0,1,1,1,1
Gran:HLA-E_NK:KLRC1,1,0,0,1,1,1,1,1,0,1,1,1,1
HSPC:HLA-E_NK:KLRC1,1,0,0,1,1,1,1,1,0,1,1,1,1
Mono:HLA-E_NK:KLRC1,1,0,0,1,1,1,1,1,0,1,1,1,1
NK:HLA-E_NK:KLRC1,1,0,0,1,1,1,1,1,0,1,1,1,1
T:HLA-E_NK:KLRC1,1,0,0,1,1,1,1,1,0,1,1,1,1
NK:HLA-F_B:B2M,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:HLA-F_DC:B2M,1,0,1,1,0,1,1,1,1,1,1,1,1
NK:HLA-F_Ery:B2M,1,0,1,1,1,1,0,1,1,1,1,1,1
NK:HLA-F_Gran:B2M,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:HLA-F_HSPC:B2M,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:HLA-F_Mono:B2M,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:HLA-F_NK:B2M,1,0,1,1,1,1,1,1,1,1,1,1,1
NK:HLA-F_T:B2M,1,0,1,1,1,1,1,1,1,1,1,1,1
Ery:TFRC_B:B2M,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:TFRC_DC:B2M,1,1,1,1,0,1,0,1,1,1,1,1,1
Ery:TFRC_Ery:B2M,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:TFRC_Gran:B2M,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:TFRC_HSPC:B2M,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:TFRC_Mono:B2M,1,1,1,1,1,1,0,1,1,1,1,1,1
Ery:TFRC_NK:B2M,1,0,1,1,1,1,0,1,1,1,1,1,1
Ery:TFRC_T:B2M,1,1,1,1,1,1,0,1,1,1,1,1,1
NK:KLRC1_B:B2M,1,0,0,1,1,1,1,1,0,1,1,1,1
NK:KLRC1_DC:B2M,1,0,0,1,0,1,1,1,0,1,1,1,1
NK:KLRC1_Ery:B2M,1,0,0,1,1,1,0,1,0,1,1,1,1
NK:KLRC1_Gran:B2M,1,0,0,1,1,1,1,1,0,1,1,1,1
NK:KLRC1_HSPC:B2M,1,0,0,1,1,1,1,1,0,1,1,1,1
NK:KLRC1_Mono:B2M,1,0,0,1,1,1,1,1,0,1,1,1,1
NK:KLRC1_NK:B2M,1,0,0,1,1,1,1,1,0,1,1,1,1
NK:KLRC1_T:B2M,1,0,0,1,1,1,1,1,0,1,1,1,1
DC:FCGRT_DC:CD300E,0,0,0,1,0,0,0,0,0,1,1,1,0
DC:FCGRT_Gran:CD300E,0,0,0,1,0,0,0,1,0,0,0,0,0
DC:FCGRT_Mono:CD300E,1,0,1,1,0,0,1,1,1,1,1,1,1
Ery:FCGRT_DC:CD300E,0,0,0,1,0,0,0,0,0,1,1,1,0
Ery:FCGRT_Gran:CD300E,0,0,0,1,1,0,0,1,0,0,0,0,0
Ery:FCGRT_Mono:CD300E,0,0,1,1,1,1,0,1,1,1,1,1,1
DC:FCGRT_Mono:SHISA4,1,0,0,0,0,0,0,0,0,0,0,0,0
DC:FCGRT_B:IGFLR1,0,1,0,1,0,0,1,1,0,1,1,1,0
DC:FCGRT_DC:IGFLR1,1,1,1,1,0,0,1,1,1,1,1,1,1
DC:FCGRT_Ery:IGFLR1,0,0,0,1,0,0,0,1,1,1,1,1,1
DC:FCGRT_Gran:IGFLR1,1,1,0,1,0,0,1,1,1,1,1,1,0
DC:FCGRT_HSPC:IGFLR1,1,0,0,0,0,0,1,1,1,1,1,1,1
DC:FCGRT_Mono:IGFLR1,1,1,0,1,0,0,1,1,1,1,1,1,1
DC:FCGRT_NK:IGFLR1,0,0,0,1,0,0,1,0,0,1,1,0,0
DC:FCGRT_T:IGFLR1,0,0,0,1,0,0,0,0,0,1,1,0,0
Ery:FCGRT_B:IGFLR1,0,1,0,1,1,0,0,1,0,1,1,1,0
Ery:FCGRT_DC:IGFLR1,0,1,1,1,0,1,0,1,1,1,1,1,1
Ery:FCGRT_Ery:IGFLR1,0,0,0,1,1,0,0,1,1,1,1,1,1
Ery:FCGRT_Gran:IGFLR1,0,1,0,1,1,1,0,1,1,1,1,1,0
Ery:FCGRT_HSPC:IGFLR1,0,0,0,0,1,1,0,1,1,1,1,1,1
Ery:FCGRT_Mono:IGFLR1,0,1,0,1,1,1,0,1,1,1,1,1,1
Ery:FCGRT_NK:IGFLR1,0,0,0,1,1,0,0,0,0,1,1,0,0
Ery:FCGRT_T:IGFLR1,0,0,0,1,1,0,0,0,0,1,1,0,0
Mono:TNFSF9_B:FCRL1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gran:CD48_DC:IL18,1,1,1,1,0,0,0,1,1,1,1,1,1
Gran:CD48_Ery:IL18,0,0,1,1,1,0,0,1,1,1,1,1,1
Gran:CD48_Gran:IL18,1,1,1,1,0,0,0,1,1,1,1,1,0
Gran:CD48_HSPC:IL18,1,1,1,1,1,0,0,1,1,1,1,1,1
Gran:CD48_Mono:IL18,1,1,1,1,1,0,0,1,1,1,1,0,0
Mono:CD48_DC:IL18,1,1,1,1,0,1,1,1,1,1,1,1,1
Mono:CD48_Ery:IL18,0,0,1,1,1,1,0,1,1,1,1,1,1
Mono:CD48_Gran:IL18,1,1,1,1,0,1,0,1,1,1,1,1,0
