"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene"
"6056","NK:LTA_T:TNFRSF1B","NK","LTA","T","TNFRSF1B"
"6057","NK:PKM_T:CD44","NK","PKM","T","CD44"
"6058","NK:SPTAN1_T:PTPRA","NK","SPTAN1","T","PTPRA"
"6059","NK:TNF_T:ICOS","NK","TNF","T","ICOS"
"6060","NK:TNF_T:TNFRSF1B","NK","TNF","T","TNFRSF1B"
"6061","NK:TSPAN3_T:ADAM10","NK","TSPAN3","T","ADAM10"
"6062","DC:CD58_T:CD2","DC","CD58","T","CD2"
"6063","DC:HGF_T:CD44","DC","HGF","T","CD44"
"6064","DC:HGF_T:ITGB1","DC","HGF","T","ITGB1"
"6065","DC:HLA-A_T:CD3D","DC","HLA-A","T","CD3D"
"6066","DC:HLA-A_T:CD3G","DC","HLA-A","T","CD3G"
"6067","DC:HLA-A_T:CD8A","DC","HLA-A","T","CD8A"
"6068","DC:HLA-A_T:KLRD1","DC","HLA-A","T","KLRD1"
"6069","DC:HLA-B_T:KLRD1","DC","HLA-B","T","KLRD1"
"6070","DC:ITGA6_T:CD81","DC","ITGA6","T","CD81"
"6071","DC:TSPAN3_T:ADAM10","DC","TSPAN3","T","ADAM10"
"6072","DC:VEGFA_T:CD44","DC","VEGFA","T","CD44"
"6073","DC:VEGFA_T:ITGB1","DC","VEGFA","T","ITGB1"
"6074","DC:VIM_T:CD44","DC","VIM","T","CD44"
"6075","Ery:ADAM10_NK:CD44","Ery","ADAM10","NK","CD44"
"6076","Ery:ADAM10_NK:TSPAN14","Ery","ADAM10","NK","TSPAN14"
"6077","Ery:ADAM10_NK:TSPAN17","Ery","ADAM10","NK","TSPAN17"
"6078","Ery:APOE_NK:LRP8","Ery","APOE","NK","LRP8"
"6079","Ery:APOE_NK:SORL1","Ery","APOE","NK","SORL1"
"6080","Ery:ARF6_NK:SMAP1","Ery","ARF6","NK","SMAP1"
"6081","Ery:CALR_NK:HLA-F","Ery","CALR","NK","HLA-F"
"6082","Ery:CDH1_NK:ITGB7","Ery","CDH1","NK","ITGB7"
"6083","Ery:GAL_NK:HLA-DPA1","Ery","GAL","NK","HLA-DPA1"
"6084","Ery:GNAI2_NK:F2R","Ery","GNAI2","NK","F2R"
"6085","Ery:GNAI2_NK:S1PR5","Ery","GNAI2","NK","S1PR5"
"6086","Ery:HMGB1_NK:HAVCR2","Ery","HMGB1","NK","HAVCR2"
"6087","Ery:ICAM4_NK:ITGA4","Ery","ICAM4","NK","ITGA4"
"6088","Ery:ICAM4_NK:ITGAL","Ery","ICAM4","NK","ITGAL"
"6089","Ery:ICAM4_NK:ITGB1","Ery","ICAM4","NK","ITGB1"
"6090","Ery:ICAM4_NK:ITGB2","Ery","ICAM4","NK","ITGB2"
"6091","Ery:LGALS9_NK:HAVCR2","Ery","LGALS9","NK","HAVCR2"
"6092","Ery:LMAN1_NK:MCFD2","Ery","LMAN1","NK","MCFD2"
"6093","Ery:PIK3R1_NK:CBL","Ery","PIK3R1","NK","CBL"
"6094","Ery:PIK3R1_NK:EPN1","Ery","PIK3R1","NK","EPN1"
"6095","Ery:SNCA_NK:LAG3","Ery","SNCA","NK","LAG3"
"6096","Ery:TNXB_NK:ITGB1","Ery","TNXB","NK","ITGB1"
"6097","Ery:TSPAN3_NK:ADAM10","Ery","TSPAN3","NK","ADAM10"
"6098","B:ADAM10_NK:CD44","B","ADAM10","NK","CD44"
"6099","B:ADAM10_NK:TSPAN14","B","ADAM10","NK","TSPAN14"
"6100","B:ADAM10_NK:TSPAN17","B","ADAM10","NK","TSPAN17"
"6101","B:ARF6_NK:SMAP1","B","ARF6","NK","SMAP1"
"6102","B:BTK_NK:JAK2","B","BTK","NK","JAK2"
"6103","B:CALM2_NK:PDE1B","B","CALM2","NK","PDE1B"
"6104","B:CALM2_NK:SELL","B","CALM2","NK","SELL"
"6105","B:CD59_NK:CD2","B","CD59","NK","CD2"
"6106","B:HLA-A_NK:KIR3DL1","B","HLA-A","NK","KIR3DL1"
"6107","B:HLA-B_NK:CANX","B","HLA-B","NK","CANX"
"6108","B:HLA-B_NK:KIR3DL1","B","HLA-B","NK","KIR3DL1"
"6109","B:HLA-B_NK:KLRD1","B","HLA-B","NK","KLRD1"
"6110","B:HLA-E_NK:KIR3DL1","B","HLA-E","NK","KIR3DL1"
"6111","B:HLA-F_NK:KIR3DL1","B","HLA-F","NK","KIR3DL1"
"6112","B:HMGB1_NK:HAVCR2","B","HMGB1","NK","HAVCR2"
"6113","B:LMAN1_NK:MCFD2","B","LMAN1","NK","MCFD2"
"6114","B:LRPAP1_NK:LRP8","B","LRPAP1","NK","LRP8"
"6115","B:LRPAP1_NK:SORL1","B","LRPAP1","NK","SORL1"
"6116","B:LYZ_NK:ITGAL","B","LYZ","NK","ITGAL"
"6117","B:PECAM1_NK:CD38","B","PECAM1","NK","CD38"
"6118","B:PIK3R1_NK:CBL","B","PIK3R1","NK","CBL"
"6119","B:PIK3R1_NK:EPN1","B","PIK3R1","NK","EPN1"
"6120","B:TSPAN3_NK:ADAM10","B","TSPAN3","NK","ADAM10"
"6121","HSPC:ADAM10_NK:CD44","HSPC","ADAM10","NK","CD44"
"6122","HSPC:ADAM10_NK:TSPAN14","HSPC","ADAM10","NK","TSPAN14"
"6123","HSPC:ADAM10_NK:TSPAN17","HSPC","ADAM10","NK","TSPAN17"
"6124","HSPC:ADAM9_NK:ITGB1","HSPC","ADAM9","NK","ITGB1"
"6125","HSPC:ANGPT1_NK:ITGB1","HSPC","ANGPT1","NK","ITGB1"
"6126","HSPC:APP_NK:PTGER2","HSPC","APP","NK","PTGER2"
"6127","HSPC:APP_NK:RPSA","HSPC","APP","NK","RPSA"
"6128","HSPC:APP_NK:SORL1","HSPC","APP","NK","SORL1"
"6129","HSPC:AREG_NK:ICAM1","HSPC","AREG","NK","ICAM1"
"6130","HSPC:CD34_NK:SELL","HSPC","CD34","NK","SELL"
"6131","HSPC:CD69_NK:KLRB1","HSPC","CD69","NK","KLRB1"
"6132","HSPC:CD99_NK:CD81","HSPC","CD99","NK","CD81"
"6133","HSPC:CFH_NK:SELL","HSPC","CFH","NK","SELL"
"6134","HSPC:GNAI2_NK:F2R","HSPC","GNAI2","NK","F2R"
"6135","HSPC:GNAI2_NK:S1PR5","HSPC","GNAI2","NK","S1PR5"
"6136","HSPC:HGF_NK:CD44","HSPC","HGF","NK","CD44"
"6137","HSPC:HGF_NK:ITGB1","HSPC","HGF","NK","ITGB1"
"6138","HSPC:HMGB1_NK:HAVCR2","HSPC","HMGB1","NK","HAVCR2"
"6139","HSPC:LGALS9_NK:HAVCR2","HSPC","LGALS9","NK","HAVCR2"
"6140","HSPC:LMAN1_NK:MCFD2","HSPC","LMAN1","NK","MCFD2"
"6141","HSPC:PECAM1_NK:CD38","HSPC","PECAM1","NK","CD38"
"6142","HSPC:PIK3R1_NK:CBL","HSPC","PIK3R1","NK","CBL"
"6143","HSPC:PIK3R1_NK:EPN1","HSPC","PIK3R1","NK","EPN1"
"6144","HSPC:SPTAN1_NK:PTPRA","HSPC","SPTAN1","NK","PTPRA"
"6145","HSPC:TGFB1_NK:CXCR4","HSPC","TGFB1","NK","CXCR4"
"6146","HSPC:TGFB1_NK:ITGB1","HSPC","TGFB1","NK","ITGB1"
"6147","HSPC:TGFB1_NK:LPP","HSPC","TGFB1","NK","LPP"
"6148","HSPC:TGFB1_NK:TGFBR2","HSPC","TGFB1","NK","TGFBR2"
"6149","HSPC:TGFB1_NK:TGFBR3","HSPC","TGFB1","NK","TGFBR3"
"6150","HSPC:TSPAN3_NK:ADAM10","HSPC","TSPAN3","NK","ADAM10"
"6151","HSPC:VIM_NK:CD44","HSPC","VIM","NK","CD44"
"6152","T:ADAM10_NK:TSPAN14","T","ADAM10","NK","TSPAN14"
"6153","T:ADAM10_NK:TSPAN17","T","ADAM10","NK","TSPAN17"
"6154","T:ARF6_NK:SMAP1","T","ARF6","NK","SMAP1"
"6155","T:CALM2_NK:PDE1B","T","CALM2","NK","PDE1B"
"6156","T:CALM2_NK:SELL","T","CALM2","NK","SELL"
"6157","T:CALM3_NK:PDE1B","T","CALM3","NK","PDE1B"
"6158","T:CALM3_NK:SELL","T","CALM3","NK","SELL"
"6159","T:CALR_NK:HLA-F","T","CALR","NK","HLA-F"
"6160","T:HLA-A_NK:KIR3DL1","T","HLA-A","NK","KIR3DL1"
"6161","T:HLA-A_NK:KLRD1","T","HLA-A","NK","KLRD1"
"6162","T:HLA-B_NK:CANX","T","HLA-B","NK","CANX"
"6163","T:HLA-B_NK:KIR3DL1","T","HLA-B","NK","KIR3DL1"
"6164","T:HLA-B_NK:KLRD1","T","HLA-B","NK","KLRD1"
"6165","T:HLA-C_NK:CD81","T","HLA-C","NK","CD81"
"6166","T:HLA-C_NK:KIR3DL1","T","HLA-C","NK","KIR3DL1"
"6167","T:HLA-E_NK:KIR3DL1","T","HLA-E","NK","KIR3DL1"
"6168","T:HLA-E_NK:KLRC2","T","HLA-E","NK","KLRC2"
"6169","T:HLA-E_NK:KLRC3","T","HLA-E","NK","KLRC3"
"6170","T:HLA-E_NK:KLRD1","T","HLA-E","NK","KLRD1"
"6171","T:HLA-E_NK:KLRK1","T","HLA-E","NK","KLRK1"
"6172","T:HLA-F_NK:KIR3DL1","T","HLA-F","NK","KIR3DL1"
"6173","T:HMGB1_NK:HAVCR2","T","HMGB1","NK","HAVCR2"
"6174","T:ITGB2_NK:CD226","T","ITGB2","NK","CD226"
"6175","T:LMAN1_NK:MCFD2","T","LMAN1","NK","MCFD2"
"6176","T:LYZ_NK:ITGAL","T","LYZ","NK","ITGAL"
"6177","T:PIK3R1_NK:CBL","T","PIK3R1","NK","CBL"
"6178","T:PIK3R1_NK:EPN1","T","PIK3R1","NK","EPN1"
"6179","Gran:ADAM10_NK:CD44","Gran","ADAM10","NK","CD44"
"6180","Gran:ADAM10_NK:TSPAN14","Gran","ADAM10","NK","TSPAN14"
"6181","Gran:ADAM10_NK:TSPAN17","Gran","ADAM10","NK","TSPAN17"
"6182","Gran:ADAM9_NK:ITGB1","Gran","ADAM9","NK","ITGB1"
"6183","Gran:CD58_NK:CD2","Gran","CD58","NK","CD2"
"6184","Gran:COL9A2_NK:CD44","Gran","COL9A2","NK","CD44"
"6185","Gran:COL9A2_NK:ITGB1","Gran","COL9A2","NK","ITGB1"
"6186","Gran:HMGB1_NK:HAVCR2","Gran","HMGB1","NK","HAVCR2"
"6187","Gran:LGALS9_NK:HAVCR2","Gran","LGALS9","NK","HAVCR2"
"6188","Gran:LMAN1_NK:MCFD2","Gran","LMAN1","NK","MCFD2"
"6189","Gran:PECAM1_NK:CD38","Gran","PECAM1","NK","CD38"
"6190","Gran:PIK3R1_NK:CBL","Gran","PIK3R1","NK","CBL"
"6191","Gran:PIK3R1_NK:EPN1","Gran","PIK3R1","NK","EPN1"
"6192","Gran:TSPAN3_NK:ADAM10","Gran","TSPAN3","NK","ADAM10"
"6193","Gran:VSTM1_NK:LAMP1","Gran","VSTM1","NK","LAMP1"
"6194","Mono:ADAM10_NK:TSPAN14","Mono","ADAM10","NK","TSPAN14"
"6195","Mono:ADAM10_NK:TSPAN17","Mono","ADAM10","NK","TSPAN17"
"6196","Mono:ADAM9_NK:ITGB1","Mono","ADAM9","NK","ITGB1"
"6197","Mono:HMGB1_NK:HAVCR2","Mono","HMGB1","NK","HAVCR2"
"6198","Mono:ICAM1_NK:EZR","Mono","ICAM1","NK","EZR"
"6199","Mono:ICAM1_NK:IL2RG","Mono","ICAM1","NK","IL2RG"
"6200","Mono:ICAM1_NK:ITGAL","Mono","ICAM1","NK","ITGAL"
"6201","Mono:ICAM1_NK:ITGAX","Mono","ICAM1","NK","ITGAX"
"6202","Mono:ICAM1_NK:MSN","Mono","ICAM1","NK","MSN"
"6203","Mono:ICAM1_NK:SPN","Mono","ICAM1","NK","SPN"
"6204","Mono:LGALS9_NK:HAVCR2","Mono","LGALS9","NK","HAVCR2"
"6205","Mono:LMAN1_NK:MCFD2","Mono","LMAN1","NK","MCFD2"
"6206","Mono:PECAM1_NK:CD38","Mono","PECAM1","NK","CD38"
"6207","Mono:PIK3R1_NK:CBL","Mono","PIK3R1","NK","CBL"
"6208","Mono:PIK3R1_NK:EPN1","Mono","PIK3R1","NK","EPN1"
"6209","Mono:SLC7A5_NK:THBS1","Mono","SLC7A5","NK","THBS1"
"6210","Mono:TGFBR1_NK:TGFBR2","Mono","TGFBR1","NK","TGFBR2"
"6211","Mono:THBS1_NK:ITGA4","Mono","THBS1","NK","ITGA4"
"6212","Mono:THBS1_NK:PTPRJ","Mono","THBS1","NK","PTPRJ"
"6213","Mono:TSPAN3_NK:ADAM10","Mono","TSPAN3","NK","ADAM10"
"6214","Mono:VIM_NK:CD44","Mono","VIM","NK","CD44"
"6215","Mono:VSTM1_NK:LAMP1","Mono","VSTM1","NK","LAMP1"
"6216","NK:ADAM10_NK:CD44","NK","ADAM10","NK","CD44"
"6217","NK:ADAM10_NK:TSPAN14","NK","ADAM10","NK","TSPAN14"
"6218","NK:ADAM10_NK:TSPAN17","NK","ADAM10","NK","TSPAN17"
"6219","NK:AREG_NK:ICAM1","NK","AREG","NK","ICAM1"
"6220","NK:ARF6_NK:SMAP1","NK","ARF6","NK","SMAP1"
"6221","NK:GDF11_NK:ACTR2","NK","GDF11","NK","ACTR2"
"6222","NK:HMGB1_NK:HAVCR2","NK","HMGB1","NK","HAVCR2"
"6223","NK:ICAM1_NK:EZR","NK","ICAM1","NK","EZR"
"6224","NK:ICAM1_NK:IL2RG","NK","ICAM1","NK","IL2RG"
"6225","NK:ICAM1_NK:ITGAL","NK","ICAM1","NK","ITGAL"
"6226","NK:ICAM1_NK:ITGAX","NK","ICAM1","NK","ITGAX"
"6227","NK:ICAM1_NK:MSN","NK","ICAM1","NK","MSN"
"6228","NK:ICAM1_NK:SPN","NK","ICAM1","NK","SPN"
"6229","NK:LGALS9_NK:HAVCR2","NK","LGALS9","NK","HAVCR2"
"6230","NK:LTA_NK:TNFRSF1B","NK","LTA","NK","TNFRSF1B"
"6231","NK:PIK3R1_NK:CBL","NK","PIK3R1","NK","CBL"
"6232","NK:PIK3R1_NK:EPN1","NK","PIK3R1","NK","EPN1"
"6233","NK:TNF_NK:TNFRSF1B","NK","TNF","NK","TNFRSF1B"
"6234","NK:TSPAN3_NK:ADAM10","NK","TSPAN3","NK","ADAM10"
"6235","DC:ADAM10_NK:TSPAN14","DC","ADAM10","NK","TSPAN14"
"6236","DC:ADAM10_NK:TSPAN17","DC","ADAM10","NK","TSPAN17"
"6237","DC:ADAM9_NK:ITGB1","DC","ADAM9","NK","ITGB1"
"6238","DC:APP_NK:PTGER2","DC","APP","NK","PTGER2"
"6239","DC:APP_NK:RPSA","DC","APP","NK","RPSA"
"6240","DC:APP_NK:SORL1","DC","APP","NK","SORL1"
"6241","DC:CD58_NK:CD2","DC","CD58","NK","CD2"
"6242","DC:GZMB_NK:IGF2R","DC","GZMB","NK","IGF2R"
"6243","DC:HGF_NK:CD44","DC","HGF","NK","CD44"
"6244","DC:HGF_NK:ITGB1","DC","HGF","NK","ITGB1"
"6245","DC:HMGB1_NK:HAVCR2","DC","HMGB1","NK","HAVCR2"
"6246","DC:LGALS9_NK:HAVCR2","DC","LGALS9","NK","HAVCR2"
"6247","DC:LMAN1_NK:MCFD2","DC","LMAN1","NK","MCFD2"
"6248","DC:PECAM1_NK:CD38","DC","PECAM1","NK","CD38"
"6249","DC:PIK3R1_NK:CBL","DC","PIK3R1","NK","CBL"
"6250","DC:PIK3R1_NK:EPN1","DC","PIK3R1","NK","EPN1"
"6251","DC:SLC7A5_NK:THBS1","DC","SLC7A5","NK","THBS1"
"6252","DC:SPTAN1_NK:PTPRA","DC","SPTAN1","NK","PTPRA"
"6253","DC:TSPAN3_NK:ADAM10","DC","TSPAN3","NK","ADAM10"
"6254","DC:VIM_NK:CD44","DC","VIM","NK","CD44"
"6255","Ery:B2M_B:TFRC","Ery","B2M","B","TFRC"
"6256","Ery:CD55_B:ADGRE5","Ery","CD55","B","ADGRE5"
"6257","Ery:COPA_B:CD74","Ery","COPA","B","CD74"
"6258","Ery:FAM3C_B:CLEC2D","Ery","FAM3C","B","CLEC2D"
"6259","Ery:GAL_B:HLA-DPA1","Ery","GAL","B","HLA-DPA1"
"6260","Ery:LGALS3_B:ANXA2","Ery","LGALS3","B","ANXA2"
"6261","Ery:LGALS3BP_B:ITGB1","Ery","LGALS3BP","B","ITGB1"
"6262","Ery:PIK3CA_B:IFNAR1","Ery","PIK3CA","B","IFNAR1"
"6263","Ery:PIK3R1_B:EPN1","Ery","PIK3R1","B","EPN1"
"6264","Ery:TCTN3_B:FCRL1","Ery","TCTN3","B","FCRL1"
"6265","B:ADAM10_B:CD44","B","ADAM10","B","CD44"
"6266","B:B2M_B:TFRC","B","B2M","B","TFRC"
"6267","B:CALR_B:HLA-F","B","CALR","B","HLA-F"
"6268","B:CD55_B:ADGRE5","B","CD55","B","ADGRE5"
"6269","B:PECAM1_B:CD38","B","PECAM1","B","CD38"
"6270","B:PIK3CA_B:IFNAR1","B","PIK3CA","B","IFNAR1"
"6271","B:RPS27A_B:TGFBR2","B","RPS27A","B","TGFBR2"
"6272","B:ST6GAL1_B:CD22","B","ST6GAL1","B","CD22"
"6273","B:TSPAN3_B:ADAM10","B","TSPAN3","B","ADAM10"
"6274","B:UBB_B:TGFBR2","B","UBB","B","TGFBR2"
"6275","HSPC:CALM3_B:SELL","HSPC","CALM3","B","SELL"
"6276","HSPC:CFH_B:SELL","HSPC","CFH","B","SELL"
"6277","HSPC:HGF_B:CD44","HSPC","HGF","B","CD44"
"6278","HSPC:HGF_B:ITGB1","HSPC","HGF","B","ITGB1"
"6279","HSPC:MDK_B:ITGA4","HSPC","MDK","B","ITGA4"
"6280","HSPC:MDK_B:ITGB1","HSPC","MDK","B","ITGB1"
"6281","HSPC:MDK_B:NCL","HSPC","MDK","B","NCL"
"6282","HSPC:PECAM1_B:CD38","HSPC","PECAM1","B","CD38"
"6283","HSPC:PIK3R1_B:EPN1","HSPC","PIK3R1","B","EPN1"
"6284","HSPC:PKM_B:CD44","HSPC","PKM","B","CD44"
"6285","HSPC:SPTAN1_B:PTPRA","HSPC","SPTAN1","B","PTPRA"
"6286","T:ADAM10_B:CD44","T","ADAM10","B","CD44"
"6287","T:ADAM17_B:RHBDF2","T","ADAM17","B","RHBDF2"
"6288","T:B2M_B:TFRC","T","B2M","B","TFRC"
"6289","T:CALR_B:HLA-F","T","CALR","B","HLA-F"
"6290","T:PIK3CA_B:IFNAR1","T","PIK3CA","B","IFNAR1"
"6291","T:RPS27A_B:TGFBR2","T","RPS27A","B","TGFBR2"
"6292","T:UBB_B:TGFBR2","T","UBB","B","TGFBR2"
"6293","T:VIM_B:CD44","T","VIM","B","CD44"
"6294","Gran:COL9A2_B:CD44","Gran","COL9A2","B","CD44"
"6295","Gran:COL9A2_B:ITGB1","Gran","COL9A2","B","ITGB1"
"6296","Gran:FAM3C_B:CLEC2D","Gran","FAM3C","B","CLEC2D"
"6297","Gran:FAM3C_B:HLA-C","Gran","FAM3C","B","HLA-C"
"6298","Gran:FAM3C_B:LAMP1","Gran","FAM3C","B","LAMP1"
"6299","Gran:ITGA6_B:CD81","Gran","ITGA6","B","CD81"
"6300","Gran:PECAM1_B:CD38","Gran","PECAM1","B","CD38"
"6301","Gran:PIK3R1_B:EPN1","Gran","PIK3R1","B","EPN1"
"6302","Gran:S100B_B:ALCAM","Gran","S100B","B","ALCAM"
"6303","Gran:VSTM1_B:LAMP1","Gran","VSTM1","B","LAMP1"
"6304","Mono:CD14_B:ITGA4","Mono","CD14","B","ITGA4"
"6305","Mono:HP_B:CD22","Mono","HP","B","CD22"
"6306","Mono:PECAM1_B:CD38","Mono","PECAM1","B","CD38"
"6307","Mono:PIK3R1_B:EPN1","Mono","PIK3R1","B","EPN1"
"6308","Mono:S100A9_B:ALCAM","Mono","S100A9","B","ALCAM"
"6309","Mono:THBS1_B:CD47","Mono","THBS1","B","CD47"
"6310","Mono:THBS1_B:ITGA4","Mono","THBS1","B","ITGA4"
"6311","Mono:VSTM1_B:LAMP1","Mono","VSTM1","B","LAMP1"
"6312","NK:B2M_B:HLA-F","NK","B2M","B","HLA-F"
"6313","NK:B2M_B:TFRC","NK","B2M","B","TFRC"
"6314","NK:CD55_B:ADGRE5","NK","CD55","B","ADGRE5"
"6315","NK:COPA_B:CD74","NK","COPA","B","CD74"
"6316","NK:GDF11_B:ACTR2","NK","GDF11","B","ACTR2"
"6317","NK:ICAM1_B:EZR","NK","ICAM1","B","EZR"
"6318","NK:ICAM1_B:IL2RG","NK","ICAM1","B","IL2RG"
"6319","NK:ICAM1_B:MSN","NK","ICAM1","B","MSN"
"6320","NK:LGALS9_B:CD44","NK","LGALS9","B","CD44"
"6321","NK:LGALS9_B:CD47","NK","LGALS9","B","CD47"
"6322","NK:LGALS9_B:PTPRC","NK","LGALS9","B","PTPRC"
"6323","NK:LTA_B:TNFRSF14","NK","LTA","B","TNFRSF14"
"6324","NK:PIK3R1_B:EPN1","NK","PIK3R1","B","EPN1"
"6325","NK:PKM_B:CD44","NK","PKM","B","CD44"
"6326","NK:TGFB1_B:LPP","NK","TGFB1","B","LPP"
"6327","NK:TGFB1_B:TGFBR2","NK","TGFB1","B","TGFBR2"
"6328","NK:UBA52_B:TGFBR2","NK","UBA52","B","TGFBR2"
"6329","NK:UBB_B:TGFBR2","NK","UBB","B","TGFBR2"
"6330","NK:UBC_B:TGFBR2","NK","UBC","B","TGFBR2"
"6331","DC:ADAM28_B:ITGA4","DC","ADAM28","B","ITGA4"
"6332","DC:AXL_B:ADAM17","DC","AXL","B","ADAM17"
"6333","DC:HGF_B:CD44","DC","HGF","B","CD44"
"6334","DC:HGF_B:ITGB1","DC","HGF","B","ITGB1"
"6335","DC:IL1RN_B:IL2RG","DC","IL1RN","B","IL2RG"
"6336","DC:ITGA6_B:CD81","DC","ITGA6","B","CD81"
"6337","DC:LGALS3BP_B:ITGB1","DC","LGALS3BP","B","ITGB1"
"6338","DC:PECAM1_B:CD38","DC","PECAM1","B","CD38"
"6339","DC:PIK3R1_B:EPN1","DC","PIK3R1","B","EPN1"
"6340","DC:S100A8_B:CD69","DC","S100A8","B","CD69"
"6341","DC:S100A9_B:ALCAM","DC","S100A9","B","ALCAM"
"6342","DC:S100B_B:ALCAM","DC","S100B","B","ALCAM"
"6343","DC:SPTAN1_B:PTPRA","DC","SPTAN1","B","PTPRA"
"6344","Ery:APOE_HSPC:LDLR","Ery","APOE","HSPC","LDLR"
"6345","Ery:APOE_HSPC:LRP8","Ery","APOE","HSPC","LRP8"
"6346","Ery:APOE_HSPC:SORL1","Ery","APOE","HSPC","SORL1"
"6347","Ery:ARF6_HSPC:PLD1","Ery","ARF6","HSPC","PLD1"
"6348","Ery:ARF6_HSPC:SMAP1","Ery","ARF6","HSPC","SMAP1"
"6349","Ery:CALM3_HSPC:KCNQ5","Ery","CALM3","HSPC","KCNQ5"
"6350","Ery:CALM3_HSPC:SELL","Ery","CALM3","HSPC","SELL"
"6351","Ery:CDH1_HSPC:ITGAE","Ery","CDH1","HSPC","ITGAE"
"6352","Ery:GAL_HSPC:HLA-DPA1","Ery","GAL","HSPC","HLA-DPA1"
"6353","Ery:HLA-B_HSPC:CANX","Ery","HLA-B","HSPC","CANX"
"6354","Ery:HRAS_HSPC:INSR","Ery","HRAS","HSPC","INSR"
"6355","Ery:HRAS_HSPC:TLR2","Ery","HRAS","HSPC","TLR2"
"6356","Ery:IL18_HSPC:CD48","Ery","IL18","HSPC","CD48"
"6357","Ery:ITGA4_HSPC:CD81","Ery","ITGA4","HSPC","CD81"
"6358","Ery:ITGA4_HSPC:CD82","Ery","ITGA4","HSPC","CD82"
"6359","Ery:TGFB1_HSPC:CD109","Ery","TGFB1","HSPC","CD109"
"6360","Ery:TGFB1_HSPC:CXCR4","Ery","TGFB1","HSPC","CXCR4"
"6361","Ery:TGFB1_HSPC:ITGB1","Ery","TGFB1","HSPC","ITGB1"
"6362","Ery:TGFB1_HSPC:LPP","Ery","TGFB1","HSPC","LPP"
"6363","Ery:TGFB1_HSPC:TGFBR2","Ery","TGFB1","HSPC","TGFBR2"
"6364","Ery:TXLNA_HSPC:STX4","Ery","TXLNA","HSPC","STX4"
"6365","B:ADAM10_HSPC:CD44","B","ADAM10","HSPC","CD44"
"6366","B:ADAM10_HSPC:IL6R","B","ADAM10","HSPC","IL6R"
"6367","B:ADAM10_HSPC:NOTCH2","B","ADAM10","HSPC","NOTCH2"
"6368","B:CD99_HSPC:CD81","B","CD99","HSPC","CD81"
"6369","B:CD99_HSPC:PILRB","B","CD99","HSPC","PILRB"
"6370","B:FAM3C_HSPC:CLEC2D","B","FAM3C","HSPC","CLEC2D"
"6371","B:ITGA4_HSPC:CD81","B","ITGA4","HSPC","CD81"
"6372","B:ITGA4_HSPC:CD82","B","ITGA4","HSPC","CD82"
"6373","B:NUCB2_HSPC:ERAP1","B","NUCB2","HSPC","ERAP1"
"6374","B:PECAM1_HSPC:CD38","B","PECAM1","HSPC","CD38"
"6375","B:PIK3CA_HSPC:IFNAR1","B","PIK3CA","HSPC","IFNAR1"
"6376","B:PIK3CA_HSPC:IFNAR2","B","PIK3CA","HSPC","IFNAR2"
"6377","B:TSPAN3_HSPC:ADAM10","B","TSPAN3","HSPC","ADAM10"
"6378","HSPC:ADAM28_HSPC:ITGA4","HSPC","ADAM28","HSPC","ITGA4"
"6379","HSPC:APP_HSPC:LRP10","HSPC","APP","HSPC","LRP10"
"6380","HSPC:ARF1_HSPC:INSR","HSPC","ARF1","HSPC","INSR"
"6381","HSPC:AVP_HSPC:LDLR","HSPC","AVP","HSPC","LDLR"
"6382","HSPC:CFH_HSPC:SELL","HSPC","CFH","HSPC","SELL"
"6383","HSPC:HLA-DRB1_HSPC:CD37","HSPC","HLA-DRB1","HSPC","CD37"
"6384","HSPC:HLA-DRB1_HSPC:CD53","HSPC","HLA-DRB1","HSPC","CD53"
"6385","HSPC:HLA-DRB1_HSPC:CD81","HSPC","HLA-DRB1","HSPC","CD81"
"6386","HSPC:HLA-DRB1_HSPC:CD82","HSPC","HLA-DRB1","HSPC","CD82"
"6387","HSPC:HMGB1_HSPC:TLR2","HSPC","HMGB1","HSPC","TLR2"
"6388","HSPC:ITGA4_HSPC:CD81","HSPC","ITGA4","HSPC","CD81"
"6389","HSPC:ITGA4_HSPC:CD82","HSPC","ITGA4","HSPC","CD82"
"6390","HSPC:MDK_HSPC:ITGA4","HSPC","MDK","HSPC","ITGA4"
"6391","HSPC:MDK_HSPC:ITGA6","HSPC","MDK","HSPC","ITGA6"
"6392","HSPC:MDK_HSPC:ITGB1","HSPC","MDK","HSPC","ITGB1"
"6393","HSPC:MDK_HSPC:ITGB2","HSPC","MDK","HSPC","ITGB2"
"6394","HSPC:MDK_HSPC:NCL","HSPC","MDK","HSPC","NCL"
"6395","HSPC:MDK_HSPC:NOTCH2","HSPC","MDK","HSPC","NOTCH2"
"6396","HSPC:MDK_HSPC:SORL1","HSPC","MDK","HSPC","SORL1"
"6397","T:ADAM10_HSPC:CD44","T","ADAM10","HSPC","CD44"
"6398","T:ADAM10_HSPC:IL6R","T","ADAM10","HSPC","IL6R"
"6399","T:ADAM10_HSPC:NOTCH2","T","ADAM10","HSPC","NOTCH2"
"6400","T:ARPC5_HSPC:LDLR","T","ARPC5","HSPC","LDLR"
"6401","T:CALM3_HSPC:KCNQ5","T","CALM3","HSPC","KCNQ5"
"6402","T:CALM3_HSPC:SELL","T","CALM3","HSPC","SELL"
"6403","T:CD99_HSPC:CD81","T","CD99","HSPC","CD81"
