"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","ligand_log2FC","ligand_p_val_adj","receptor_log2FC","receptor_p_val_adj","mean_weigth_case","mean_weight_control","log2FC_weights","direction"
"1","DC:VCAN_DC:FN1","DC","VCAN","DC","FN1",-0.251523844617799,-0.251523844617799,NA,NA,0.358857142857143,NA,NA,NA
"2","DC:VCAN_Ery:FN1","DC","VCAN","Ery","FN1",-0.251523844617799,-0.251523844617799,NA,NA,0.386833333333333,NA,NA,NA
"3","DC:VCAN_HSPC:FN1","DC","VCAN","HSPC","FN1",-0.251523844617799,-0.251523844617799,NA,NA,0.304714285714286,NA,NA,NA
"4","DC:VCAN_Mono:FN1","DC","VCAN","Mono","FN1",-0.251523844617799,-0.251523844617799,NA,NA,0.349142857142857,NA,NA,NA
"5","DC:VCAN_T:FN1","DC","VCAN","T","FN1",-0.251523844617799,-0.251523844617799,NA,NA,0.327,NA,NA,NA
"6","DC:VCAN_DC:LDLR","DC","VCAN","DC","LDLR",-0.251523844617799,-0.251523844617799,NA,NA,0.366,NA,NA,NA
"7","DC:VCAN_Ery:LDLR","DC","VCAN","Ery","LDLR",-0.251523844617799,-0.251523844617799,NA,NA,0.405333333333333,NA,NA,NA
"8","DC:VCAN_HSPC:LDLR","DC","VCAN","HSPC","LDLR",-0.251523844617799,-0.251523844617799,NA,NA,0.354857142857143,NA,NA,NA
"9","DC:VCAN_Mono:LDLR","DC","VCAN","Mono","LDLR",-0.251523844617799,-0.251523844617799,NA,NA,0.377857142857143,NA,NA,NA
"10","DC:VCAN_T:LDLR","DC","VCAN","T","LDLR",-0.251523844617799,-0.251523844617799,NA,NA,0.336666666666667,NA,NA,NA
"11","DC:VCAN_DC:ITGB1","DC","VCAN","DC","ITGB1",-0.251523844617799,-0.251523844617799,NA,NA,0.569,NA,NA,NA
"12","DC:VCAN_Ery:ITGB1","DC","VCAN","Ery","ITGB1",-0.251523844617799,-0.251523844617799,NA,NA,0.616666666666667,NA,NA,NA
"13","DC:VCAN_HSPC:ITGB1","DC","VCAN","HSPC","ITGB1",-0.251523844617799,-0.251523844617799,NA,NA,0.534142857142857,NA,NA,NA
"14","DC:VCAN_Mono:ITGB1","DC","VCAN","Mono","ITGB1",-0.251523844617799,-0.251523844617799,NA,NA,0.435428571428571,NA,NA,NA
"15","DC:VCAN_T:ITGB1","DC","VCAN","T","ITGB1",-0.251523844617799,-0.251523844617799,NA,NA,0.424666666666667,NA,NA,NA
"16","DC:VCAN_DC:TLR2","DC","VCAN","DC","TLR2",-0.251523844617799,-0.251523844617799,NA,NA,0.408285714285714,NA,NA,NA
"17","DC:VCAN_Ery:TLR2","DC","VCAN","Ery","TLR2",-0.251523844617799,-0.251523844617799,NA,NA,0.391833333333333,NA,NA,NA
"18","DC:VCAN_HSPC:TLR2","DC","VCAN","HSPC","TLR2",-0.251523844617799,-0.251523844617799,NA,NA,0.369428571428571,NA,NA,NA
"19","DC:VCAN_Mono:TLR2","DC","VCAN","Mono","TLR2",-0.251523844617799,-0.251523844617799,NA,NA,0.405571428571429,NA,NA,NA
"20","DC:VCAN_T:TLR2","DC","VCAN","T","TLR2",-0.251523844617799,-0.251523844617799,NA,NA,0.329833333333333,NA,NA,NA
"21","DC:VCAN_DC:TLR3","DC","VCAN","DC","TLR3",-0.251523844617799,-0.251523844617799,NA,NA,0.345857142857143,NA,NA,NA
"22","DC:VCAN_Ery:TLR3","DC","VCAN","Ery","TLR3",-0.251523844617799,-0.251523844617799,NA,NA,0.387666666666667,NA,NA,NA
"23","DC:VCAN_HSPC:TLR3","DC","VCAN","HSPC","TLR3",-0.251523844617799,-0.251523844617799,NA,NA,0.348142857142857,NA,NA,NA
"24","DC:VCAN_Mono:TLR3","DC","VCAN","Mono","TLR3",-0.251523844617799,-0.251523844617799,NA,NA,0.343857142857143,NA,NA,NA
"25","DC:VCAN_T:TLR3","DC","VCAN","T","TLR3",-0.251523844617799,-0.251523844617799,NA,NA,0.325333333333333,NA,NA,NA
"26","DC:VEGFA_DC:VCAN","DC","VEGFA","DC","VCAN",NA,NA,-0.251523844617799,2.49127243760142e-40,0.353285714285714,NA,NA,NA
"27","Ery:VEGFA_DC:VCAN","Ery","VEGFA","DC","VCAN",NA,NA,-0.251523844617799,2.49127243760142e-40,0.405166666666667,NA,NA,NA
"28","HSPC:VEGFA_DC:VCAN","HSPC","VEGFA","DC","VCAN",NA,NA,-0.251523844617799,2.49127243760142e-40,0.352714285714286,NA,NA,NA
"29","Mono:VEGFA_DC:VCAN","Mono","VEGFA","DC","VCAN",NA,NA,-0.251523844617799,2.49127243760142e-40,0.373285714285714,NA,NA,NA
"30","T:VEGFA_DC:VCAN","T","VEGFA","DC","VCAN",NA,NA,-0.251523844617799,2.49127243760142e-40,0.255,NA,NA,NA
"31","Ery:MIF_DC:CD74","Ery","MIF","DC","CD74",-0.25216416428625,-0.25216416428625,NA,NA,1.14928571428571,NA,NA,NA
"32","Ery:MIF_Ery:CD74","Ery","MIF","Ery","CD74",-0.25216416428625,-0.25216416428625,NA,NA,0.972625,NA,NA,NA
"33","Ery:MIF_HSPC:CD74","Ery","MIF","HSPC","CD74",-0.25216416428625,-0.25216416428625,NA,NA,0.769625,NA,NA,NA
"34","Ery:MIF_Mono:CD74","Ery","MIF","Mono","CD74",-0.25216416428625,-0.25216416428625,NA,NA,1.437,NA,NA,NA
"35","Ery:MIF_T:CD74","Ery","MIF","T","CD74",-0.25216416428625,-0.25216416428625,NA,NA,0.706428571428571,NA,NA,NA
"36","DC:AREG_DC:ICAM1","DC","AREG","DC","ICAM1",-0.454014921328069,-0.454014921328069,NA,NA,0.14625,NA,NA,NA
"37","HSPC:AREG_DC:ICAM1","HSPC","AREG","DC","ICAM1",-0.900241797457921,-0.900241797457921,NA,NA,0.131875,NA,NA,NA
"38","DC:AREG_Ery:ICAM1","DC","AREG","Ery","ICAM1",-0.454014921328069,-0.454014921328069,NA,NA,0.150571428571429,NA,NA,NA
"39","HSPC:AREG_Ery:ICAM1","HSPC","AREG","Ery","ICAM1",-0.900241797457921,-0.900241797457921,NA,NA,0.1355,NA,NA,NA
"40","DC:AREG_HSPC:ICAM1","DC","AREG","HSPC","ICAM1",-0.454014921328069,-0.454014921328069,NA,NA,0.1375,NA,NA,NA
"41","HSPC:AREG_HSPC:ICAM1","HSPC","AREG","HSPC","ICAM1",-0.900241797457921,-0.900241797457921,NA,NA,0.127222222222222,NA,NA,NA
"42","DC:AREG_Mono:ICAM1","DC","AREG","Mono","ICAM1",-0.454014921328069,-0.454014921328069,NA,NA,0.168285714285714,NA,NA,NA
"43","HSPC:AREG_Mono:ICAM1","HSPC","AREG","Mono","ICAM1",-0.900241797457921,-0.900241797457921,NA,NA,0.155625,NA,NA,NA
"44","DC:AREG_T:ICAM1","DC","AREG","T","ICAM1",-0.454014921328069,-0.454014921328069,NA,NA,0.109571428571429,NA,NA,NA
"45","HSPC:AREG_T:ICAM1","HSPC","AREG","T","ICAM1",-0.900241797457921,-0.900241797457921,NA,NA,0.11525,NA,NA,NA
"46","DC:FBLN2_DC:VCAN","DC","FBLN2","DC","VCAN",NA,NA,-0.251523844617799,2.49127243760142e-40,0.347714285714286,NA,NA,NA
"47","Ery:FBLN2_DC:VCAN","Ery","FBLN2","DC","VCAN",NA,NA,-0.251523844617799,2.49127243760142e-40,0.386833333333333,NA,NA,NA
"48","HSPC:FBLN2_DC:VCAN","HSPC","FBLN2","DC","VCAN",NA,NA,-0.251523844617799,2.49127243760142e-40,0.346714285714286,NA,NA,NA
"49","Mono:FBLN2_DC:VCAN","Mono","FBLN2","DC","VCAN",NA,NA,-0.251523844617799,2.49127243760142e-40,0.330428571428571,NA,NA,NA
"50","T:FBLN2_DC:VCAN","T","FBLN2","DC","VCAN",NA,NA,-0.251523844617799,2.49127243760142e-40,0.325333333333333,NA,NA,NA
"51","HSPC:HSP90B1_DC:TLR4","HSPC","HSP90B1","DC","TLR4",-0.266230716109959,-0.266230716109959,NA,NA,0.467375,NA,NA,NA
"52","HSPC:HSP90B1_Ery:TLR4","HSPC","HSP90B1","Ery","TLR4",-0.266230716109959,-0.266230716109959,NA,NA,0.39425,NA,NA,NA
"53","HSPC:HSP90B1_HSPC:TLR4","HSPC","HSP90B1","HSPC","TLR4",-0.266230716109959,-0.266230716109959,NA,NA,0.381888888888889,NA,NA,NA
"54","HSPC:HSP90B1_Mono:TLR4","HSPC","HSP90B1","Mono","TLR4",-0.266230716109959,-0.266230716109959,NA,NA,0.4415,NA,NA,NA
"55","HSPC:HSP90B1_T:TLR4","HSPC","HSP90B1","T","TLR4",-0.266230716109959,-0.266230716109959,NA,NA,0.292375,NA,NA,NA
"56","HSPC:HSP90B1_DC:TLR2","HSPC","HSP90B1","DC","TLR2",-0.266230716109959,-0.266230716109959,NA,NA,0.449125,NA,NA,NA
"57","HSPC:HSP90B1_Ery:TLR2","HSPC","HSP90B1","Ery","TLR2",-0.266230716109959,-0.266230716109959,NA,NA,0.39825,NA,NA,NA
"58","HSPC:HSP90B1_HSPC:TLR2","HSPC","HSP90B1","HSPC","TLR2",-0.266230716109959,-0.266230716109959,NA,NA,0.416444444444444,NA,NA,NA
"59","HSPC:HSP90B1_Mono:TLR2","HSPC","HSP90B1","Mono","TLR2",-0.266230716109959,-0.266230716109959,NA,NA,0.462875,NA,NA,NA
"60","HSPC:HSP90B1_T:TLR2","HSPC","HSP90B1","T","TLR2",-0.266230716109959,-0.266230716109959,NA,NA,0.400375,NA,NA,NA
"61","HSPC:HSP90B1_DC:ASGR1","HSPC","HSP90B1","DC","ASGR1",-0.266230716109959,-0.266230716109959,NA,NA,0.217125,NA,NA,NA
"62","HSPC:HSP90B1_Ery:ASGR1","HSPC","HSP90B1","Ery","ASGR1",-0.266230716109959,-0.266230716109959,NA,NA,0.402375,NA,NA,NA
"63","HSPC:HSP90B1_HSPC:ASGR1","HSPC","HSP90B1","HSPC","ASGR1",-0.266230716109959,-0.266230716109959,NA,NA,0.155333333333333,NA,NA,NA
"64","HSPC:HSP90B1_Mono:ASGR1","HSPC","HSP90B1","Mono","ASGR1",-0.266230716109959,-0.266230716109959,NA,NA,0.518875,NA,NA,NA
"65","HSPC:HSP90B1_T:ASGR1","HSPC","HSP90B1","T","ASGR1",-0.266230716109959,-0.266230716109959,NA,NA,0.18575,NA,NA,NA
"66","DC:SELPLG_DC:SELL","DC","SELPLG","DC","SELL",NA,NA,-0.331684708405509,0,0.172625,NA,NA,NA
"67","Ery:SELPLG_DC:SELL","Ery","SELPLG","DC","SELL",NA,NA,-0.331684708405509,0,0.133,NA,NA,NA
"68","HSPC:SELPLG_DC:SELL","HSPC","SELPLG","DC","SELL",NA,NA,-0.331684708405509,0,0.136125,NA,NA,NA
"69","Mono:SELPLG_DC:SELL","Mono","SELPLG","DC","SELL",NA,NA,-0.331684708405509,0,0.173428571428571,NA,NA,NA
"70","T:SELPLG_DC:SELL","T","SELPLG","DC","SELL",NA,NA,-0.331684708405509,0,0.125142857142857,NA,NA,NA
"71","DC:SELPLG_HSPC:SELL","DC","SELPLG","HSPC","SELL",NA,NA,-0.306021151163924,0,0.2295,NA,NA,NA
"72","Ery:SELPLG_HSPC:SELL","Ery","SELPLG","HSPC","SELL",NA,NA,-0.306021151163924,0,0.2175,NA,NA,NA
"73","HSPC:SELPLG_HSPC:SELL","HSPC","SELPLG","HSPC","SELL",NA,NA,-0.306021151163924,0,0.218333333333333,NA,NA,NA
"74","Mono:SELPLG_HSPC:SELL","Mono","SELPLG","HSPC","SELL",NA,NA,-0.306021151163924,0,0.266,NA,NA,NA
"75","T:SELPLG_HSPC:SELL","T","SELPLG","HSPC","SELL",NA,NA,-0.306021151163924,0,0.20775,NA,NA,NA
"76","DC:S100A8_DC:ITGB2","DC","S100A8","DC","ITGB2",-0.277329367248429,-0.277329367248429,NA,NA,0.628375,NA,NA,NA
"77","DC:S100A8_Ery:ITGB2","DC","S100A8","Ery","ITGB2",-0.277329367248429,-0.277329367248429,NA,NA,0.474428571428571,NA,NA,NA
"78","DC:S100A8_HSPC:ITGB2","DC","S100A8","HSPC","ITGB2",-0.277329367248429,-0.277329367248429,NA,NA,0.439,NA,NA,NA
"79","DC:S100A8_Mono:ITGB2","DC","S100A8","Mono","ITGB2",-0.277329367248429,-0.277329367248429,NA,NA,0.741142857142857,NA,NA,NA
"80","DC:S100A8_T:ITGB2","DC","S100A8","T","ITGB2",-0.277329367248429,-0.277329367248429,NA,NA,0.474142857142857,NA,NA,NA
"81","DC:S100A8_DC:TLR4","DC","S100A8","DC","TLR4",-0.277329367248429,-0.277329367248429,NA,NA,0.40175,NA,NA,NA
"82","DC:S100A8_Ery:TLR4","DC","S100A8","Ery","TLR4",-0.277329367248429,-0.277329367248429,NA,NA,0.347,NA,NA,NA
"83","DC:S100A8_HSPC:TLR4","DC","S100A8","HSPC","TLR4",-0.277329367248429,-0.277329367248429,NA,NA,0.315875,NA,NA,NA
"84","DC:S100A8_Mono:TLR4","DC","S100A8","Mono","TLR4",-0.277329367248429,-0.277329367248429,NA,NA,0.405714285714286,NA,NA,NA
"85","DC:S100A8_T:TLR4","DC","S100A8","T","TLR4",-0.277329367248429,-0.277329367248429,NA,NA,0.247428571428571,NA,NA,NA
"86","DC:S100A9_DC:ITGB2","DC","S100A9","DC","ITGB2",-0.29792273436797,-0.29792273436797,NA,NA,0.721,NA,NA,NA
"87","DC:S100A9_Ery:ITGB2","DC","S100A9","Ery","ITGB2",-0.29792273436797,-0.29792273436797,NA,NA,0.569428571428571,NA,NA,NA
"88","DC:S100A9_HSPC:ITGB2","DC","S100A9","HSPC","ITGB2",-0.29792273436797,-0.29792273436797,NA,NA,0.531875,NA,NA,NA
"89","DC:S100A9_Mono:ITGB2","DC","S100A9","Mono","ITGB2",-0.29792273436797,-0.29792273436797,NA,NA,0.844142857142857,NA,NA,NA
"90","DC:S100A9_T:ITGB2","DC","S100A9","T","ITGB2",-0.29792273436797,-0.29792273436797,NA,NA,0.575285714285714,NA,NA,NA
"91","DC:S100A9_DC:TLR4","DC","S100A9","DC","TLR4",-0.29792273436797,-0.29792273436797,NA,NA,0.4945,NA,NA,NA
