,ID,community,CPDB,NicheNet,CellChat,community_curated,NicheNet_curated
11622,LCK_CD8A,True,True,False,False,True,False
11623,PTPRF_EPHA5,False,False,True,False,False,False
11624,APOA1_OR5H6,False,False,True,False,False,False
11625,PF4_PROCR,True,False,True,False,True,True
11626,TPO_THRB,False,True,False,False,False,False
11627,CATSPER1_CATSPERD,False,True,False,False,False,False
11628,JAG2_UNC5B,False,False,True,False,False,False
11629,CXCL12_GRM6,False,False,True,False,False,False
11630,TAC1_F2R,False,False,True,False,False,False
11631,DKK1_WNT9B,True,False,False,False,False,False
11632,CXCL11_CASR,False,False,True,False,False,False
11633,CCL19_SUCNR1,False,False,True,False,False,False
11634,NPY_DRD3,False,False,True,False,False,False
11635,CXCL10_CCR9,False,False,True,False,False,False
11636,EDN1_PROKR2,False,False,True,False,False,False
11637,GRP_UTS2R,False,False,True,False,False,False
11638,HEBP1_MTNR1A,True,False,True,False,True,False
11639,ATP1B1_NEGR1,True,False,False,False,False,False
11640,MPZL3_MPZL2,True,False,False,False,False,False
11641,PF4_AGTR2,False,False,True,False,False,False
11642,SEMA3C_PLXNA2,True,False,False,False,True,False
11643,UTS2_PTGFR,False,False,True,False,False,False
11644,CCL19_GABBR2,False,False,True,False,False,False
11645,EFNA4_EPHB4,False,False,True,False,False,False
11646,ADAM15_ITGB1,True,False,True,False,True,True
11647,CCL25_CCR9,True,True,True,True,True,True
11648,GHRH_ADCYAP1R1,True,False,True,False,True,False
11649,CCL25_P2RY4,False,False,True,False,False,False
11650,LGALS3_FCGR2A,False,False,True,False,False,False
11651,WIF1_WNT3,True,True,False,False,False,False
11652,NAMPT_ITGA5_ITGB1,False,False,False,True,False,False
11653,IBSP_ITGAV_ITGB3,False,False,False,True,False,False
11654,COL4A1_ITGA3,True,False,False,False,False,False
11655,CRH_GPR176,False,False,True,False,False,False
11656,CORT_TAS2R4,False,False,True,False,False,False
11657,GCG_TSHR,True,False,True,False,True,False
11658,NTS_TRHR,False,False,True,False,False,False
11659,KISS1_BDKRB1,False,False,True,False,False,False
11660,NBL1_BMP8A,True,False,False,False,False,False
11661,PENK_S1PR3,False,False,True,False,False,False
11662,ITGB1_FLT4,False,False,True,False,False,False
11663,NPW_ADRA2A,True,False,False,False,True,False
11664,GAL_TAS2R1,False,False,True,False,False,False
11665,ANXA1_F2RL1,False,False,True,False,False,False
11666,NODAL_SMAD3,True,False,False,False,True,False
11667,TPH1_HTR5A,True,False,True,False,True,True
11668,ITGA7_CD151,True,False,False,False,False,False
11669,CXCL16_FPR1,False,False,True,False,False,False
11670,CXCL6_CASR,False,False,True,False,False,False
11671,MIF_ACKR3,True,False,False,True,True,False
11672,ADM2_ADCYAP1R1,True,False,True,False,True,False
11673,ADIPOQ_CD200R1,False,True,False,False,False,False
11674,CXCL12_ESR1,False,False,True,False,False,False
11675,IL17A_IL17RA,True,True,True,False,True,True
11676,HEBP1_NPY1R,False,False,True,False,False,False
11677,IL15_IL15RA_IL2RB,False,False,False,True,False,False
11678,GAST_P2RY10,False,False,True,False,False,False
11679,ADM2_MC3R,False,False,True,False,False,False
11680,TGFB3_TGFBR3,True,True,True,False,True,True
11681,REN_ASIC3,True,False,False,False,False,False
11682,FZD5_LRP6,True,False,False,False,True,False
11683,IFNW1_IFNAR2,True,True,True,False,True,True
11684,EFNB1_EPHA2,False,False,True,False,False,False
11685,EDN2_LPAR3,False,False,True,False,False,False
11686,PTH_SCTR,False,False,True,False,False,False
11687,WNT4_P2RX4,False,False,True,False,False,False
11688,CXCL2_TAS2R41,False,False,True,False,False,False
11689,UTS2B_GPR68,False,False,True,False,False,False
11690,C1orf112_PLSCR4,True,False,False,False,False,False
11691,NRXN2_SIGLEC8,True,False,False,False,False,False
11692,PTN_PTPRS,True,True,True,False,True,False
11693,CCN1_ITGB3,True,False,False,False,False,False
11694,HEBP1_ADRA2A,True,False,False,False,True,False
11695,CHL1_TMEM132A,True,False,False,False,False,False
11696,RXRG_RARG,False,True,False,False,False,False
11697,PMCH_HTR1B,False,False,True,False,False,False
11698,CCL21_CNR2,False,False,True,False,False,False
11699,IL1RAPL1_PTPRD,True,False,False,False,True,False
11700,HRAS_SDC2,True,False,False,False,True,False
11701,BMP4_BMPR1A_BMPR2,False,False,False,True,False,False
11702,APOC3_SDC2,True,False,False,False,True,False
11703,VTN_CD47,True,False,False,False,True,False
11704,PENK_HTR1F,False,False,True,False,False,False
11705,COPA_ITGA4,False,False,True,False,False,False
11706,HLA-DRB1_CR2,True,False,False,False,False,False
11707,SAA1_GALR2,False,False,True,False,False,False
11708,APP_HRH3,False,False,True,False,False,False
11709,APP_AGER,True,False,False,False,True,False
11710,SAA1_NPY4R,False,False,True,False,False,False
11711,CCL28_ADORA1,False,False,True,False,False,False
11712,LGALS9_BCR_CD45_CD22,False,False,False,True,False,False
11713,CFH_SELL,True,False,True,False,True,True
11714,HMGB2_CDH1,False,False,True,False,False,False
11715,THBS4_SDC1,True,False,False,True,False,False
11716,COL16A1_ITGA10,False,True,False,False,False,False
11717,C3_NPY4R,False,False,True,False,False,False
11718,THBS1_PTPRJ,True,False,False,False,True,False
11719,SFRP2_FZD5,True,False,False,False,True,False
11720,CCL25_GALR3,False,False,True,False,False,False
11721,FRZB_WNT7B,True,True,False,False,False,False
11722,BMP8A_BMPR1B_ACVR2B,False,False,False,True,False,False
11723,NOG_GDF7,True,False,False,False,False,False
11724,PENK_TAS2R39,False,False,True,False,False,False
11725,WNT8B_CER1,False,True,False,False,False,False
11726,GRP_NPFFR2,False,False,True,False,False,False
11727,CCL20_CCR6,True,True,True,True,True,True
11728,KLK14_F2RL1,False,False,False,True,False,False
11729,PMCH_TAS2R3,False,False,True,False,False,False
11730,GCG_GPR27,False,False,True,False,False,False
11731,PPBP_HTR1D,False,False,True,False,False,False
11732,PSEN1_ITGB1,False,False,True,False,False,False
11733,CRABP2_ALDH1A1,False,True,False,False,False,False
11734,CCL5_LPAR5,False,False,True,False,False,False
11735,PTGES_PTGER2,False,True,False,False,False,False
11736,PF4_CCR2,False,False,True,False,False,False
11737,SAA1_TACR1,False,False,True,False,False,False
11738,CXCL9_CCR3,True,False,True,False,True,True
11739,LSR_NRG1,False,True,False,False,False,False
11740,NPFF_NMUR2,False,False,True,False,False,False
11741,CXCL2_SSTR4,False,False,True,False,False,False
11742,CCK_EDNRA,False,False,True,False,False,False
11743,ITGA6_CD82,True,False,False,False,False,False
11744,CCL5_FPR2,False,False,True,False,False,False
11745,PDGFB_ART1,True,False,False,False,True,False
11746,CXCL6_CNR1,False,False,True,False,False,False
11747,THBS2_ITGAV_ITGB3,False,False,False,True,False,False
11748,ZG16B_TLR4,True,False,False,False,True,False
11749,SST_C3AR1,False,False,True,False,False,False
11750,POMC_GRM6,False,False,True,False,False,False
11751,APP_UTS2R,False,False,True,False,False,False
11752,FGFR4_TNFRSF10A,True,False,False,False,False,False
11753,CCL28_HTR1A,False,False,True,False,False,False
11754,DKK1_LRP4,True,False,False,False,True,False
11755,WNT3A_FZD5_LRP6,False,False,False,True,False,False
11756,COL21A1_ITGA10,False,True,False,False,False,False
11757,GREM1_BMP7,True,False,False,False,False,False
11758,BPI_SLAMF9,True,False,False,False,True,False
11759,BOC_PTCH2,False,True,False,False,False,False
11760,EDN2_NMUR1,False,False,True,False,False,False
11761,EFNB3_EPHA6,False,False,True,False,False,False
11762,LGI4_ADAM23,True,False,False,False,True,False
11763,NODAL_ACVR1B,True,True,True,False,True,True
11764,CCL11_NR3C1,False,True,False,False,False,False
11765,WNT3A_DLG1,False,False,True,False,False,False
11766,PDYN_CXCR2,False,False,True,False,False,False
11767,PECAM1_CXCR4,False,False,True,False,False,False
11768,IFNA5_IFNAR2,True,True,True,False,True,True
11769,CCL5_CXCR2,False,False,True,False,False,False
11770,SEMA3G_NRP2_PLXNA3,False,False,False,True,False,False
11771,FGF11_FGFR1,True,False,True,False,True,True
11772,CXCL3_NMUR2,False,False,True,False,False,False
11773,COL14A1_CD44,True,False,False,False,True,False
11774,APLN_HRH3,False,False,True,False,False,False
11775,HCRT_FFAR3,False,False,True,False,False,False
11776,BMP3_ACVR1,True,False,True,False,False,True
11777,EFNA1_EPHA3,True,True,True,True,True,True
11778,CALM1_MYLK2,True,False,True,False,True,True
11779,GNRH1_CHRM1,False,False,True,False,False,False
11780,NPY_S1PR1,False,False,True,False,False,False
11781,PPY_MTNR1A,True,False,True,False,True,False
11782,NMB_GPR68,False,False,True,False,False,False
11783,RSPO4_WNT8A,True,False,False,False,False,False
11784,ITGAX_ICAM1,False,True,False,False,False,False
11785,POMC_GCGR,False,False,True,False,False,False
11786,IL20RA_CD276,True,False,False,False,False,False
11787,HEBP1_OPRM1,False,False,True,False,False,False
11788,PDYN_HTR5A,False,False,True,False,False,False
11789,SERPINF1_WNT10A,True,False,False,False,False,False
11790,RSPO4_WNT9B,True,False,False,False,False,False
11791,COL4A4_DDR1,True,False,False,False,False,False
11792,C3_NMUR2,False,False,True,False,False,False
11793,CCL5_DRD4,False,False,True,False,False,False
11794,FBRS_NRP1,False,False,True,False,False,False
11795,CD226_ITGB2,False,False,True,False,False,False
11796,C4A_C3AR1,True,False,False,True,True,False
11797,CXCL13_DRD3,False,False,True,False,False,False
11798,NPW_GRM7,True,False,False,False,True,False
11799,CXCL10_LPAR2,False,False,True,False,False,False
11800,PTHLH_ADRB3,True,False,True,False,True,False
11801,HLA-G_CD8B,True,False,False,True,False,False
11802,C5_FPR1,False,False,True,False,False,False
11803,XCL2_GPR17,False,False,True,False,False,False
11804,CCL25_NMUR1,False,False,True,False,False,False
11805,HEBP1_CCR4,False,False,True,False,False,False
11806,NPW_RXFP3,False,False,True,False,False,False
11807,MUSK_PTPRO,True,False,False,False,False,False
11808,APP_HTR1B,False,False,True,False,False,False
11809,CCK_CHRM3,False,False,True,False,False,False
11810,COL9A1_GP6,True,False,False,True,False,False
11811,CCL25_FPR1,False,False,True,False,False,False
11812,POMC_GPR84,True,False,True,False,True,False
11813,WNT2_LRP6,True,True,True,False,True,False
11814,NMS_CCKAR,False,False,True,False,False,False
11815,CXCL12_TAS2R39,False,False,True,False,False,False
11816,CCL7_CCR5,True,True,True,False,True,True
11817,CHRD_BMP8A,True,False,False,False,False,False
11818,CXCL13_CCR9,False,False,True,False,False,False
11819,AGT_HCRTR2,False,False,True,False,False,False
11820,CCK_TACR2,False,False,True,False,False,False
11821,RPS27A_TGFBR1,True,False,False,False,False,False
11822,NPW_C3AR1,False,False,True,False,False,False
11823,PROK1_NPFFR2,False,False,True,False,False,False
11824,CXCL12_APLNR,False,False,True,False,False,False
11825,NPB_OPRL1,False,False,True,False,False,False
11826,PROK1_GRM5,False,False,True,False,False,False
11827,IL13RA2_IL4R,True,False,False,False,False,False
11828,SEMA6D_PLXNA2,False,False,True,False,False,False
11829,CCL16_CCR2,True,True,True,False,True,True
11830,GHRL_CCKBR,False,False,True,False,False,False
11831,CCL19_GRM4,False,False,True,False,False,False
11832,VCAN_TNC,True,False,False,False,False,False
11833,POMC_P2RY4,False,False,True,False,False,False
11834,GCG_CALCR,False,False,True,False,False,False
11835,PCDHA10_PCDHA10,False,False,False,True,False,False
11836,XCL1_XCR1,True,True,True,True,True,True
11837,SST_GRM4,False,False,True,False,False,False
11838,CYP11B2_NR3C1,False,True,False,False,False,False
11839,CXCL6_TAS2R38,False,False,True,False,False,False
11840,GREM1_KDR,True,False,True,False,True,False
11841,PI3_PLD2,True,False,False,False,True,False
11842,CXCL2_GRM2,False,False,True,False,False,False
11843,C3_CCR8,False,False,True,False,False,False
11844,CDH2_PTPN6,False,False,True,False,False,False
11845,VEGFA_ITGA9,True,False,False,False,True,False
11846,THBS2_LRP2,True,False,False,False,False,False
11847,LAMB3_ITGA9_ITGB1,False,False,False,True,False,False
11848,EDN2_TACR2,False,False,True,False,False,False
11849,TNC_EGFR,True,False,True,False,True,False
11850,IGFBP4_WNT10B,True,False,False,False,False,False
11851,CXCL13_TAS2R40,False,False,True,False,False,False
11852,SST_CNR2,False,False,True,False,False,False
11853,SST_HTR5A,False,False,True,False,False,False
11854,POMC_ADORA1,False,False,True,False,False,False
11855,S100A1_TRPM3,True,False,False,False,True,False
11856,VWF_GP1BB,True,True,True,False,False,True
11857,GHRL_QRFPR,False,False,True,False,False,False
11858,OXT_PTGER1,False,False,True,False,False,False
11859,PCDHA4_PCDHGB1,False,False,True,False,False,False
11860,BMP4_ACVR1,True,False,True,False,False,True
11861,SCN2B_MAG,True,False,False,False,False,False
11862,TNC_ITGA8,True,True,True,False,False,True
11863,CXCL11_DRD2,False,False,True,False,False,False
11864,RSPO2_WNT7A,True,False,False,False,False,False
11865,CXCL12_HCAR3,False,False,True,False,False,False
11866,CD40_CD40LG,False,False,True,False,False,True
11867,PROK1_KISS1R,False,False,True,False,False,False
11868,WNT7A_WIF1,False,True,False,False,False,False
11869,LRIG1_EGFR,True,False,False,False,False,False
11870,PPBP_DRD2,False,False,True,False,False,False
11871,FGF21_CDH7,False,False,True,False,False,False
11872,AKR1D1_AR,False,True,False,False,False,False
11873,GPC3_IGF1R,True,True,False,False,True,False
11874,S100A4_ERBB3,True,False,False,False,True,False
11875,APP_PROKR1,False,False,True,False,False,False
11876,CXCL10_ADRA2B,False,False,True,False,False,False
11877,CXCL11_CXCR3,True,True,True,True,True,True
11878,TSPAN5_TSPAN13,True,False,False,False,False,False
11879,PROK2_LPAR1,False,False,True,False,False,False
11880,CALCA_RAMP1,True,True,True,False,True,True
11881,GREM1_BMP8B,True,False,False,False,False,False
11882,CCL25_CCR4,False,False,True,False,False,False
11883,IAPP_HTR6,False,False,True,False,False,False
11884,GAL_ADRA2B,False,False,True,False,False,False
11885,RLN2_RXFP2,True,True,True,False,True,True
11886,NTRK3_PTPRF,True,False,False,False,True,False
11887,CXCL10_CHRM4,False,False,True,False,False,False
11888,FTL_SCARA5,False,True,False,False,False,False
11889,PDYN_NPY1R,False,False,True,False,False,False
11890,CXCL2_MCHR1,False,False,True,False,False,False
11891,XCL1_NPSR1,False,False,True,False,False,False
11892,THY1_ITGAX_ITGB2,False,False,False,True,False,False
11893,FSHB_GPR150,False,False,True,False,False,False
11894,MIF_CXCR2,True,False,False,False,True,False
11895,COL13A1_ITGA2,False,True,False,False,False,False
11896,CALCA_GPR27,False,False,True,False,False,False
11897,AGT_HTR1D,False,False,True,False,False,False
11898,CCL15_CCR1,True,True,True,True,True,True
11899,LUM_ITGB1,True,False,False,False,True,False
11900,FCGR2A_PDCD1,True,False,False,False,False,False
11901,ICOSLG_NTM,True,False,False,False,False,False
11902,PSPN_NCAM1,False,False,True,False,False,False
11903,CCL20_GALR3,False,False,True,False,False,False
11904,PCDHB2_PCDHB2,False,False,False,True,False,False
11905,APLN_OPRK1,False,False,True,False,False,False
11906,FGF11_FGFR4,True,False,True,False,True,True
11907,NTS_CHRM5,False,False,True,False,False,False
11908,ADM_DRD5,False,False,True,False,False,False
11909,SEMA3C_NRP2_PLXNA4,False,False,False,True,False,False
11910,APLN_CCR8,False,False,True,False,False,False
11911,GHRL_TACR1,False,False,True,False,False,False
11912,APP_FGFR2,False,False,True,False,False,False
11913,UBB_TLR4,True,False,False,False,False,False
11914,RLN3_PTH1R,True,False,True,False,True,False
11915,CD40LG_ITGB3,False,True,False,False,False,False
11916,SAA1_CHRM1,False,False,True,False,False,False
11917,NMS_HTR5A,False,False,True,False,False,False
11918,CASP8_FAS,True,False,False,False,False,False
11919,TNFSF12_TRAF2,False,False,True,False,False,False
11920,POMC_OPRD1,True,True,True,True,True,True
11921,CCL28_APLNR,False,False,True,False,False,False
11922,CXCL3_HTR1B,False,False,True,False,False,False
11923,NMB_NMUR1,False,False,True,False,False,False
11924,HBEGF_ERBB3,False,False,True,False,False,False
11925,FGF10_FGFRL1,True,False,True,False,True,False
11926,XCL2_GRM1,False,False,True,False,False,False
11927,AGT_MAS1,True,False,True,True,True,True
11928,SST_HTR1D,False,False,True,False,False,False
11929,WNT2B_FZD2,True,True,False,False,False,False
11930,HLA-A_ERBB3,False,False,True,False,False,False
11931,GNAI3_AGTR2,True,False,False,False,False,False
11932,CXCL6_DRD2,False,False,True,False,False,False
11933,VIP_ADORA2A,False,False,True,False,False,False
11934,NPB_NPBWR2,True,True,True,False,True,True
11935,IL36B_IL36RN,True,False,False,False,True,False
11936,WNT7B_FZD2_LRP5,False,False,False,True,False,False
11937,FLT4_NRP2,True,False,False,False,False,False
11938,CXCL2_LPAR5,False,False,True,False,False,False
11939,CCL18_CCR3,True,False,False,False,True,False
11940,DCN_EGFR,True,False,False,False,True,False
11941,SLURP2_CHRNB2,True,False,False,True,True,False
11942,CORT_HTR1B,False,False,True,False,False,False
11943,SPARC_FGFR1,True,False,False,False,True,False
11944,NAMPT_P2RY6,True,True,False,False,False,False
11945,FCGR1A_CD72,True,False,False,False,False,False
11946,CCL20_HTR1A,False,False,True,False,False,False
11947,GNAI2_ADCY9,True,False,False,False,True,False
11948,IAPP_DRD5,False,False,True,False,False,False
11949,CALCB_CALCRL_RAMP3,False,False,False,True,False,False
11950,ADAM17_RHBDF2,True,False,False,False,True,False
11951,CGA_PTGIR,False,False,True,False,False,False
11952,NPTX2_NPTXR,True,False,False,False,True,False
11953,FGF20_FGFR2,True,False,True,True,True,False
11954,THBS1_LRP5,True,False,True,False,True,False
11955,GHRL_BDKRB1,False,False,True,False,False,False
11956,CD40LG_ITGAM,True,False,False,False,True,False
11957,TNF_FLT4,True,True,True,False,True,False
11958,APOC2_LRP1,True,False,False,False,True,False
11959,CCL18_ACKR1,True,False,False,True,True,False
11960,PECAM1_GPC1,False,False,True,False,False,False
11961,NPFF_GPR4,False,False,True,False,False,False
11962,OXT_ADRA1A,False,False,True,False,False,False
11963,WNT9B_FZD7_LRP5,False,False,False,True,False,False
11964,LRPAP1_SORT1,True,True,True,False,True,False
11965,LAMA3_SV2A,True,False,False,True,False,False
11966,AFDN_NRXN2,True,False,False,False,True,False
11967,CXCL9_DPP4,True,True,False,False,True,False
11968,HCRT_NPSR1,False,False,True,False,False,False
11969,RPS19_ITGA4,False,False,True,False,False,False
11970,SCGB3A2_MARCO,True,False,False,True,True,False
11971,ANXA1_GRPR,False,False,True,False,False,False
11972,NPY_NPY5R,True,False,True,True,True,True
11973,APP_CD36,False,False,True,False,False,False
11974,NTS_LPAR5,False,False,True,False,False,False
11975,LAMC2_ITGA6_ITGB4,False,False,False,True,False,False
11976,VEGFB_KDR,True,True,False,False,True,False
11977,QRFP_P2RY2,False,False,True,False,False,False
11978,INHBA_ACVRL1,False,False,True,False,False,False
11979,NMU_NMBR,False,False,True,False,False,False
11980,DSC2_PTK7,False,False,True,False,False,False
11981,TRO_ERBB4,False,False,True,False,False,False
11982,AGT_GPR132,False,False,True,False,False,False
11983,UTS2B_PROKR2,False,False,True,False,False,False
11984,WNT6_FZD6,False,True,False,False,False,False
11985,TAC3_NTSR1,False,False,True,False,False,False
11986,SLITRK3_PTPRD,True,False,False,True,True,False
11987,TNFRSF6B_TNFSF15,False,True,False,False,False,False
11988,PF4_TAS2R31,False,False,True,False,False,False
11989,RLN3_GRM7,True,False,True,False,True,False
11990,POMC_GPR15,False,False,True,False,False,False
11991,F2_F2R,True,False,True,True,True,True
11992,PPY_NPY2R,True,False,True,True,True,False
11993,BMP10_FFAR2,True,True,False,False,False,False
11994,POMC_NPY2R,False,False,True,False,False,False
11995,QRFP_F2RL2,False,False,True,False,False,False
11996,GHRH_NPSR1,False,False,True,False,False,False
11997,GNAS_CRHR1,True,False,False,False,True,False
11998,PDPN_CLEC1B,True,False,False,False,True,False
11999,PMCH_OPRL1,False,False,True,False,False,False
12000,COL1A1_LAIR1,True,False,False,False,False,False
12001,NPFF_CCKBR,False,False,True,False,False,False
12002,NTRK3_SIGLEC8,True,False,False,False,False,False
12003,PENK_HTR1A,False,False,True,False,False,False
12004,HLA-C_KIR2DS2,True,False,False,False,False,False
12005,C4BPA_CD40,True,False,False,False,True,False
12006,CXCL12_LPAR5,False,False,True,False,False,False
12007,WNT8A_FZD3_LRP6,False,False,False,True,False,False
12008,DKK2_KREMEN2,True,False,False,False,True,False
12009,GHRH_ADORA2A,False,False,True,False,False,False
12010,RLN2_ADRB3,True,False,True,False,True,False
12011,DKK4_WNT3,True,False,False,False,False,False
12012,TNFSF9_TRAF2,True,False,True,False,True,False
12013,FGF1_SPHK1,False,False,True,False,False,False
12014,CXCL2_ADRA2B,False,False,True,False,False,False
12015,GCG_CRHR2,False,False,True,False,False,False
12016,IL4R_PCDHGB6,True,False,False,False,False,False
12017,CCL19_TAS2R39,False,False,True,False,False,False
12018,CXCL11_NMUR2,False,False,True,False,False,False
12019,COL1A1_DDR1,True,False,True,False,True,True
12020,APLN_TAS2R38,False,False,True,False,False,False
12021,SECTM1_CD7,True,False,True,False,True,False
12022,CD33_IFNGR1,True,False,False,False,False,False
12023,COMP_ITGAV_ITGB3,False,False,False,True,False,False
12024,CLEC1B_KLRB1,True,False,False,True,True,False
12025,SFRP2_WNT5B,False,True,False,False,False,False
12026,CCL20_S1PR5,False,False,True,False,False,False
12027,GRN_CLEC4M,True,True,True,False,True,False
12028,EDN3_LPAR2,False,False,True,False,False,False
12029,DAGLA_CNR1,False,True,False,False,False,False
12030,WNT16_FZD3,True,True,False,False,False,False
12031,ANGPTL4_CDH5,True,False,False,True,True,False
12032,COL6A3_ITGB1,True,True,False,False,True,False
12033,PYY_SUCNR1,False,False,True,False,False,False
12034,S100A9_ALCAM,True,False,False,False,True,False
12035,GLG1_MOG,True,False,False,False,False,False
12036,RLN1_PTH2R,False,False,True,False,False,False
12037,XCL1_GPR65,False,False,True,False,False,False
12038,NMU_EDNRA,False,False,True,False,False,False
12039,BMP15_BMPR1A,True,False,True,False,True,True
12040,OSTN_NPR3,True,True,True,True,True,True
12041,TNF_RIPK1,True,True,False,False,False,False
12042,TPO_MPL,True,False,False,False,False,False
12043,MPZ_IL6R,True,False,False,False,False,False
12044,XCL2_GRPR,False,False,True,False,False,False
12045,EPHA4_FGFR2,False,True,False,False,False,False
12046,CALCB_CALCR_RAMP2,False,False,False,True,False,False
12047,NMS_CXCR2,False,False,True,False,False,False
12048,CXCL11_RXFP3,False,False,True,False,False,False
12049,EFNB3_EPHB6,True,True,True,True,True,True
12050,VEGFD_KDR,True,True,True,False,True,True
12051,FGF2_THBS2,True,False,False,False,False,False
12052,CCL28_SSTR5,False,False,True,False,False,False
12053,CXCL9_MTNR1B,False,False,True,False,False,False
12054,WNT2B_PORCN,True,False,False,False,False,False
12055,WNT3A_FZD2_LRP5,False,False,False,True,False,False
12056,C3_C5AR2,True,True,True,False,True,False
12057,COL14A1_ITGA11,False,True,False,False,False,False
12058,CCL20_TAS2R41,False,False,True,False,False,False
12059,CXCL13_CCR7,False,False,True,False,False,False
12060,LIFR_NEGR1,True,False,False,False,False,False
12061,GDF6_BMPR1B,True,True,True,False,True,False
12062,KNG1_CCR9,False,False,True,False,False,False
12063,KISS1_LPAR1,False,False,True,False,False,False
12064,CCL27_HRH3,False,False,True,False,False,False
12065,PCDH7_LRP6,False,False,True,False,False,False
12066,PDYN_CCR6,False,False,True,False,False,False
12067,WNT2B_FZD4_LRP6,False,False,False,True,False,False
12068,TAC1_TACR1,True,True,True,True,True,True
12069,MAPT_EGFR,False,False,True,False,False,False
12070,BDNF_DRD4,True,False,False,False,True,False
12071,CCL27_OPRM1,False,False,True,False,False,False
12072,EFNB1_EPHB6,True,True,True,False,True,True
12073,PPY_FPR2,False,False,True,False,False,False
12074,CALCA_NPSR1,False,False,True,False,False,False
12075,RSPO2_WNT4,True,False,False,False,False,False
12076,LAMA1_ITGAV,True,False,True,False,False,True
12077,CXCL9_TAS2R40,False,False,True,False,False,False
12078,WNT3_RYK,True,True,True,False,True,True
12079,CCL21_CCR10,True,False,True,False,True,False
12080,HSP90B1_ASGR1,True,False,False,False,True,False
12081,TJP3_CLDN3,True,False,False,False,False,False
12082,FCGR1A_PILRA,True,False,False,False,False,False
12083,RLN1_VIPR1,False,False,True,False,False,False
12084,PPY_S1PR4,False,False,True,False,False,False
12085,CXCL3_CCR8,False,False,True,False,False,False
12086,EDN3_TACR1,False,False,True,False,False,False
12087,NPFF_XCR1,False,False,True,False,False,False
12088,BAMBI_ACVR2A,True,False,False,False,False,False
12089,NPS_MC2R,False,False,True,False,False,False
12090,CXCL12_NPY5R,False,False,True,False,False,False
12091,FSHB_RAMP1,False,False,True,False,False,False
12092,HSP90B1_AMFR,False,False,True,False,False,False
12093,F2_HRH1,False,False,True,False,False,False
12094,CXCL10_HTR1D,False,False,True,False,False,False
12095,ANXA1_LPAR2,False,False,True,False,False,False
12096,INSL3_MC2R,False,False,True,False,False,False
12097,CD70_GPRC5B,True,True,False,False,False,False
12098,TNF_FAT1,False,False,True,False,False,False
12099,TNFRSF11B_TNFSF11,False,True,False,False,False,False
12100,DKK4_WNT9B,True,False,False,False,False,False
12101,WNT3A_FZD9_LRP5,False,False,False,True,False,False
12102,RLN2_HTR6,False,False,True,False,False,False
12103,TAC3_LPAR4,False,False,True,False,False,False
12104,FGF20_FGFR3,True,True,True,True,True,False
12105,CCL21_FPR2,False,False,True,False,False,False
12106,CORT_CCR3,False,False,True,False,False,False
12107,WNT1_LRP6,True,True,True,False,True,False
12108,WNT11_LRP5,False,True,False,False,False,False
12109,CCL5_CCR3,True,True,True,True,True,True
12110,BMP5_ACVR1,True,True,True,False,True,True
12111,CCL21_OPRL1,False,False,True,False,False,False
12112,POMC_SSTR5,False,False,True,False,False,False
12113,GAST_AGTR1,False,False,True,False,False,False
12114,CXCL5_FPR2,False,False,True,False,False,False
12115,NMS_LPAR2,False,False,True,False,False,False
12116,CSF1_SIRPA,True,True,False,False,True,False
12117,CCL28_C3AR1,False,False,True,False,False,False
12118,NMU_HTR1B,False,False,True,False,False,False
12119,EDN2_CHRM5,False,False,True,False,False,False
12120,GRP_OXTR,False,False,True,False,False,False
12121,HLA-DRA_SCARB1,False,False,True,False,False,False
12122,AKR1B1_PTGFR,False,True,False,False,False,False
12123,CCL28_NPBWR1,False,False,True,False,False,False
12124,CXCL2_XCR1,True,False,True,False,True,True
12125,IFNA6_IFNAR1,True,True,True,False,True,True
12126,ASIP_F11R,True,False,True,False,True,False
12127,NPS_TACR3,False,False,True,False,False,False
12128,WNT8A_FZD2_LRP6,False,False,False,True,False,False
12129,BMP15_ACVR2A,True,False,True,False,True,True
12130,KNG1_SSTR5,False,False,True,False,False,False
12131,CORT_TAS2R38,False,False,True,False,False,False
12132,TGFB3_ITGB1,True,False,True,False,True,False
12133,PIK3CB_AGTR2,False,False,True,False,False,False
12134,FLRT3_ADGRL1,False,False,False,True,False,False
12135,LAMC2_COL17A1,True,False,False,False,True,False
12136,CCL25_SSTR3,False,False,True,False,False,False
12137,CXCL3_HTR5A,False,False,True,False,False,False
12138,POMC_VIPR2,False,False,True,False,False,False
12139,PPY_CCR6,False,False,True,False,False,False
12140,IFNW1_IFNAR1_IFNAR2,False,False,False,True,False,False
12141,SST_CNR1,False,False,True,False,False,False
12142,TIMP2_ITGB1,True,False,False,False,True,False
12143,CFH_ITGAM,True,False,True,False,True,False
12144,MT-RNR2_FPR2,True,True,False,False,True,False
12145,AGT_OPRK1,False,False,True,False,False,False
12146,CXCL6_CXCR2,True,True,True,True,True,True
12147,COL1A2_ITGA2,True,True,False,False,True,False
12148,DSC3_DSG2,True,True,False,True,True,False
12149,NMS_GHSR,False,False,True,False,False,False
12150,CDH12_ITGA1_ITGB1,False,False,False,True,False,False
12151,NMS_TACR1,False,False,True,False,False,False
12152,FSHB_MC5R,False,False,True,False,False,False
12153,LAMA5_ITGA3_ITGB1,False,False,False,True,False,False
12154,GAST_OXTR,False,False,True,False,False,False
