"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","datasets","source.ligand","target.receptor","ligand.pvalues","ligand.logFC","ligand.pct.1","ligand.pct.2","receptor.pvalues","receptor.logFC","receptor.pct.1","receptor.pct.2","direction_lig","direction_rec","direction_lig_rec","direction"
"1521","NK","NK","HLA-B","CD8A",0.0479718571380276,0,"HLA-B_CD8A","HLA-B - CD8A","","AML","NK.HLA-B","NK.CD8A",0,0.216482174202954,95.6219792595373,96.786262849041,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1522","T","NK","HLA-B","CD8A",0.0430870397846295,0,"HLA-B_CD8A","HLA-B - CD8A","","AML","T.HLA-B","NK.CD8A",0,0.216482174202954,95.6219792595373,96.786262849041,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1523","B","T","HLA-B","CD8A",0.0743188790252627,0,"HLA-B_CD8A","HLA-B - CD8A","","AML","B.HLA-B","T.CD8A",0,0.216482174202954,95.6219792595373,96.786262849041,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1524","DC","T","HLA-B","CD8A",0.065399636397488,0,"HLA-B_CD8A","HLA-B - CD8A","","AML","DC.HLA-B","T.CD8A",0,0.216482174202954,95.6219792595373,96.786262849041,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1525","Ery","T","HLA-B","CD8A",0.01381859237649,0,"HLA-B_CD8A","HLA-B - CD8A","","AML","Ery.HLA-B","T.CD8A",0,0.216482174202954,95.6219792595373,96.786262849041,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1526","Gran","T","HLA-B","CD8A",0.0755457674569861,0,"HLA-B_CD8A","HLA-B - CD8A","","AML","Gran.HLA-B","T.CD8A",0,0.216482174202954,95.6219792595373,96.786262849041,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1527","HSPC","T","HLA-B","CD8A",0.0569278844096221,0,"HLA-B_CD8A","HLA-B - CD8A","","AML","HSPC.HLA-B","T.CD8A",0,0.216482174202954,95.6219792595373,96.786262849041,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1528","Mono","T","HLA-B","CD8A",0.0891556952656532,0,"HLA-B_CD8A","HLA-B - CD8A","","AML","Mono.HLA-B","T.CD8A",0,0.216482174202954,95.6219792595373,96.786262849041,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1529","NK","T","HLA-B","CD8A",0.102923731719786,0,"HLA-B_CD8A","HLA-B - CD8A","","AML","NK.HLA-B","T.CD8A",0,0.216482174202954,95.6219792595373,96.786262849041,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1530","T","T","HLA-B","CD8A",0.0929898951419296,0,"HLA-B_CD8A","HLA-B - CD8A","","AML","T.HLA-B","T.CD8A",0,0.216482174202954,95.6219792595373,96.786262849041,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1531","B","NK","HLA-C","CD8A",0.0221695923619096,0,"HLA-C_CD8A","HLA-C - CD8A","","AML","B.HLA-C","NK.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1532","DC","NK","HLA-C","CD8A",0.0240457702462447,0,"HLA-C_CD8A","HLA-C - CD8A","","AML","DC.HLA-C","NK.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1533","Ery","NK","HLA-C","CD8A",0.0080548185186668,0.03,"HLA-C_CD8A","HLA-C - CD8A","","AML","Ery.HLA-C","NK.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1534","Gran","NK","HLA-C","CD8A",0.0263490194672579,0,"HLA-C_CD8A","HLA-C - CD8A","","AML","Gran.HLA-C","NK.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1535","HSPC","NK","HLA-C","CD8A",0.018477338968344,0,"HLA-C_CD8A","HLA-C - CD8A","","AML","HSPC.HLA-C","NK.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1536","Mono","NK","HLA-C","CD8A",0.0370544603071726,0,"HLA-C_CD8A","HLA-C - CD8A","","AML","Mono.HLA-C","NK.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1537","NK","NK","HLA-C","CD8A",0.0429918973312977,0,"HLA-C_CD8A","HLA-C - CD8A","","AML","NK.HLA-C","NK.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1538","T","NK","HLA-C","CD8A",0.0375825171492915,0,"HLA-C_CD8A","HLA-C - CD8A","","AML","T.HLA-C","NK.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1539","B","T","HLA-C","CD8A",0.049088921199371,0,"HLA-C_CD8A","HLA-C - CD8A","","AML","B.HLA-C","T.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1540","DC","T","HLA-C","CD8A",0.0531194824271206,0,"HLA-C_CD8A","HLA-C - CD8A","","AML","DC.HLA-C","T.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1541","Ery","T","HLA-C","CD8A",0.0181535297929642,0,"HLA-C_CD8A","HLA-C - CD8A","","AML","Ery.HLA-C","T.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1542","Gran","T","HLA-C","CD8A",0.0580419665425827,0,"HLA-C_CD8A","HLA-C - CD8A","","AML","Gran.HLA-C","T.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1543","HSPC","T","HLA-C","CD8A",0.041101815272856,0,"HLA-C_CD8A","HLA-C - CD8A","","AML","HSPC.HLA-C","T.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1544","Mono","T","HLA-C","CD8A",0.080558655010234,0,"HLA-C_CD8A","HLA-C - CD8A","","AML","Mono.HLA-C","T.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1545","NK","T","HLA-C","CD8A",0.0927952457062946,0,"HLA-C_CD8A","HLA-C - CD8A","","AML","NK.HLA-C","T.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1546","T","T","HLA-C","CD8A",0.0816541115970222,0,"HLA-C_CD8A","HLA-C - CD8A","","AML","T.HLA-C","T.CD8A",0,0.253895814934135,92.7596077143259,93.8994131778977,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1547","B","NK","HLA-E","CD8A",0.0190755782753283,0,"HLA-E_CD8A","HLA-E - CD8A","","AML","B.HLA-E","NK.CD8A",1.63830073475771e-33,-0.107409955048429,85.8148374079114,87.0347761017683,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"down","up","down_up","ambigous"
"1548","DC","NK","HLA-E","CD8A",0.0139224435815514,0,"HLA-E_CD8A","HLA-E - CD8A","","AML","DC.HLA-E","NK.CD8A",1.63830073475771e-33,-0.107409955048429,85.8148374079114,87.0347761017683,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"down","up","down_up","ambigous"
"1549","Gran","NK","HLA-E","CD8A",0.0162874976463415,0,"HLA-E_CD8A","HLA-E - CD8A","","AML","Gran.HLA-E","NK.CD8A",1.63830073475771e-33,-0.107409955048429,85.8148374079114,87.0347761017683,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"down","up","down_up","ambigous"
"1550","HSPC","NK","HLA-E","CD8A",0.0147801307399954,0,"HLA-E_CD8A","HLA-E - CD8A","","AML","HSPC.HLA-E","NK.CD8A",1.63830073475771e-33,-0.107409955048429,85.8148374079114,87.0347761017683,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"down","up","down_up","ambigous"
"1551","Mono","NK","HLA-E","CD8A",0.0240634752460161,0,"HLA-E_CD8A","HLA-E - CD8A","","AML","Mono.HLA-E","NK.CD8A",1.63830073475771e-33,-0.107409955048429,85.8148374079114,87.0347761017683,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"down","up","down_up","ambigous"
"1552","NK","NK","HLA-E","CD8A",0.0336080763915695,0,"HLA-E_CD8A","HLA-E - CD8A","","AML","NK.HLA-E","NK.CD8A",1.63830073475771e-33,-0.107409955048429,85.8148374079114,87.0347761017683,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"down","up","down_up","ambigous"
"1553","T","NK","HLA-E","CD8A",0.0283575489203022,0,"HLA-E_CD8A","HLA-E - CD8A","","AML","T.HLA-E","NK.CD8A",1.63830073475771e-33,-0.107409955048429,85.8148374079114,87.0347761017683,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"down","up","down_up","ambigous"
"1554","B","T","HLA-E","CD8A",0.0424009215881253,0,"HLA-E_CD8A","HLA-E - CD8A","","AML","B.HLA-E","T.CD8A",1.63830073475771e-33,-0.107409955048429,85.8148374079114,87.0347761017683,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"down","up","down_up","ambigous"
"1555","DC","T","HLA-E","CD8A",0.0311466851923075,0,"HLA-E_CD8A","HLA-E - CD8A","","AML","DC.HLA-E","T.CD8A",1.63830073475771e-33,-0.107409955048429,85.8148374079114,87.0347761017683,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"down","up","down_up","ambigous"
"1556","Gran","T","HLA-E","CD8A",0.0363298813075821,0,"HLA-E_CD8A","HLA-E - CD8A","","AML","Gran.HLA-E","T.CD8A",1.63830073475771e-33,-0.107409955048429,85.8148374079114,87.0347761017683,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"down","up","down_up","ambigous"
"1557","HSPC","T","HLA-E","CD8A",0.0330299229272093,0,"HLA-E_CD8A","HLA-E - CD8A","","AML","HSPC.HLA-E","T.CD8A",1.63830073475771e-33,-0.107409955048429,85.8148374079114,87.0347761017683,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"down","up","down_up","ambigous"
"1558","Mono","T","HLA-E","CD8A",0.0531574285380022,0,"HLA-E_CD8A","HLA-E - CD8A","","AML","Mono.HLA-E","T.CD8A",1.63830073475771e-33,-0.107409955048429,85.8148374079114,87.0347761017683,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"down","up","down_up","ambigous"
"1559","NK","T","HLA-E","CD8A",0.0733743227716695,0,"HLA-E_CD8A","HLA-E - CD8A","","AML","NK.HLA-E","T.CD8A",1.63830073475771e-33,-0.107409955048429,85.8148374079114,87.0347761017683,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"down","up","down_up","ambigous"
"1560","T","T","HLA-E","CD8A",0.0623117696482525,0,"HLA-E_CD8A","HLA-E - CD8A","","AML","T.HLA-E","T.CD8A",1.63830073475771e-33,-0.107409955048429,85.8148374079114,87.0347761017683,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"down","up","down_up","ambigous"
"1561","B","NK","HLA-F","CD8A",0.00227110942216197,0,"HLA-F_CD8A","HLA-F - CD8A","","AML","B.HLA-F","NK.CD8A",3.8607439207542e-106,0.120651730157212,45.0893904556332,32.2043243669017,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1562","Gran","NK","HLA-F","CD8A",0.00176479982216676,0,"HLA-F_CD8A","HLA-F - CD8A","","AML","Gran.HLA-F","NK.CD8A",3.8607439207542e-106,0.120651730157212,45.0893904556332,32.2043243669017,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1563","Mono","NK","HLA-F","CD8A",0.00768693466997494,0,"HLA-F_CD8A","HLA-F - CD8A","","AML","Mono.HLA-F","NK.CD8A",3.8607439207542e-106,0.120651730157212,45.0893904556332,32.2043243669017,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1564","NK","NK","HLA-F","CD8A",0.0132740343994583,0,"HLA-F_CD8A","HLA-F - CD8A","","AML","NK.HLA-F","NK.CD8A",3.8607439207542e-106,0.120651730157212,45.0893904556332,32.2043243669017,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1565","T","NK","HLA-F","CD8A",0.0100286191635557,0,"HLA-F_CD8A","HLA-F - CD8A","","AML","T.HLA-F","NK.CD8A",3.8607439207542e-106,0.120651730157212,45.0893904556332,32.2043243669017,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1566","B","T","HLA-F","CD8A",0.00515620077527168,0,"HLA-F_CD8A","HLA-F - CD8A","","AML","B.HLA-F","T.CD8A",3.8607439207542e-106,0.120651730157212,45.0893904556332,32.2043243669017,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1567","DC","T","HLA-F","CD8A",0.00159571755895044,0,"HLA-F_CD8A","HLA-F - CD8A","","AML","DC.HLA-F","T.CD8A",3.8607439207542e-106,0.120651730157212,45.0893904556332,32.2043243669017,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1568","Gran","T","HLA-F","CD8A",0.0040092881562836,0,"HLA-F_CD8A","HLA-F - CD8A","","AML","Gran.HLA-F","T.CD8A",3.8607439207542e-106,0.120651730157212,45.0893904556332,32.2043243669017,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1569","Mono","T","HLA-F","CD8A",0.0173324715992283,0,"HLA-F_CD8A","HLA-F - CD8A","","AML","Mono.HLA-F","T.CD8A",3.8607439207542e-106,0.120651730157212,45.0893904556332,32.2043243669017,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1570","NK","T","HLA-F","CD8A",0.0297202701015405,0,"HLA-F_CD8A","HLA-F - CD8A","","AML","NK.HLA-F","T.CD8A",3.8607439207542e-106,0.120651730157212,45.0893904556332,32.2043243669017,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1571","T","T","HLA-F","CD8A",0.0225457329128778,0,"HLA-F_CD8A","HLA-F - CD8A","","AML","T.HLA-F","T.CD8A",3.8607439207542e-106,0.120651730157212,45.0893904556332,32.2043243669017,1.41839336981187e-92,0.098241104181186,13.2795270048332,7.45145917844906,"up","up","up_up","up"
"1572","B","NK","HLA-A","CD8B",0.00649265005396074,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","B.HLA-A","NK.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1573","DC","NK","HLA-A","CD8B",0.00588845089922842,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","DC.HLA-A","NK.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1574","Ery","NK","HLA-A","CD8B",0.0018938532187267,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","Ery.HLA-A","NK.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1575","Gran","NK","HLA-A","CD8B",0.00707203109222126,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","Gran.HLA-A","NK.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1576","HSPC","NK","HLA-A","CD8B",0.00620762695677988,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","HSPC.HLA-A","NK.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1577","Mono","NK","HLA-A","CD8B",0.00878010491006411,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","Mono.HLA-A","NK.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1578","NK","NK","HLA-A","CD8B",0.0108472859361715,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","NK.HLA-A","NK.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1579","T","NK","HLA-A","CD8B",0.00963188050112244,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","T.HLA-A","NK.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1580","B","T","HLA-A","CD8B",0.0314556817461774,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","B.HLA-A","T.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1581","DC","T","HLA-A","CD8B",0.0285953112080306,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","DC.HLA-A","T.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1582","Ery","T","HLA-A","CD8B",0.00934162000046854,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","Ery.HLA-A","T.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1583","Gran","T","HLA-A","CD8B",0.0341860242239755,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","Gran.HLA-A","T.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1584","HSPC","T","HLA-A","CD8B",0.0301080076651041,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","HSPC.HLA-A","T.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1585","Mono","T","HLA-A","CD8B",0.042164719698355,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","Mono.HLA-A","T.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1586","NK","T","HLA-A","CD8B",0.0516821260419798,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","NK.HLA-A","T.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1587","T","T","HLA-A","CD8B",0.046104561856981,0,"HLA-A_CD8B","HLA-A - CD8B","","AML","T.HLA-A","T.CD8B",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1588","B","NK","HLA-B","CD8B",0.00850839548628122,0,"HLA-B_CD8B","HLA-B - CD8B","","AML","B.HLA-B","NK.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1589","DC","NK","HLA-B","CD8B",0.00742393345920791,0,"HLA-B_CD8B","HLA-B - CD8B","","AML","DC.HLA-B","NK.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1590","Ery","NK","HLA-B","CD8B",0.00149547073319485,0.01,"HLA-B_CD8B","HLA-B - CD8B","","AML","Ery.HLA-B","NK.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1591","Gran","NK","HLA-B","CD8B",0.00865901846588852,0,"HLA-B_CD8B","HLA-B - CD8B","","AML","Gran.HLA-B","NK.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1592","HSPC","NK","HLA-B","CD8B",0.00641073631700973,0,"HLA-B_CD8B","HLA-B - CD8B","","AML","HSPC.HLA-B","NK.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1593","Mono","NK","HLA-B","CD8B",0.0103539419685053,0,"HLA-B_CD8B","HLA-B - CD8B","","AML","Mono.HLA-B","NK.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1594","NK","NK","HLA-B","CD8B",0.0121147247677139,0,"HLA-B_CD8B","HLA-B - CD8B","","AML","NK.HLA-B","NK.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1595","T","NK","HLA-B","CD8B",0.0108395501578835,0,"HLA-B_CD8B","HLA-B - CD8B","","AML","T.HLA-B","NK.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1596","B","T","HLA-B","CD8B",0.0409025204348642,0,"HLA-B_CD8B","HLA-B - CD8B","","AML","B.HLA-B","T.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1597","DC","T","HLA-B","CD8B",0.0358384145652272,0,"HLA-B_CD8B","HLA-B - CD8B","","AML","DC.HLA-B","T.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1598","Ery","T","HLA-B","CD8B",0.00738815546340845,0,"HLA-B_CD8B","HLA-B - CD8B","","AML","Ery.HLA-B","T.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1599","Gran","T","HLA-B","CD8B",0.0416025497475819,0,"HLA-B_CD8B","HLA-B - CD8B","","AML","Gran.HLA-B","T.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1600","HSPC","T","HLA-B","CD8B",0.0310686737369708,0,"HLA-B_CD8B","HLA-B - CD8B","","AML","HSPC.HLA-B","T.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1601","Mono","T","HLA-B","CD8B",0.0494243758961313,0,"HLA-B_CD8B","HLA-B - CD8B","","AML","Mono.HLA-B","T.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1602","NK","T","HLA-B","CD8B",0.0574437783074335,0,"HLA-B_CD8B","HLA-B - CD8B","","AML","NK.HLA-B","T.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1603","T","T","HLA-B","CD8B",0.0516467892864374,0,"HLA-B_CD8B","HLA-B - CD8B","","AML","T.HLA-B","T.CD8B",0,0.216482174202954,95.6219792595373,96.786262849041,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1604","B","NK","HLA-C","CD8B",0.00548750222408366,0,"HLA-C_CD8B","HLA-C - CD8B","","AML","B.HLA-C","NK.CD8B",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1605","DC","NK","HLA-C","CD8B",0.00596050664800661,0,"HLA-C_CD8B","HLA-C - CD8B","","AML","DC.HLA-C","NK.CD8B",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1606","Ery","NK","HLA-C","CD8B",0.00197233627358493,0,"HLA-C_CD8B","HLA-C - CD8B","","AML","Ery.HLA-C","NK.CD8B",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1607","Gran","NK","HLA-C","CD8B",0.00654305390486288,0,"HLA-C_CD8B","HLA-C - CD8B","","AML","Gran.HLA-C","NK.CD8B",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1608","HSPC","NK","HLA-C","CD8B",0.00456062334664544,0,"HLA-C_CD8B","HLA-C - CD8B","","AML","HSPC.HLA-C","NK.CD8B",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1609","Mono","NK","HLA-C","CD8B",0.00927813757526343,0,"HLA-C_CD8B","HLA-C - CD8B","","AML","Mono.HLA-C","NK.CD8B",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1610","NK","NK","HLA-C","CD8B",0.0108148100870822,0,"HLA-C_CD8B","HLA-C - CD8B","","AML","NK.HLA-C","NK.CD8B",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1611","T","NK","HLA-C","CD8B",0.00941422862745695,0,"HLA-C_CD8B","HLA-C - CD8B","","AML","T.HLA-C","NK.CD8B",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1612","B","T","HLA-C","CD8B",0.0266897469191443,0,"HLA-C_CD8B","HLA-C - CD8B","","AML","B.HLA-C","T.CD8B",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1613","DC","T","HLA-C","CD8B",0.0289371380089691,0,"HLA-C_CD8B","HLA-C - CD8B","","AML","DC.HLA-C","T.CD8B",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1614","Ery","T","HLA-C","CD8B",0.00972573802957762,0,"HLA-C_CD8B","HLA-C - CD8B","","AML","Ery.HLA-C","T.CD8B",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1615","Gran","T","HLA-C","CD8B",0.0316936968587534,0,"HLA-C_CD8B","HLA-C - CD8B","","AML","Gran.HLA-C","T.CD8B",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1616","HSPC","T","HLA-C","CD8B",0.0222618195349648,0,"HLA-C_CD8B","HLA-C - CD8B","","AML","HSPC.HLA-C","T.CD8B",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
"1617","Mono","T","HLA-C","CD8B",0.0444714629351537,0,"HLA-C_CD8B","HLA-C - CD8B","","AML","Mono.HLA-C","T.CD8B",0,0.253895814934135,92.7596077143259,93.8994131778977,NA,NA,NA,NA,"up",NA,"up_NA","up"
