"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","datasets","source.ligand","target.receptor","ligand.pvalues","ligand.logFC","ligand.pct.1","ligand.pct.2","receptor.pvalues","receptor.logFC","receptor.pct.1","receptor.pct.2","direction_lig","direction_rec","direction_lig_rec","direction"
"98","Mono","NK","TYK2","JAK1",0.00522278163301527,0,"TYK2_JAK1","TYK2 - JAK1","","AML","Mono.TYK2","NK.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"99","DC","T","TYK2","JAK1",0.00699426970410634,0,"TYK2_JAK1","TYK2 - JAK1","","AML","DC.TYK2","T.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"100","Gran","T","TYK2","JAK1",0.00352173378455125,0,"TYK2_JAK1","TYK2 - JAK1","","AML","Gran.TYK2","T.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"101","Mono","T","TYK2","JAK1",0.00361351983351411,0,"TYK2_JAK1","TYK2 - JAK1","","AML","Mono.TYK2","T.JAK1",NA,NA,NA,NA,9.84788970751867e-54,-0.150791266468282,54.8730702454132,55.8977590484817,NA,"down","NA_down","down"
"102","Mono","Gran","SERPINA1","LRP1",0.00284664721231662,0,"SERPINA1_LRP1","SERPINA1 - LRP1","","AML","Mono.SERPINA1","Gran.LRP1",3.8146497790811e-20,0.0643762800668086,37.1826756135329,32.6375487377417,NA,NA,NA,NA,"up",NA,"up_NA","up"
"103","Gran","Mono","SERPINA1","LRP1",0.00569875694373113,0,"SERPINA1_LRP1","SERPINA1 - LRP1","","AML","Gran.SERPINA1","Mono.LRP1",3.8146497790811e-20,0.0643762800668086,37.1826756135329,32.6375487377417,NA,NA,NA,NA,"up",NA,"up_NA","up"
"104","Mono","Mono","SERPINA1","LRP1",0.0215002931127362,0,"SERPINA1_LRP1","SERPINA1 - LRP1","","AML","Mono.SERPINA1","Mono.LRP1",3.8146497790811e-20,0.0643762800668086,37.1826756135329,32.6375487377417,NA,NA,NA,NA,"up",NA,"up_NA","up"
"105","DC","B","TNFSF13","TNFRSF13B",0.000160801990621258,0,"TNFSF13_TNFRSF13B","TNFSF13 - TNFRSF13B","","AML","DC.TNFSF13","B.TNFRSF13B",1.06315214871613e-61,0.0518669460421542,25.1513302989067,17.8449056752393,NA,NA,NA,NA,"up",NA,"up_NA","up"
"106","Gran","B","TNFSF13","TNFRSF13B",0.00031348191016894,0,"TNFSF13_TNFRSF13B","TNFSF13 - TNFRSF13B","","AML","Gran.TNFSF13","B.TNFRSF13B",1.06315214871613e-61,0.0518669460421542,25.1513302989067,17.8449056752393,NA,NA,NA,NA,"up",NA,"up_NA","up"
"107","HSPC","B","TNFSF13","TNFRSF13B",7.10071832638137e-06,0,"TNFSF13_TNFRSF13B","TNFSF13 - TNFRSF13B","","AML","HSPC.TNFSF13","B.TNFRSF13B",1.06315214871613e-61,0.0518669460421542,25.1513302989067,17.8449056752393,NA,NA,NA,NA,"up",NA,"up_NA","up"
"108","Mono","B","TNFSF13","TNFRSF13B",0.000477440381826556,0,"TNFSF13_TNFRSF13B","TNFSF13 - TNFRSF13B","","AML","Mono.TNFSF13","B.TNFRSF13B",1.06315214871613e-61,0.0518669460421542,25.1513302989067,17.8449056752393,NA,NA,NA,NA,"up",NA,"up_NA","up"
"109","DC","Mono","ANXA1","FPR1",0.0223890498977907,0,"ANXA1_FPR1","ANXA1 - FPR1","","AML","DC.ANXA1","Mono.FPR1",0,0.472493887668604,73.7365679695932,62.6206136032452,5.29676963365518e-34,-0.0901044083496127,13.6314579325231,16.8091055885944,"up","down","up_down","ambigous"
"110","Gran","Mono","ANXA1","FPR1",0.0248150685912624,0,"ANXA1_FPR1","ANXA1 - FPR1","","AML","Gran.ANXA1","Mono.FPR1",0,0.472493887668604,73.7365679695932,62.6206136032452,5.29676963365518e-34,-0.0901044083496127,13.6314579325231,16.8091055885944,"up","down","up_down","ambigous"
"111","HSPC","Mono","ANXA1","FPR1",0.0149124181617701,0,"ANXA1_FPR1","ANXA1 - FPR1","","AML","HSPC.ANXA1","Mono.FPR1",0,0.472493887668604,73.7365679695932,62.6206136032452,5.29676963365518e-34,-0.0901044083496127,13.6314579325231,16.8091055885944,"up","down","up_down","ambigous"
"112","Mono","Mono","ANXA1","FPR1",0.0303354063898393,0,"ANXA1_FPR1","ANXA1 - FPR1","","AML","Mono.ANXA1","Mono.FPR1",0,0.472493887668604,73.7365679695932,62.6206136032452,5.29676963365518e-34,-0.0901044083496127,13.6314579325231,16.8091055885944,"up","down","up_down","ambigous"
"113","NK","Mono","ANXA1","FPR1",0.00850720970443384,0,"ANXA1_FPR1","ANXA1 - FPR1","","AML","NK.ANXA1","Mono.FPR1",0,0.472493887668604,73.7365679695932,62.6206136032452,5.29676963365518e-34,-0.0901044083496127,13.6314579325231,16.8091055885944,"up","down","up_down","ambigous"
"114","T","Mono","ANXA1","FPR1",0.0119490689702446,0,"ANXA1_FPR1","ANXA1 - FPR1","","AML","T.ANXA1","Mono.FPR1",0,0.472493887668604,73.7365679695932,62.6206136032452,5.29676963365518e-34,-0.0901044083496127,13.6314579325231,16.8091055885944,"up","down","up_down","ambigous"
"115","Mono","DC","S100A8","TLR4",0.0149291047738667,0,"S100A8_TLR4","S100A8 - TLR4","","AML","Mono.S100A8","DC.TLR4",5.05422272026307e-09,0.136258880404588,46.3751114447938,45.1301642314206,5.05784013801912e-92,0.0668183500618486,22.0824926094505,14.079792052302,"up","up","up_up","up"
"116","Gran","Gran","S100A8","TLR4",0.0145096225220794,0,"S100A8_TLR4","S100A8 - TLR4","","AML","Gran.S100A8","Gran.TLR4",5.05422272026307e-09,0.136258880404588,46.3751114447938,45.1301642314206,5.05784013801912e-92,0.0668183500618486,22.0824926094505,14.079792052302,"up","up","up_up","up"
"117","Mono","Gran","S100A8","TLR4",0.0261121922692651,0,"S100A8_TLR4","S100A8 - TLR4","","AML","Mono.S100A8","Gran.TLR4",5.05422272026307e-09,0.136258880404588,46.3751114447938,45.1301642314206,5.05784013801912e-92,0.0668183500618486,22.0824926094505,14.079792052302,"up","up","up_up","up"
"118","Gran","Mono","S100A8","TLR4",0.0466592023799251,0,"S100A8_TLR4","S100A8 - TLR4","","AML","Gran.S100A8","Mono.TLR4",5.05422272026307e-09,0.136258880404588,46.3751114447938,45.1301642314206,5.05784013801912e-92,0.0668183500618486,22.0824926094505,14.079792052302,"up","up","up_up","up"
"119","Mono","Mono","S100A8","TLR4",0.0818352523493723,0,"S100A8_TLR4","S100A8 - TLR4","","AML","Mono.S100A8","Mono.TLR4",5.05422272026307e-09,0.136258880404588,46.3751114447938,45.1301642314206,5.05784013801912e-92,0.0668183500618486,22.0824926094505,14.079792052302,"up","up","up_up","up"
"120","Mono","DC","S100A9","TLR4",0.0177365651100406,0,"S100A9_TLR4","S100A9 - TLR4","","AML","Mono.S100A9","DC.TLR4",1.59087014530003e-11,0.126188115665131,50.3073530101825,49.8798786971762,5.05784013801912e-92,0.0668183500618486,22.0824926094505,14.079792052302,"up","up","up_up","up"
"121","Gran","Gran","S100A9","TLR4",0.0162406190513505,0,"S100A9_TLR4","S100A9 - TLR4","","AML","Gran.S100A9","Gran.TLR4",1.59087014530003e-11,0.126188115665131,50.3073530101825,49.8798786971762,5.05784013801912e-92,0.0668183500618486,22.0824926094505,14.079792052302,"up","up","up_up","up"
"122","Mono","Gran","S100A9","TLR4",0.0309565751387443,0,"S100A9_TLR4","S100A9 - TLR4","","AML","Mono.S100A9","Gran.TLR4",1.59087014530003e-11,0.126188115665131,50.3073530101825,49.8798786971762,5.05784013801912e-92,0.0668183500618486,22.0824926094505,14.079792052302,"up","up","up_up","up"
"123","DC","Mono","S100A9","TLR4",0.0146215699063453,0,"S100A9_TLR4","S100A9 - TLR4","","AML","DC.S100A9","Mono.TLR4",1.59087014530003e-11,0.126188115665131,50.3073530101825,49.8798786971762,5.05784013801912e-92,0.0668183500618486,22.0824926094505,14.079792052302,"up","up","up_up","up"
"124","Gran","Mono","S100A9","TLR4",0.0520231710044386,0,"S100A9_TLR4","S100A9 - TLR4","","AML","Gran.S100A9","Mono.TLR4",1.59087014530003e-11,0.126188115665131,50.3073530101825,49.8798786971762,5.05784013801912e-92,0.0668183500618486,22.0824926094505,14.079792052302,"up","up","up_up","up"
"125","Mono","Mono","S100A9","TLR4",0.0959984554878444,0,"S100A9_TLR4","S100A9 - TLR4","","AML","Mono.S100A9","Mono.TLR4",1.59087014530003e-11,0.126188115665131,50.3073530101825,49.8798786971762,5.05784013801912e-92,0.0668183500618486,22.0824926094505,14.079792052302,"up","up","up_up","up"
"126","DC","Gran","GRN","TNFRSF1A",0.00487347373083189,0,"GRN_TNFRSF1A","GRN - TNFRSF1A","","AML","DC.GRN","Gran.TNFRSF1A",8.26440230900269e-108,0.201810297331045,48.5007742480409,40.5182938836596,NA,NA,NA,NA,"up",NA,"up_NA","up"
"127","Gran","Gran","GRN","TNFRSF1A",0.00615160615239296,0,"GRN_TNFRSF1A","GRN - TNFRSF1A","","AML","Gran.GRN","Gran.TNFRSF1A",8.26440230900269e-108,0.201810297331045,48.5007742480409,40.5182938836596,NA,NA,NA,NA,"up",NA,"up_NA","up"
"128","Mono","Gran","GRN","TNFRSF1A",0.00762450889455147,0,"GRN_TNFRSF1A","GRN - TNFRSF1A","","AML","Mono.GRN","Gran.TNFRSF1A",8.26440230900269e-108,0.201810297331045,48.5007742480409,40.5182938836596,NA,NA,NA,NA,"up",NA,"up_NA","up"
"129","DC","HSPC","GRN","TNFRSF1A",0.00392833899596699,0,"GRN_TNFRSF1A","GRN - TNFRSF1A","","AML","DC.GRN","HSPC.TNFRSF1A",8.26440230900269e-108,0.201810297331045,48.5007742480409,40.5182938836596,NA,NA,NA,NA,"up",NA,"up_NA","up"
"130","Gran","HSPC","GRN","TNFRSF1A",0.00495983286836861,0,"GRN_TNFRSF1A","GRN - TNFRSF1A","","AML","Gran.GRN","HSPC.TNFRSF1A",8.26440230900269e-108,0.201810297331045,48.5007742480409,40.5182938836596,NA,NA,NA,NA,"up",NA,"up_NA","up"
"131","Mono","HSPC","GRN","TNFRSF1A",0.0061491502714803,0,"GRN_TNFRSF1A","GRN - TNFRSF1A","","AML","Mono.GRN","HSPC.TNFRSF1A",8.26440230900269e-108,0.201810297331045,48.5007742480409,40.5182938836596,NA,NA,NA,NA,"up",NA,"up_NA","up"
"132","DC","Mono","GRN","TNFRSF1A",0.00925328319615162,0,"GRN_TNFRSF1A","GRN - TNFRSF1A","","AML","DC.GRN","Mono.TNFRSF1A",8.26440230900269e-108,0.201810297331045,48.5007742480409,40.5182938836596,NA,NA,NA,NA,"up",NA,"up_NA","up"
"133","Gran","Mono","GRN","TNFRSF1A",0.011666611480936,0,"GRN_TNFRSF1A","GRN - TNFRSF1A","","AML","Gran.GRN","Mono.TNFRSF1A",8.26440230900269e-108,0.201810297331045,48.5007742480409,40.5182938836596,NA,NA,NA,NA,"up",NA,"up_NA","up"
"134","Mono","Mono","GRN","TNFRSF1A",0.0144408063687302,0,"GRN_TNFRSF1A","GRN - TNFRSF1A","","AML","Mono.GRN","Mono.TNFRSF1A",8.26440230900269e-108,0.201810297331045,48.5007742480409,40.5182938836596,NA,NA,NA,NA,"up",NA,"up_NA","up"
"135","Mono","DC","CCL3L1","CCR1",0.000243939082223477,0,"CCL3L1_CCR1","CCL3L1 - CCR1","","AML","Mono.CCL3L1","DC.CCR1",0,0.121250252546988,13.5188400356623,3.43428773975031,NA,NA,NA,NA,"up",NA,"up_NA","up"
"136","NK","DC","CCL3L1","CCR1",0.000660645523389242,0,"CCL3L1_CCR1","CCL3L1 - CCR1","","AML","NK.CCL3L1","DC.CCR1",0,0.121250252546988,13.5188400356623,3.43428773975031,NA,NA,NA,NA,"up",NA,"up_NA","up"
"137","T","DC","CCL3L1","CCR1",0.000185475221234409,0,"CCL3L1_CCR1","CCL3L1 - CCR1","","AML","T.CCL3L1","DC.CCR1",0,0.121250252546988,13.5188400356623,3.43428773975031,NA,NA,NA,NA,"up",NA,"up_NA","up"
"138","Mono","Gran","CCL3L1","CCR1",6.464698432422e-05,0,"CCL3L1_CCR1","CCL3L1 - CCR1","","AML","Mono.CCL3L1","Gran.CCR1",0,0.121250252546988,13.5188400356623,3.43428773975031,NA,NA,NA,NA,"up",NA,"up_NA","up"
"139","NK","Gran","CCL3L1","CCR1",0.000175133185622903,0,"CCL3L1_CCR1","CCL3L1 - CCR1","","AML","NK.CCL3L1","Gran.CCR1",0,0.121250252546988,13.5188400356623,3.43428773975031,NA,NA,NA,NA,"up",NA,"up_NA","up"
"140","T","Gran","CCL3L1","CCR1",4.91511990472562e-05,0.02,"CCL3L1_CCR1","CCL3L1 - CCR1","","AML","T.CCL3L1","Gran.CCR1",0,0.121250252546988,13.5188400356623,3.43428773975031,NA,NA,NA,NA,"up",NA,"up_NA","up"
"141","DC","Mono","CCL3L1","CCR1",0.000251278645617682,0,"CCL3L1_CCR1","CCL3L1 - CCR1","","AML","DC.CCL3L1","Mono.CCR1",0,0.121250252546988,13.5188400356623,3.43428773975031,NA,NA,NA,NA,"up",NA,"up_NA","up"
"142","Mono","Mono","CCL3L1","CCR1",0.00055204578432884,0,"CCL3L1_CCR1","CCL3L1 - CCR1","","AML","Mono.CCL3L1","Mono.CCR1",0,0.121250252546988,13.5188400356623,3.43428773975031,NA,NA,NA,NA,"up",NA,"up_NA","up"
"143","NK","Mono","CCL3L1","CCR1",0.00149428568222564,0,"CCL3L1_CCR1","CCL3L1 - CCR1","","AML","NK.CCL3L1","Mono.CCR1",0,0.121250252546988,13.5188400356623,3.43428773975031,NA,NA,NA,NA,"up",NA,"up_NA","up"
"144","T","Mono","CCL3L1","CCR1",0.000419770281410798,0,"CCL3L1_CCR1","CCL3L1 - CCR1","","AML","T.CCL3L1","Mono.CCR1",0,0.121250252546988,13.5188400356623,3.43428773975031,NA,NA,NA,NA,"up",NA,"up_NA","up"
"145","B","NK","CD48","CD2",0.00617632930157372,0,"CD48_CD2","CD48 - CD2","","AML","B.CD48","NK.CD2",0,-0.399688785997689,43.5549716109052,60.080343428774,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,"down","down","down_down","down"
"146","DC","NK","CD48","CD2",0.0046704445748563,0,"CD48_CD2","CD48 - CD2","","AML","DC.CD48","NK.CD2",0,-0.399688785997689,43.5549716109052,60.080343428774,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,"down","down","down_down","down"
"147","Mono","NK","CD48","CD2",0.00270813702820406,0,"CD48_CD2","CD48 - CD2","","AML","Mono.CD48","NK.CD2",0,-0.399688785997689,43.5549716109052,60.080343428774,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,"down","down","down_down","down"
"148","NK","NK","CD48","CD2",0.00870620356326441,0,"CD48_CD2","CD48 - CD2","","AML","NK.CD48","NK.CD2",0,-0.399688785997689,43.5549716109052,60.080343428774,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,"down","down","down_down","down"
"149","T","NK","CD48","CD2",0.0119347384019574,0,"CD48_CD2","CD48 - CD2","","AML","T.CD48","NK.CD2",0,-0.399688785997689,43.5549716109052,60.080343428774,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,"down","down","down_down","down"
"150","B","T","CD48","CD2",0.0209286505342401,0,"CD48_CD2","CD48 - CD2","","AML","B.CD48","T.CD2",0,-0.399688785997689,43.5549716109052,60.080343428774,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,"down","down","down_down","down"
"151","DC","T","CD48","CD2",0.0158834066343145,0,"CD48_CD2","CD48 - CD2","","AML","DC.CD48","T.CD2",0,-0.399688785997689,43.5549716109052,60.080343428774,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,"down","down","down_down","down"
"152","Gran","T","CD48","CD2",0.00436590183290489,0,"CD48_CD2","CD48 - CD2","","AML","Gran.CD48","T.CD2",0,-0.399688785997689,43.5549716109052,60.080343428774,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,"down","down","down_down","down"
"153","Mono","T","CD48","CD2",0.00925372492298988,0,"CD48_CD2","CD48 - CD2","","AML","Mono.CD48","T.CD2",0,-0.399688785997689,43.5549716109052,60.080343428774,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,"down","down","down_down","down"
"154","NK","T","CD48","CD2",0.029322904669651,0,"CD48_CD2","CD48 - CD2","","AML","NK.CD48","T.CD2",0,-0.399688785997689,43.5549716109052,60.080343428774,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,"down","down","down_down","down"
"155","T","T","CD48","CD2",0.0398891188405905,0,"CD48_CD2","CD48 - CD2","","AML","T.CD48","T.CD2",0,-0.399688785997689,43.5549716109052,60.080343428774,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,"down","down","down_down","down"
"156","B","DC","CD48","CD244",0.000245717448159454,0,"CD48_CD244","CD48 - CD244","","AML","B.CD48","DC.CD244",0,-0.399688785997689,43.5549716109052,60.080343428774,NA,NA,NA,NA,"down",NA,"down_NA","down"
"157","DC","DC","CD48","CD244",0.000185537778969359,0,"CD48_CD244","CD48 - CD244","","AML","DC.CD48","DC.CD244",0,-0.399688785997689,43.5549716109052,60.080343428774,NA,NA,NA,NA,"down",NA,"down_NA","down"
"158","Gran","DC","CD48","CD244",5.04159723599397e-05,0,"CD48_CD244","CD48 - CD244","","AML","Gran.CD48","DC.CD244",0,-0.399688785997689,43.5549716109052,60.080343428774,NA,NA,NA,NA,"down",NA,"down_NA","down"
"159","HSPC","DC","CD48","CD244",1.69212351615705e-06,0,"CD48_CD244","CD48 - CD244","","AML","HSPC.CD48","DC.CD244",0,-0.399688785997689,43.5549716109052,60.080343428774,NA,NA,NA,NA,"down",NA,"down_NA","down"
"160","Mono","DC","CD48","CD244",0.000107379985084141,0,"CD48_CD244","CD48 - CD244","","AML","Mono.CD48","DC.CD244",0,-0.399688785997689,43.5549716109052,60.080343428774,NA,NA,NA,NA,"down",NA,"down_NA","down"
"161","NK","DC","CD48","CD244",0.000347213998638551,0,"CD48_CD244","CD48 - CD244","","AML","NK.CD48","DC.CD244",0,-0.399688785997689,43.5549716109052,60.080343428774,NA,NA,NA,NA,"down",NA,"down_NA","down"
"162","T","DC","CD48","CD244",0.00047746493245805,0,"CD48_CD244","CD48 - CD244","","AML","T.CD48","DC.CD244",0,-0.399688785997689,43.5549716109052,60.080343428774,NA,NA,NA,NA,"down",NA,"down_NA","down"
"163","B","NK","CD48","CD244",0.000766894369043694,0,"CD48_CD244","CD48 - CD244","","AML","B.CD48","NK.CD244",0,-0.399688785997689,43.5549716109052,60.080343428774,NA,NA,NA,NA,"down",NA,"down_NA","down"
"164","DC","NK","CD48","CD244",0.000579145062428728,0,"CD48_CD244","CD48 - CD244","","AML","DC.CD48","NK.CD244",0,-0.399688785997689,43.5549716109052,60.080343428774,NA,NA,NA,NA,"down",NA,"down_NA","down"
"165","Gran","NK","CD48","CD244",0.000157415569547555,0,"CD48_CD244","CD48 - CD244","","AML","Gran.CD48","NK.CD244",0,-0.399688785997689,43.5549716109052,60.080343428774,NA,NA,NA,NA,"down",NA,"down_NA","down"
"166","HSPC","NK","CD48","CD244",5.28392339443626e-06,0,"CD48_CD244","CD48 - CD244","","AML","HSPC.CD48","NK.CD244",0,-0.399688785997689,43.5549716109052,60.080343428774,NA,NA,NA,NA,"down",NA,"down_NA","down"
"167","Mono","NK","CD48","CD244",0.000335235785632587,0,"CD48_CD244","CD48 - CD244","","AML","Mono.CD48","NK.CD244",0,-0.399688785997689,43.5549716109052,60.080343428774,NA,NA,NA,NA,"down",NA,"down_NA","down"
"168","NK","NK","CD48","CD244",0.00108343602412961,0,"CD48_CD244","CD48 - CD244","","AML","NK.CD48","NK.CD244",0,-0.399688785997689,43.5549716109052,60.080343428774,NA,NA,NA,NA,"down",NA,"down_NA","down"
"169","T","NK","CD48","CD244",0.00148945558426362,0,"CD48_CD244","CD48 - CD244","","AML","T.CD48","NK.CD244",0,-0.399688785997689,43.5549716109052,60.080343428774,NA,NA,NA,NA,"down",NA,"down_NA","down"
"170","DC","NK","CD58","CD2",0.000834228213752824,0,"CD58_CD2","CD58 - CD2","","AML","DC.CD58","NK.CD2",NA,NA,NA,NA,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,NA,"down","NA_down","down"
"171","Ery","NK","CD58","CD2",0.00159819143886683,0,"CD58_CD2","CD58 - CD2","","AML","Ery.CD58","NK.CD2",NA,NA,NA,NA,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,NA,"down","NA_down","down"
"172","Gran","NK","CD58","CD2",0.000991083216612969,0,"CD58_CD2","CD58 - CD2","","AML","Gran.CD58","NK.CD2",NA,NA,NA,NA,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,NA,"down","NA_down","down"
"173","Mono","NK","CD58","CD2",0.00141622895637433,0,"CD58_CD2","CD58 - CD2","","AML","Mono.CD58","NK.CD2",NA,NA,NA,NA,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,NA,"down","NA_down","down"
"174","NK","NK","CD58","CD2",0.000367887928694325,0,"CD58_CD2","CD58 - CD2","","AML","NK.CD58","NK.CD2",NA,NA,NA,NA,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,NA,"down","NA_down","down"
"175","DC","T","CD58","CD2",0.00286356922808064,0,"CD58_CD2","CD58 - CD2","","AML","DC.CD58","T.CD2",NA,NA,NA,NA,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,NA,"down","NA_down","down"
"176","Ery","T","CD58","CD2",0.0054757623368104,0,"CD58_CD2","CD58 - CD2","","AML","Ery.CD58","T.CD2",NA,NA,NA,NA,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,NA,"down","NA_down","down"
"177","Gran","T","CD58","CD2",0.00340069056571894,0,"CD58_CD2","CD58 - CD2","","AML","Gran.CD58","T.CD2",NA,NA,NA,NA,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,NA,"down","NA_down","down"
"178","Mono","T","CD58","CD2",0.00485446464684285,0,"CD58_CD2","CD58 - CD2","","AML","Mono.CD58","T.CD2",NA,NA,NA,NA,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,NA,"down","NA_down","down"
"179","NK","T","CD58","CD2",0.00126424636581807,0,"CD58_CD2","CD58 - CD2","","AML","NK.CD58","T.CD2",NA,NA,NA,NA,2.33970346700569e-27,-0.100687656718131,14.5887100558397,17.5416486156512,NA,"down","NA_down","down"
"180","Gran","Ery","CXCL2","ACKR1",6.36947256894721e-06,0,"CXCL2_ACKR1","CXCL2 - ACKR1","","AML","Gran.CXCL2","Ery.ACKR1",0,0.165323135178351,16.8645300549012,4.89937379386397,NA,NA,NA,NA,"up",NA,"up_NA","up"
"181","HSPC","Ery","CXCL2","ACKR1",0.00100354284507321,0,"CXCL2_ACKR1","CXCL2 - ACKR1","","AML","HSPC.CXCL2","Ery.ACKR1",0,0.165323135178351,16.8645300549012,4.89937379386397,NA,NA,NA,NA,"up",NA,"up_NA","up"
"182","Mono","Ery","CXCL2","ACKR1",0.00168577997235618,0,"CXCL2_ACKR1","CXCL2 - ACKR1","","AML","Mono.CXCL2","Ery.ACKR1",0,0.165323135178351,16.8645300549012,4.89937379386397,NA,NA,NA,NA,"up",NA,"up_NA","up"
"183","DC","Ery","CXCL8","ACKR1",0.000318606156327528,0,"CXCL8_ACKR1","CXCL8 - ACKR1","","AML","DC.CXCL8","Ery.ACKR1",0,0.332041981173397,37.1873680259021,16.5885549998031,NA,NA,NA,NA,"up",NA,"up_NA","up"
"184","Gran","Ery","CXCL8","ACKR1",0.00339992792813449,0,"CXCL8_ACKR1","CXCL8 - ACKR1","","AML","Gran.CXCL8","Ery.ACKR1",0,0.332041981173397,37.1873680259021,16.5885549998031,NA,NA,NA,NA,"up",NA,"up_NA","up"
"185","HSPC","Ery","CXCL8","ACKR1",0.00195970137023523,0,"CXCL8_ACKR1","CXCL8 - ACKR1","","AML","HSPC.CXCL8","Ery.ACKR1",0,0.332041981173397,37.1873680259021,16.5885549998031,NA,NA,NA,NA,"up",NA,"up_NA","up"
"186","Mono","Ery","CXCL8","ACKR1",0.00711196934530043,0,"CXCL8_ACKR1","CXCL8 - ACKR1","","AML","Mono.CXCL8","Ery.ACKR1",0,0.332041981173397,37.1873680259021,16.5885549998031,NA,NA,NA,NA,"up",NA,"up_NA","up"
"187","NK","Ery","CXCL8","ACKR1",0.000148486241119516,0,"CXCL8_ACKR1","CXCL8 - ACKR1","","AML","NK.CXCL8","Ery.ACKR1",0,0.332041981173397,37.1873680259021,16.5885549998031,NA,NA,NA,NA,"up",NA,"up_NA","up"
"188","B","Mono","HLA-A","LILRB1",0.0327211513916767,0,"HLA-A_LILRB1","HLA-A - LILRB1","","AML","B.HLA-A","Mono.LILRB1",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"189","DC","Mono","HLA-A","LILRB1",0.0297492419857576,0,"HLA-A_LILRB1","HLA-A - LILRB1","","AML","DC.HLA-A","Mono.LILRB1",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"190","Gran","Mono","HLA-A","LILRB1",0.0355573036606649,0,"HLA-A_LILRB1","HLA-A - LILRB1","","AML","Gran.HLA-A","Mono.LILRB1",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"191","HSPC","Mono","HLA-A","LILRB1",0.0313210133482758,0,"HLA-A_LILRB1","HLA-A - LILRB1","","AML","HSPC.HLA-A","Mono.LILRB1",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"192","Mono","Mono","HLA-A","LILRB1",0.0438415149669259,0,"HLA-A_LILRB1","HLA-A - LILRB1","","AML","Mono.HLA-A","Mono.LILRB1",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"193","NK","Mono","HLA-A","LILRB1",0.0537161811906818,0,"HLA-A_LILRB1","HLA-A - LILRB1","","AML","NK.HLA-A","Mono.LILRB1",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"194","T","Mono","HLA-A","LILRB1",0.0479301954964501,0,"HLA-A_LILRB1","HLA-A - LILRB1","","AML","T.HLA-A","Mono.LILRB1",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
"195","B","NK","HLA-A","KIR3DL2",0.0161733634182407,0,"HLA-A_KIR3DL2","HLA-A - KIR3DL2","","AML","B.HLA-A","NK.KIR3DL2",0,0.393654317351294,94.1344845385012,92.7454609901146,NA,NA,NA,NA,"up",NA,"up_NA","up"
